Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status_agente_libre,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_norm_t,Sueldo_ajustado_norm_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_norm_t,Sueldo_base_norm_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_norm_t,Sueldo_regular_norm_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
NYY,NYY,5.567013527575445,6.233201581027661,2015,2014,2014,1,1,1,1,1,36481,36481,191,191,0,0,9,8,2,2,8281,6241,6724,5476,82,74,91,79,17.400816326530613,12.16873985938345,4.171428571428572,3.488372093023256,0.030933562283780715,0.045629883649966216,0.17587939698492464,0.2136115250869349,0.5382692356253629,0.5552581839503733,0.7336683417085427,0.7451564828614009,13.7641,10.956100000000001,3.71,3.31,38,37,39,NYY,New York Yankees,New York Yankees,New York,92800000,76800000,39601.0,40521.69,199.0,201.3,32,32,32,32,162,162,Hiroki Kuroda,81,169,9,13,16000000,15000000,40,40,214.4792576419214,214.14778325123152,50,50,0.19753086419753085,0.19753086419753085,SP,SP,0.5185185185185185,0.5246913580246914,0,0,0,0,UFA,21316,22500,146,150,0.6153441969363858,0.5170210409783498,16000000,15000000,0.6385542168674698,0.5306859205776173,16000000,15000000,0.075,0.063,0.6151774032171169,0.509116409537167,16000000,15000000,1241.8576,2756.25,35.24,52.5,16000000,16000000,15000000,311500000,64000000,16000000,15000000,16000000,84,85,4.494400000000001,16.0,2.12,4.0,1.2995999999999999,1.3456,1.14,1.16,27,27,1225,1849,35,43,121,121,11,11,16.588099280204055,16.588099280204055,16.588099280204055
PHI,PIT,6.5,6.5,2015,0,2014,1,2,5,1,5,42025,27225,205,165,3750000,0,7,8,2,2,14884,6241,11881,4900,109,70,122,79,3.9171006944444446,9.730674983292491,1.9791666666666667,3.1194029850746268,0.2018056967628536,0.12305035497930428,0.4492278895648105,0.3507853403141361,0.7904932349326187,1.1973630108823772,0.8890968647636874,1.094240837696335,21.068099999999998,10.889999999999999,4.59,3.3,36,31,37,PIT,Philadelphia Phillies,Pittsburgh Pirates,Pennsylvania,137617500,122617500,45667.689999999995,36481.0,213.7,191.0,34,30,34,30,162,162,A.J. Burnett,324,121,18,11,15000000,8000000,7,9,230.0,230.0,14,15,0.20987654320987653,0.18518518518518517,SP,SP,0.4506172839506173,0.5802469135802469,0,0,0,0,UFA,36100,43681,190,209,0.432632690481169,0.27553156146752467,11250000,8000000,0.29718875502008035,0.5848375451263538,7500000,16500000,0.064,0.112,0.4323866697452474,0.561711079943899,11250000,16500000,150.7984,1557.8808999999999,12.28,39.47,16000000,11250000,16500000,59875000,28875000,22500000,82500000,16000000,73,94,1.9034085123166853,4.0,1.3796407185628747,2.0,1.9880999999999998,1.4884,1.41,1.22,2,5,9216,4489,96,67,64,100,8,10,16.235878686614704,15.830413578506539,16.235878686614704
SD,DET,6.4,6.4,2017,2014,2014,2,2,3,1,3,784,2209,28,47,0,0,7,4,5,1,100,225,81,225,9,15,10,15,20.897959183673468,11.010330578512399,4.571428571428571,3.3181818181818183,0.06647470400103105,0.10781911338828247,0.2578268876611418,0.3283582089552239,1.3891856509603222,1.187124081087102,1.1786372007366483,1.0895522388059702,2.2201,4.0804,1.49,2.02,36,33,37,DET,San Diego Padres,Detroit Tigers,California,31447500,25447500,2948.49,4489.0,54.3,67.0,0,0,53,66,161,162,Joaquin Benoit,4,1,2,1,6000000,5500000,2,11,250.0,250.0,5,15,0.32919254658385094,0.4074074074074074,RP,RP,0.4782608695652174,0.5740740740740741,121,576,11,24,UFA,4096,5329,64,73,0.23068839387277154,0.18928531878508714,6000000,5500000,0.23694779116465867,0.18772563176895307,6000000,5500000,0.071,0.035,0.23035480643423378,0.17601683029453016,6000000,5500000,3620.4289000000003,6196.8384,60.17,78.72,15500000,7750000,5500000,25700000,107775000,15500000,16500000,7750000,77,93,3.3124000000000002,7.617599999999999,1.82,2.76,0.5929,1.0609,0.77,1.03,0,4,196,484,14,22,16,16,4,4,15.60727002719233,15.60727002719233,15.60727002719233
ATL,KC,6.2,6.2,2015,2014,2014,1,1,4,0,4,37249,36100,193,190,0,0,5,5,1,2,8100,7225,7396,5776,86,76,90,85,8.07281431090955,9.965782391387927,2.8412698412698414,3.156862745098039,0.10331632653061226,0.05842186833179848,0.32142857142857145,0.24170616113744076,0.8340535193669304,0.5822196266930213,0.9132653061224489,0.7630331753554502,15.602500000000001,10.497600000000002,3.95,3.24,31,26,31,KC,Atlanta Braves,Kansas City Royals,Georgia,58336000,44236000,38416.0,44521.0,196.0,211.0,31,32,31,32,162,162,Ervin Santana,100,100,10,10,14100000,13000000,18,2,175.0,175.0,23,7,0.19135802469135801,0.19753086419753085,SP,SP,0.4876543209876543,0.5308641975308642,0,0,0,0,UFA,32041,25921,179,161,0.542259594354299,0.44802404683239977,14100000,13000000,0.5622489959839357,0.4584837545126354,14100000,13000000,0.121,0.152,0.5420611098283692,0.43899018232819076,14100000,13000000,1327.1449,2818.5481000000004,36.43,53.09,14100000,14100000,7500000,47350000,26100000,14100000,30000000,14100000,79,86,1.9599999999999997,10.3041,1.4,3.21,1.7161000000000002,1.2995999999999999,1.31,1.14,3,1,3969,2601,63,51,196,81,14,9,16.461685355348397,16.461685355348397,16.461685355348397
SEA,TB,5.567013527575445,6.233201581027661,2016,2014,2014,2,2,1,1,2,3721,2809,61,53,0,0,8,10,1,2,576,729,441,625,21,25,24,27,7.367346938775511,5.188271604938271,2.7142857142857144,2.2777777777777777,0.17835652650664627,0.2913086185542911,0.42232277526395173,0.5397301349325337,1.314014409569374,1.5113882339190223,1.1463046757164406,1.2293853073463268,8.1225,11.424399999999999,2.85,3.38,36,34,37,TB,Seattle Mariners,Tampa Bay Rays,Washington,28707500,21657500,4395.69,4448.89,66.3,66.7,0,0,69,68,161,162,Fernando Rodney,36,16,6,4,7050000,2500000,0,1,240.0,240.0,4,4,0.42857142857142855,0.41975308641975306,RP,RP,0.5341614906832298,0.5617283950617284,2304,1369,48,37,UFA,5776,6724,76,82,0.27107725319445103,0.08578982756616207,7050000,2500000,0.27710843373493976,0.07942238267148015,7000000,2500000,0.061,0.034,0.27076117909643654,0.07082748948106593,7050000,2500000,3033.8064,4558.9504,55.08,67.52,14000000,7000000,2000000,267800000,19090000,14000000,2000000,7000000,86,91,0.5776,0.24009999999999998,0.76,0.49,1.7956000000000003,1.7956000000000003,1.34,1.34,0,0,784,1296,28,36,1,25,1,5,15.768538174788452,15.761420707019587,15.768538174788452
SF,SF,6.4,6.4,2017,2014,2014,3,3,2,0,1,961,900,31,30,0,0,7,6,5,5,196,100,169,64,13,8,14,10,1.3407202216066483,9.506944444444445,1.1578947368421053,3.0833333333333335,0.25399461052987077,0.09323465998484938,0.5039787798408488,0.3053435114503817,0.3405357105165025,0.8863767327726306,0.5835543766578248,0.9414758269720103,9.672099999999999,3.3489000000000004,3.11,1.83,36,34,36,SF,San Francisco Giants,San Francisco Giants,California,19181000,15181000,1421.2900000000002,1544.4899999999998,37.7,39.3,0,0,65,69,161,162,Javier Lopez,1,4,1,2,4000000,4250000,23,23,220.0,220.0,25,23,0.40372670807453415,0.42592592592592593,RP,RP,0.5403726708074534,0.4691358024691358,0,1,0,1,UFA,484,1369,22,37,0.1537572332600487,0.14616219744386838,4000000,4250000,0.1566265060240964,0.14259927797833938,4000000,4250000,0.025,0.03,0.15339028707765717,0.13218793828892006,4000000,4250000,102.21209999999999,1880.9568999999997,10.11,43.37,13000000,4333333,4250000,25850000,80750000,13000000,8500000,4333333,87,76,0.1369,1.0201,0.37,1.01,1.7689000000000001,1.1449,1.33,1.07,8,7,361,144,19,12,1,16,1,4,15.201804919084164,15.201804919084164,15.201804919084164
LAD,LAD,6.0,6.0,2017,2014,2014,2,2,1,1,1,961,1764,31,42,1500000,0,11,7,5,5,196,196,169,196,13,14,14,14,3.6864,5.512287334593574,1.92,2.347826086956522,0.2603082049146189,0.13761706555671177,0.5102040816326531,0.3709677419354839,0.9596001665972511,0.7585848074921956,0.9795918367346939,0.8709677419354839,5.7121,4.120899999999999,2.39,2.03,30,29,31,LAD,Los Angeles Dodgers,Los Angeles Dodgers,California,16641100,9641100,2401.0,3844.0,49.0,62.0,0,0,68,67,161,162,J.P. Howell,9,1,3,1,7000000,2850000,25,25,180.0,180.0,28,27,0.422360248447205,0.41358024691358025,RP,RP,0.577639751552795,0.5679012345679012,0,0,0,0,UFA,2304,2916,48,54,0.21145560371959082,0.09786430154170334,5500000,2850000,0.1566265060240964,0.09205776173285199,4000000,2850000,0.023,0.012,0.21111367659508964,0.08309957924263675,5500000,2850000,354.9456,4179.6225,18.84,64.65,11250000,5625000,2850000,61150000,150850000,11250000,2850000,5625000,93,92,1.1449,2.7889,1.07,1.67,1.2995999999999999,1.1025,1.14,1.05,6,6,625,529,25,23,9,16,3,4,15.520258650202699,15.201804919084164,15.520258650202699
MIN,MIN,6.7,6.7,2016,2014,2014,2,2,1,1,1,841,33856,29,184,0,0,7,7,1,1,529,8464,441,7744,21,88,23,92,0.308641975308642,3.6315414738341047,0.5555555555555556,1.9056603773584906,0.5768306361160072,0.1204685450153084,0.759493670886076,0.34708578912901117,0.1780341469493849,0.43748651751554324,0.4219409282700422,0.6614276358873609,63.84010000000001,26.936100000000003,7.99,5.19,29,28,30,MIN,Minnesota Twins,Minnesota Twins,Minnesota,24862500,19362500,561.6899999999999,23317.289999999997,23.7,152.7,5,29,5,29,162,162,Mike Pelfrey,9,169,3,13,5500000,4000000,6,6,240.0,240.0,14,14,0.030864197530864196,0.17901234567901234,RP,RP,0.4320987654320987,0.4074074074074074,0,0,0,0,UFA,100,10201,10,101,0.21145560371959082,0.13753757317562462,5500000,4000000,0.2168674698795181,0.13357400722021662,5500000,4000000,0.063,0.049,0.21111367659508964,0.12342215988779803,5500000,4000000,0.0,0.0,0.0,0.0,11000000,5500000,4000000,97290983,15515000,11000000,4000000,5500000,70,66,1.9034085123166853,0.028900000000000006,1.3796407185628747,0.17,3.9601,2.4025000000000003,1.99,1.55,3,3,324,2809,18,53,0,25,0,5,15.520258650202699,15.520258650202699,15.520258650202699
ARI,ARI,6.4,6.4,2017,0,2014,2,2,1,0,0,3600,3721,60,61,0,0,8,7,1,1,841,400,676,324,26,18,29,20,5.0625,4.0,2.25,2.0,0.1283136556025841,0.09082379433289546,0.3582089552238806,0.3013698630136986,0.649587881488082,0.36329517733158184,0.8059701492537313,0.6027397260273972,12.180100000000001,4.928400000000001,3.49,2.22,34,33,34,ARI,Arizona Diamondbacks,Arizona Diamondbacks,Arizona,11899999,7399999,4489.0,5329.0,67.0,73.0,0,0,68,78,161,162,Brad Ziegler,9,1,3,1,4500000,3150000,1,1,220.0,220.0,5,5,0.422360248447205,0.48148148148148145,RP,RP,0.3975155279503105,0.5,1,169,1,13,UFA,2916,1936,54,44,0.17299002341322942,0.10821385066359585,4500000,3150000,0.17670682730923698,0.10288808664259928,4500000,3150000,0.042,0.036,0.17263141691680134,0.09361851332398317,4500000,3150000,299.29,6214.1689,17.3,78.83,10500000,5250000,3150000,42450000,54650000,10500000,3150000,5250000,64,81,0.1024,2.8899999999999997,0.32,1.7,1.5625,1.2995999999999999,1.25,1.14,1,1,576,484,24,22,25,64,5,8,15.319587954740548,15.319587954740548,15.319587954740548
LAD,WSH,6.5,6.5,2016,2014,2014,1,1,1,0,0,33489,32041,183,179,0,0,11,11,5,1,10201,8464,6889,7744,83,88,101,92,16.222993827160494,23.726326742976067,4.027777777777778,4.870967741935484,0.037460978147762745,0.03337026865323361,0.1935483870967742,0.18267530936947557,0.6077292172505492,0.7917538975675124,0.7795698924731183,0.8898055391868003,16.160399999999996,21.808899999999998,4.02,4.67,33,32,33,WSH,Los Angeles Dodgers,Washington Nationals,California,75773500,64773500,34596.0,28798.089999999997,186.0,169.7,32,30,32,31,161,162,Dan Haren,121,196,11,14,11000000,13000000,25,1,215.0,215.0,28,2,0.19875776397515527,0.19135802469135801,SP,SP,0.577639751552795,0.5308641975308642,0,1,0,1,UFA,21025,22801,145,151,0.42301629540457863,0.44802404683239977,11000000,13000000,0.3975903614457832,0.4584837545126354,10000000,13000000,0.045,0.112,0.42276610482567534,0.43899018232819076,11000000,13000000,1319.8689,136.1889,36.33,11.67,10000000,1000000,13000000,61150000,67000000,1000000,13000000,10000000,93,86,1.9034085123166853,2.087668225118123,1.3796407185628747,1.444876543209877,1.3923999999999999,1.5376,1.18,1.24,6,0,1296,961,36,31,169,100,13,10,16.213405830762646,16.11809565095832,16.213405830762646
BOS,STL,6.3,6.3,2016,2014,2014,2,2,1,1,1,4761,3600,69,60,0,0,9,6,1,2,784,400,676,400,26,20,28,20,9.433673469387756,84.63999999999999,3.0714285714285716,9.2,0.05444444444444445,0.005972160178113705,0.23333333333333334,0.07727975270479134,0.5136111111111111,0.505483637475544,0.7166666666666667,0.7109737248840804,15.209999999999999,7.728399999999999,3.9,2.78,29,28,30,STL,Boston Red Sox,St. Louis Cardinals,Massachusetts,11976400,7226400,3600.0,4186.09,60.0,64.7,0,0,64,65,162,162,Edward Mujica,16,1,4,1,4750000,3200000,13,23,225.0,225.0,21,27,0.3950617283950617,0.4012345679012346,RP,RP,0.4382716049382716,0.5987654320987654,64,1369,8,37,UFA,1849,2116,43,46,0.18260641848981976,0.1099387755172446,4750000,3200000,0.18674698795180725,0.10469314079422383,4750000,3200000,0.028,0.027,0.18225198183637342,0.09537166900420758,4750000,3200000,324.0,6326.611600000001,18.0,79.54,9500000,4750000,3200000,56433443,13650000,9500000,3200000,4750000,71,97,0.0001,2.5921000000000003,0.01,1.61,1.9043999999999996,1.0,1.38,1.0,8,11,196,25,14,5,4,4,2,2,15.373655176010823,15.373655176010823,15.373655176010823
OAK,ATL,6.3,6.3,2016,2014,2014,2,2,1,1,1,225,144,15,12,0,0,5,3,5,1,25,25,25,25,5,5,5,5,14.0625,4.840000000000001,3.75,2.2,0.04000000000000001,0.0771604938271605,0.2,0.2777777777777778,0.5625,0.37345679012345684,0.75,0.6111111111111112,5.0625,6.25,2.25,2.5,28,27,29,ATL,Oakland Athletics,Atlanta Braves,California,12375000,10875000,400.0,324.0,20.0,18.0,0,0,21,19,162,162,Eric O'Flaherty,0,0,0,0,1500000,4320000,15,18,210.0,210.0,26,23,0.12962962962962962,0.11728395061728394,RP,RP,0.5432098765432098,0.5925925925925926,1,0,1,0,UFA,225,121,15,11,0.05759328249414515,0.14857709223897664,1500000,4320000,0.05622489959839358,0.14512635379061373,1500000,4320000,0.016,0.046,0.05718463788193642,0.13464235624123425,1500000,4320000,0.0,0.0,0.0,0.0,7000000,3500000,4320000,32800000,77250000,7000000,4320000,3500000,88,96,0.16809999999999997,0.17639999999999997,0.41,0.42,0.9025,0.8835999999999999,0.95,0.94,9,3,16,25,4,5,1,9,1,3,14.22097566607244,14.22097566607244,14.22097566607244
WSH,BOS,6.6,6.6,2016,2014,2014,2,2,2,0,1,1089,2116,33,46,0,0,8,10,1,1,81,361,49,289,7,17,9,19,12.25,5.325443786982247,3.5,2.3076923076923075,0.04938271604938271,0.09268958860082598,0.2222222222222222,0.3044496487119438,0.6049382716049383,0.49361319373220935,0.7777777777777778,0.702576112412178,3.0625,12.8881,1.75,3.59,37,35,37,BOS,Washington Nationals,Boston Red Sox,Washington DC,24178000,19678000,1296.0,1823.2900000000002,36.0,42.7,0,0,64,59,162,162,Matt Thornton,9,9,3,3,1051912,1654371,1,13,235.0,235.0,3,21,0.3950617283950617,0.36419753086419754,RP,RP,0.5925925925925926,0.5987654320987654,0,0,0,0,UFA,784,900,28,30,0.040357317545828275,0.05661689798483929,1051912,1654371,0.13654618473895583,0.18772563176895307,3500000,5500000,0.007,0.01,0.13414915723851303,0.17601683029453016,3500000,5500000,2563.3969,33.4084,50.63,5.78,7000000,3500000,6000000,14150000,130700000,7000000,12000000,3500000,96,97,0.1936,0.0361,0.44,0.19,1.2995999999999999,1.9043999999999996,1.14,1.38,0,8,64,169,8,13,1,0,1,0,13.866120018590806,15.068273526459642,15.068273526459642
HOU,MIA,6.4,6.4,2016,2014,2014,2,2,1,0,0,2916,3249,54,57,0,0,8,12,2,2,484,324,361,324,19,18,22,18,73.96,6.650969529085873,8.6,2.5789473684210527,0.009499599116917268,0.09391259105098855,0.09746588693957116,0.3064516129032258,0.7025903506872011,0.6246097814776275,0.838206627680312,0.7903225806451613,11.0889,6.812099999999999,3.33,2.61,35,34,35,MIA,Houston Astros,Miami Marlins,Texas,17180498,14430498,2631.6899999999996,3844.0,51.3,62.0,0,0,58,66,162,162,Chad Qualls,25,4,5,2,2750000,1150000,1,2,245.0,245.0,9,2,0.35802469135802467,0.4074074074074074,RP,RP,0.4320987654320987,0.382716049382716,361,0,19,0,UFA,1849,2401,43,49,0.10567525787709693,0.039216856517645816,2750000,1150000,0.106425702811245,0.030685920577617327,2750000,1150000,0.053,0.032,0.10528746247979681,0.02349228611500702,2750000,1150000,3343.1524,5318.784900000001,57.82,72.93,6000000,3000000,1150000,43800000,7675000,6000000,1150000,3000000,70,62,0.1296,2.9583999999999997,0.36,1.72,1.3224999999999998,1.5129,1.15,1.23,0,2,25,361,5,19,1,25,1,5,14.827111469642754,14.827111469642754,14.827111469642754
OAK,BAL,6.6,6.6,2015,2014,2014,1,1,1,0,0,23716,23104,154,152,0,0,5,4,5,1,4900,6241,4624,5625,68,75,70,79,12.894628099173554,4.0,3.590909090909091,2.0,0.06228747535928708,0.11873540608384964,0.24957458876914349,0.34458004307250534,0.8031738299944435,0.47494162433539855,0.8961996596710152,0.6891600861450107,12.0409,23.4256,3.47,4.84,31,30,31,BAL,Oakland Athletics,Baltimore Orioles,California,24306500,18306500,31081.690000000002,19404.49,176.3,139.3,29,23,30,26,162,162,Jason Hammel,121,64,11,8,2852459,6750000,15,7,225.0,225.0,26,12,0.18518518518518517,0.16049382716049382,SP,SP,0.5432098765432098,0.5246913580246914,0,1,0,1,UFA,24964,9216,158,96,0.10961640276970643,0.2324084401263059,2852459,6750000,0.23694779116465867,0.23285198555956682,6000000,6750000,0.031,0.067,0.23035480643423378,0.21984572230014027,6000000,6750000,0.0,0.0,0.0,0.0,6000000,6000000,6750000,32800000,2000000,6000000,6750000,6000000,88,85,9.9225,2.087668225118123,3.15,1.444876543209877,1.2544000000000002,2.0448999999999997,1.12,1.43,9,3,1936,2304,44,48,100,49,10,7,14.863691987258365,15.60727002719233,15.60727002719233
CIN,CIN,6.3,6.3,2016,2014,2014,2,2,1,0,0,1521,1600,39,40,0,0,6,12,2,2,400,324,361,289,19,17,20,18,3.567901234567901,13.937777777777779,1.8888888888888888,3.7333333333333334,0.24055416552205447,0.10633270321361059,0.49046321525885556,0.32608695652173914,0.8582735041465894,1.4820415879017015,0.9264305177111716,1.2173913043478262,21.715600000000002,11.0889,4.66,3.33,31,30,31,CIN,Cincinnati Reds,Cincinnati Reds,Ohio,8586000,6586000,1346.89,2116.0,36.7,46.0,0,0,53,57,162,162,Manny Parra,9,9,3,3,2000000,1000000,10,10,215.0,215.0,15,15,0.3271604938271605,0.35185185185185186,RP,RP,0.4691358024691358,0.5555555555555556,1,0,1,0,UFA,1156,3136,34,56,0.07682607264732587,0.03404208195669956,2000000,1000000,0.07630522088353414,0.02527075812274368,2000000,1000000,0.018,0.009,0.07642576772108058,0.0182328190743338,2000000,1000000,7.4529,922.3369,2.73,30.37,5500000,2750000,1000000,15125000,41800000,5500000,1000000,2750000,76,90,1.9034085123166853,0.25,1.3796407185628747,0.5,2.4025000000000003,1.44,1.55,1.2,5,5,324,225,18,15,0,4,0,2,14.508657738524219,14.508657738524219,14.508657738524219
SF,SF,6.4,6.4,2015,2014,2014,1,1,2,0,1,31684,15376,178,124,0,0,7,6,5,5,7396,5329,6724,4356,82,66,86,73,6.77794292508918,3.108725761772853,2.603448275862069,1.763157894736842,0.09861028097187995,0.13427948917999308,0.31402273957769355,0.36644165863066536,0.66837485625441,0.4174381072915436,0.8175419599350299,0.6460945033751205,16.0,32.8329,4.0,5.73,36,34,36,SF,San Francisco Giants,San Francisco Giants,California,15525000,10225000,34114.09,10753.69,184.7,103.7,32,19,32,19,161,162,Ryan Vogelsong,169,36,13,6,5000000,5000000,23,23,215.0,215.0,25,23,0.19875776397515527,0.11728395061728394,SP,SP,0.5403726708074534,0.4691358024691358,0,0,0,0,UFA,22801,4489,151,67,0.1922228135664101,0.17203607024859963,5000000,5000000,0.19678714859437754,0.1696750902527076,5000000,5000000,0.031,0.036,0.19187254675594548,0.15848527349228614,5000000,5000000,1430.3524,41.99040000000001,37.82,6.48,5000000,5000000,4000000,25850000,80750000,5000000,8000000,5000000,87,76,0.5929,2.087668225118123,0.77,1.444876543209877,1.6384,2.4336,1.28,1.56,8,7,3364,1444,58,38,64,16,8,4,15.424948470398375,15.424948470398375,15.424948470398375
PIT,LAD,5.567013527575445,6.233201581027661,2015,2014,2014,1,1,1,0,0,27556,37249,166,193,0,0,1,7,2,5,5625,12996,4225,11664,65,108,75,114,3.888117437016465,3.400910777534154,1.971830985915493,1.844155844155844,0.13575419791782523,0.2044335425481405,0.3684483653347172,0.4521432765707575,0.5278282640724805,0.695260238141458,0.7265179034769071,0.8338226658837345,9.2416,32.6041,3.04,5.71,30,29,30,LAD,Pittsburgh Pirates,Los Angeles Dodgers,Pennsylvania,5752000,5752000,37133.28999999999,29002.090000000004,192.7,170.3,31,32,32,33,162,162,Edinson Volquez,49,144,7,12,0,88360,9,25,220.0,220.0,16,27,0.19753086419753085,0.2037037037037037,SP,SP,0.5432098765432098,0.5679012345679012,0,0,0,0,UFA,19600,20164,140,142,0.1922228135664101,0.002591872085092613,5000000,88360,0.19678714859437754,0.0068592057761732855,5000000,490000,0.065,0.0,0.19187254675594548,0.0003506311360448808,5000000,490000,3694.2084,463.11039999999997,60.78,21.52,5000000,5000000,490000,5000000,150850000,5000000,490000,5000000,88,92,6.3504000000000005,0.0025000000000000005,2.52,0.05,1.5129,2.5281000000000002,1.23,1.59,5,6,5041,5929,71,77,169,81,13,9,15.424948470398375,15.424948470398375,15.424948470398375
ARI,SEA,6.3,6.3,2016,2014,2014,2,2,1,0,0,2500,2401,50,49,0,0,8,10,1,1,625,529,361,484,19,22,25,23,10.027777777777777,9.0,3.1666666666666665,3.0,0.16716535730144033,0.21549708368095954,0.4088586030664395,0.46421663442940037,1.6762970551616654,1.9394737531286361,1.2947189097103917,1.3926499032882012,8.526399999999999,14.6689,2.92,3.83,32,31,32,SEA,Arizona Diamondbacks,Seattle Mariners,Arizona,51622983,49872983,3445.6900000000005,2672.8900000000003,58.7,51.7,0,0,68,60,161,162,Oliver Perez,16,9,4,3,1750000,1500000,1,0,225.0,225.0,5,4,0.422360248447205,0.37037037037037035,RP,RP,0.3975155279503105,0.4382716049382716,0,4,0,2,UFA,5776,5184,76,72,0.06720967757073551,0.05129133049318707,1750000,1500000,0.06626506024096386,0.04332129963898917,1750000,1500000,0.017,0.018,0.0668052028015085,0.035764375876577846,1750000,1500000,538.24,400.0,23.2,20.0,4250000,2125000,1500000,42450000,28400000,4250000,1500000,2125000,64,71,0.1296,0.30250000000000005,0.36,0.55,1.5876000000000001,1.9880999999999998,1.26,1.41,1,0,576,576,24,24,9,9,3,3,14.375126345899696,14.375126345899696,14.375126345899696
KC,ATL,5.567013527575445,6.233201581027661,2015,2014,2014,1,1,3,1,3,1296,2025,36,45,0,0,4,3,2,1,576,169,441,144,21,12,24,13,1.5625,3.79224376731302,1.25,1.9473684210526316,0.27700831024930744,0.19254462928491808,0.5263157894736842,0.43879907621247116,0.432825484764543,0.7301761703353264,0.6578947368421053,0.8545034642032333,24.700899999999997,6.200100000000001,4.97,2.49,37,34,38,ATL,Kansas City Royals,Atlanta Braves,Missouri,27546000,23296000,1444.0,1874.8899999999996,38.0,43.3,0,0,55,68,162,162,Scott Downs,16,16,4,4,500000,1748633,3,18,214.4792576419214,214.14778325123152,8,23,0.3395061728395062,0.41975308641975306,RP,RP,0.5493827160493827,0.5925925925925926,1,0,1,0,UFA,625,1369,25,37,0.019127702187783733,0.05986879531593207,500000,1748633,0.01606425702811245,0.1696750902527076,500000,5000000,0.005,0.018,0.018702378203648118,0.15848527349228614,500000,5000000,157.7536,287.98089999999996,12.56,16.97,4000000,500000,5000000,66500000,77250000,500000,15000000,4000000,89,96,1.9034085123166853,0.004900000000000001,1.3796407185628747,0.07,2.1609,2.1904,1.47,1.48,1,3,400,361,20,19,0,16,0,4,13.122363377404328,13.122363377404328,13.122363377404328
