Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_t,Anio_t_1,Anios_contrato,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
PHI,PIT,6.5,6.5,2014,4,3,1,42025,27225,205,165,7,8,14884,6241,11881,4900,109,70,122,79,3.9171006944444446,9.730674983292491,1.9791666666666667,3.1194029850746268,0.002491428355096958,0.0015191401849296829,0.04991420995164561,0.038976148923792905,0.009759175739908872,0.014782259393609595,0.0987885405292986,0.12158231529959279,21.068099999999998,10.889999999999999,4.59,3.3,37,36,PIT,Philadelphia Phillies,Pittsburgh Pirates,45667.689999999995,36481.0,213.7,191.0,1156,900,1156,900,34,30,34,30,162,162,A.J. Burnett,324,121,18,11,7,9,230,230,14,15,SP,SP,0.4506172839506173,0.5802469135802469,0,0,0,0,UFA,36100,43681,190,209,7500000,16500000,11250000,8000000,11250000,16500000,150.7984,1557.8808999999999,12.28,39.47,16000000,59875000,28875000,16000000,73,94,0.028900000000000006,3.6481,0.17,1.91,1.9880999999999998,1.4884,1.41,1.22,2,5,9216,4489,96,67,64,100,8,10,15.830413578506539,16.235878686614704,16.235878686614704
DET,DET,6.0,6.0,2013,4,3,5,11664,24336,108,156,5,4,3025,3136,2304,2704,48,52,55,56,11.559999999999999,13.993141289437586,3.4,3.740740740740741,0.0006998684247361495,0.0010868252626494385,0.026455026455026454,0.03296703296703297,0.00809047898994989,0.015208099457183709,0.08994708994708994,0.12332112332112333,11.7649,6.604899999999999,3.43,2.57,30,29,DET,Detroit Tigers,Detroit Tigers,15876.0,33124.0,126.0,182.0,484,841,441,841,21,29,22,29,162,162,Anibal Sanchez,25,64,5,8,11,11,205,205,16,15,RP,RP,0.5555555555555556,0.5740740740740741,0,0,0,0,UFA,10404,40804,102,202,15000000,8000000,15800000,8800000,15800000,8800000,3382.5855999999994,6528.639999999999,58.16,80.8,80000000,33500000,107775000,16000000,90,93,5.1983999999999995,36.240399999999994,2.28,6.02,1.2100000000000002,1.3224999999999998,1.1,1.15,4,4,900,2916,30,54,64,196,8,14,16.523560759066484,16.575520497997196,16.575520497997196
COL,NYY,6.5,6.5,2014,4,3,3,961,1089,31,33,6,8,400,225,361,196,19,14,20,15,8.462809917355372,14.792899408284024,2.909090909090909,3.8461538461538463,0.0023901234567901236,0.0013717421124828531,0.04888888888888889,0.037037037037037035,0.02022716049382716,0.02029204308406588,0.14222222222222222,0.14245014245014245,46.785599999999995,10.4329,6.84,3.23,29,28,NYY,Colorado Rockies,New York Yankees,625.0,1521.0,25.0,39.0,1225,3721,0,0,0,0,35,61,161,162,Boone Logan,9,4,3,2,1,40,215,215,3,50,RP,RP,0.4099378881987577,0.5246913580246914,0,0,0,0,UFA,1024,2500,32,50,4750000,3150000,4750000,3150000,4750000,3150000,0.0,70.39210000000001,0.0,8.39,16500000,31250000,64000000,5500000,66,85,0.9801,0.36,-0.99,0.6,2.8223999999999996,1.3923999999999999,1.68,1.18,0,27,121,169,11,13,4,25,2,5,15.373655176010823,15.373655176010823,15.373655176010823
ARI,ARI,6.4,6.4,2014,4,3,2,3600,3721,60,61,8,7,841,400,676,324,26,18,29,20,5.0625,4.0,2.25,2.0,0.001584119204970174,0.001121281411517228,0.03980099502487562,0.0334855403348554,0.008019603475161506,0.004485125646068912,0.08955223880597014,0.0669710806697108,12.180100000000001,4.928400000000001,3.49,2.22,34,33,ARI,Arizona Diamondbacks,Arizona Diamondbacks,4489.0,5329.0,67.0,73.0,4624,6084,0,0,0,0,68,78,161,162,Brad Ziegler,9,1,3,1,1,1,220,220,5,5,RP,RP,0.3975155279503105,0.5,1,169,1,13,UFA,2916,1936,54,44,4500000,3150000,4500000,3150000,4500000,3150000,299.29,6214.1689,17.3,78.83,10500000,42450000,54650000,5250000,64,81,0.0625,2.7889,0.25,1.67,1.5625,1.2995999999999999,1.25,1.14,1,1,576,484,24,22,25,64,5,8,15.319587954740548,15.319587954740548,15.319587954740548
NYY,ARI,6.7,6.7,2013,4,3,2,49284,25921,222,161,9,7,10000,5041,8100,4624,90,68,100,71,28.122130394857663,13.097505668934241,5.303030303030303,3.619047619047619,0.00033611111111111114,0.0002987349489407102,0.018333333333333333,0.01728395061728395,0.00945216049382716,0.003912682687259734,0.09722222222222222,0.06255144032921811,16.4025,20.5209,4.05,4.53,30,29,OAK,New York Yankees,Arizona Diamondbacks,40000.0,18225.0,200.0,135.0,1024,484,1024,484,32,22,32,22,162,162,Brandon McCarthy,225,121,15,11,40,1,225,225,50,5,SP,SP,0.5185185185185185,0.5,0,0,0,0,UFA,30625,5776,175,76,9000000,4000000,4180327,5250000,10250000,5250000,631.0144,1177.8624,25.12,34.32,15500000,311500000,54650000,7750000,84,81,0.4760999999999999,0.0484,-0.69,-0.22,1.6129,1.8225000000000002,1.27,1.35,27,1,1089,441,33,21,100,25,10,5,16.012735135300492,15.24590003110623,16.14278826354869
LAD,LAD,0.0,0.0,2014,4,3,2,2401,64,49,8,11,7,676,1,625,1,25,1,26,1,3.4673008323424495,10.5625,1.8620689655172413,3.25,0.004450581060136875,0.0010524314784886293,0.06671267540832758,0.032441200324412,0.01543150341422013,0.01111630749153615,0.12422360248447205,0.10543390105433902,21.715600000000002,0.43560000000000004,4.66,0.66,32,31,LAD,Los Angeles Dodgers,Los Angeles Dodgers,2332.89,187.68999999999997,48.3,13.7,3721,324,0,0,0,0,61,18,161,162,Brian Wilson,16,1,4,1,25,25,0,0,28,27,RP,RP,0.577639751552795,0.5679012345679012,1,0,1,0,UFA,2916,169,54,13,10000000,1000000,10000000,1000000,10000000,1000000,0.0081,0.0,0.09,0.0,19000000,61150000,150850000,9500000,93,92,0.27040000000000003,0.4096,-0.52,0.64,2.5921000000000003,0.7744,1.61,0.88,6,6,841,16,29,4,4,4,2,2,16.11809565095832,16.11809565095832,16.11809565095832
ARI,CIN,6.4,6.4,2014,4,3,2,8464,39601,92,199,8,12,1600,7744,1521,7225,39,85,40,88,6.119113573407203,13.301038062283736,2.473684210526316,3.6470588235294117,0.0006025946624468348,0.00034975994849209893,0.02454780361757106,0.0187018701870187,0.0036873451782411582,0.0046521703875558075,0.060723514211886306,0.06820682068206821,16.6464,14.3641,4.08,3.79,37,36,CIN,Arizona Diamondbacks,Cincinnati Reds,7396.0,40804.0,86.0,202.0,225,1024,196,1024,14,32,15,32,161,162,Bronson Arroyo,16,144,4,12,1,10,185,185,5,15,SP,SP,0.3975155279503105,0.5555555555555556,0,0,0,0,UFA,2209,15376,47,124,9500000,6500000,9500000,6500000,9500000,6500000,0.0,1258.8303999999998,0.0,35.48,23500000,42450000,41800000,11750000,64,90,0.30250000000000005,5.6169,0.55,2.37,1.6641000000000001,1.3224999999999998,1.29,1.15,1,5,361,1156,19,34,49,196,7,14,16.06680235657077,16.06680235657077,16.06680235657077
LAA,LAA,6.1,6.1,2012,4,3,5,28561,40000,169,200,8,8,9025,8649,7744,6400,88,80,95,93,3.1558477508650515,4.891903114186852,1.776470588235294,2.211764705882353,0.002889410918459588,0.0019790321258654348,0.05375324100423702,0.044486313916365726,0.009118540948345615,0.009681233419596948,0.09549105166635047,0.09839325901502068,20.3401,11.4921,4.51,3.39,33,32,TEX,Los Angeles Angels,Los Angeles Angels,30870.489999999994,45071.29000000001,175.7,212.3,1024,1089,961,1089,31,33,32,33,161,162,C.J. Wilson,100,49,10,7,1,1,210,210,10,10,SP,SP,0.6086956521739131,0.4814814814814814,0,0,0,0,UFA,22801,35344,151,188,16000000,11000000,16500000,11500000,16500000,11500000,25.200399999999995,2417.6889,5.02,49.17,77500000,22100000,153500000,15500000,98,78,0.0529,11.7649,-0.23,3.43,2.1025,1.7956000000000003,1.45,1.34,1,1,7225,7225,85,85,169,289,13,17,16.588099280204055,16.61887093887081,16.61887093887081
CHC,CHC,6.2,6.2,2013,4,3,2,7921,13689,89,117,13,10,1764,3364,1600,3364,40,58,42,58,14.360110803324098,6.630625000000001,3.789473684210526,2.575,0.0007382103764200145,0.001192553496216911,0.02717002717002717,0.0345333678667012,0.010600782801555,0.007907375025853255,0.10296010296010295,0.08892342225675559,21.5296,16.483599999999996,4.64,4.06,30,29,TOR,Chicago Cubs,Chicago Cubs,6037.290000000001,16563.69,77.7,128.7,1764,2209,25,225,5,15,42,47,162,162,Carlos Villanueva,49,64,7,8,17,17,215,215,16,16,RP,RP,0.4506172839506173,0.4074074074074074,4,0,2,0,UFA,5184,10609,72,103,5000000,5000000,5000000,5000000,5000000,5000000,0.0,0.0,0.0,0.0,10000000,9650000,73850000,5000000,73,66,0.0009,2.0736,-0.03,1.44,1.9320999999999997,1.4884,1.39,1.22,2,2,361,1600,19,40,25,49,5,7,15.424948470398375,15.424948470398375,15.424948470398375
HOU,MIA,6.4,6.4,2014,4,3,2,2916,3249,54,57,8,12,484,324,361,324,19,18,22,18,73.96,6.650969529085873,8.6,2.5789473684210527,0.00011727900144342304,0.0011594147043331921,0.010829542993285684,0.034050179211469536,0.008673954946755569,0.007711231870094166,0.09313406974225688,0.08781362007168458,11.0889,6.812099999999999,3.33,2.61,35,34,MIA,Houston Astros,Miami Marlins,2631.6899999999996,3844.0,51.3,62.0,3364,4356,0,0,0,0,58,66,162,162,Chad Qualls,25,4,5,2,1,2,245,245,9,2,RP,RP,0.4320987654320987,0.382716049382716,361,0,19,0,UFA,1849,2401,43,49,2750000,1150000,2750000,1150000,2750000,1150000,3343.1524,5318.784900000001,57.82,72.93,6000000,43800000,7675000,3000000,70,62,0.1936,3.1329000000000002,0.44,1.77,1.3224999999999998,1.5129,1.15,1.23,0,2,25,361,5,19,1,25,1,5,14.827111469642754,14.827111469642754,14.827111469642754
