Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicial,Anio_ref,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Aux_Anio,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad de equipos_t,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos totales_t,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants won_t,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status_agente_libre,Strike-outs_2_t,Strike-outs_t,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_norm_t,Sueldo_ajustado_norm_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_norm_t,Sueldo_base_norm_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_norm_t,Sueldo_regular_norm_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS ganadas_t,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t,id,Y_Sueldo_ajustado_norm_t,Y_Sueldo_regular_norm_t,Y_Sueldo_base_norm_t,Y_TVS_t,Y_ln_Sueldo_ajustado_t,Y_ln_Sueldo_regular_t,X_Bateos_2_t,X_Bateos_2_t_1,X_Bateos_t,X_Bateos_t_1,X_Carreras_2_t,X_Carreras_2_t_1,X_Carreras_ganadas_2_t,X_Carreras_ganadas_2_t_1,X_Carreras_ganadas_t,X_Carreras_ganadas_t_1,X_Carreras_t,X_Carreras_t_1,X_Comando_2_t,X_Comando_2_t_1,X_Comando_t,X_Comando_t_1,X_Control_2_t,X_Control_2_t_1,X_Control_t,X_Control_t_1,X_Dominio_2_t,X_Dominio_2_t_1,X_Dominio_t,X_Dominio_t_1,X_ERA_2_t,X_ERA_2_t_1,X_ERA_t,X_ERA_t_1,X_Inning_pitched_2_t,X_Inning_pitched_2_t_1,X_Inning_pitched_t,X_Inning_pitched_t_1,X_Losses_2_t,X_Losses_2_t_1,X_Losses_t,X_Losses_t_1,X_Saves_2_t,X_Saves_2_t_1,X_Saves_t,X_Saves_t_1,X_Strike_outs_2_t,X_Strike_outs_2_t_1,X_Strike_outs_t,X_Strike_outs_t_1,X_WAR_2_t,X_WAR_2_t_1,X_WAR_t,X_WAR_t_1,X_WHIP_2_t,X_WHIP_2_t_1,X_WHIP_t,X_WHIP_t_1,X_Walks_2_t,X_Walks_2_t_1,X_Walks_t,X_Walks_t_1,X_Wins_2_t,X_Wins_2_t_1,X_Wins_t,X_Wins_t_1,pca1_t_1,pca1_t,pca2_t,pca1_t_1,pca2_t_1,pca1_t_1,pca2_t_1,pca1_t,pca2_t
PHI,PIT,6.5,6.5,2015,0.0,2014,2014,2014,2,5.0,1,5.0,1,42025,27225.0,205,165.0,3750000,0.0,0.0,7,8.0,2.0,2.0,14884,6241.0,11881,4900.0,109,70.0,122,79.0,3.9171006944444446,9.730674983292491,1.9791666666666667,3.1194029850746268,0.2018056967628536,0.1230503549793042,0.4492278895648105,0.3507853403141361,0.7904932349326187,1.1973630108823772,0.8890968647636874,1.094240837696335,21.0681,10.89,4.59,3.3,36,31.0,37,PIT,Philadelphia Phillies,Pittsburgh Pirates,Pennsylvania,137617500,122617500.0,45667.69,36481.0,213.7,191.0,0.0,34,30.0,34,30.0,162.0,162.0,A.J. Burnett,324,121.0,18,11.0,15000000,8000000.0,0.0,7.0,9.0,230.0,230.0,14,15.0,0.2098765432098765,0.1851851851851851,SP,SP,0.4506172839506173,0.5802469135802469,0,0.0,0,0.0,UFA,0.0,0.0,36100.0,43681.0,190.0,209.0,0.432632690481169,0.2755315614675246,11250000,8000000.0,0.2971887550200803,0.5848375451263538,7500000,16500000.0,0.064,0.112,0.4323866697452474,0.561711079943899,11250000,16500000.0,150.7984,1557.8809,12.28,39.47,16000000,11250000,16500000.0,59875000,28875000.0,22500000,82500000.0,16000000,73,94.0,1.9034085123166853,4.0,1.3796407185628747,2.0,1.9881,1.4884,1.41,1.22,0.0,2.0,5.0,9216,4489.0,96,67.0,64,100.0,8,10.0,16.235878686614704,15.83041357850654,16.235878686614704,0,-0.147024143686276,-0.1510053242841696,-0.0171974374851975,4.726755722990118,-0.0349337296321019,-0.0349337296321019,195.46511627906975,132.8048780487805,13.980883959144707,11.52409988019804,160.04301075268816,51.15573770491803,138.15116279069767,44.95412844036697,11.753772279174788,6.704783996548059,12.650810675711188,7.152323937358964,-0.0120156463019768,-1.5694637069826598,-0.1096159035084637,-1.2527823861240468,0.4071726705274046,-0.1964411024133893,0.6381008310035371,0.4432167668459637,0.6771892045922766,-0.7995294943633938,0.8229150652359433,-0.8941641316690094,-2.3408999999999995,-1.6676875957120978,-1.53,1.2913897923214732,223.53250122369064,170.71127749181096,14.951003351738326,13.0656525857613,27.0,6.722222222222222,5.196152422706632,2.5927248643506746,-0.0,-0.0,-0.0,-0.0,172.72727272727272,229.9,13.142574813455418,15.162453627299245,-0.5820821138583135,-1.413427561837456,0.7629430606921551,-1.188876596555528,1.3254,0.9792105263157894,1.1512601791080936,0.9895506688976514,129.80281690140845,46.76041666666666,11.39310391866099,6.8381588652697065,4.571428571428571,10.0,2.138089935299395,3.162277660168379,-163.26584303579884,11.265397514792603,410.6178229210207,-163.26584303579537,-315.8182158506642,-163.26584303579565,-315.81821585066444,11.265397514792419,410.61782292102083
PIT,PHI,6.5,6.5,2016,2015.0,2014,2015,2015,1,2.0,1,1.0,2,30276,42025.0,174,205.0,0,3750000.0,0.0,4,7.0,2.0,2.0,4096,14884.0,3364,11881.0,58,109.0,64,122.0,8.516867971678467,3.9171006944444446,2.9183673469387754,1.9791666666666667,0.0892697798929208,0.2018056967628536,0.298780487804878,0.4492278895648105,0.7602989292088043,0.7904932349326187,0.8719512195121951,0.8890968647636874,10.1124,21.0681,3.18,4.59,37,36.0,38,PHI,Pittsburgh Pirates,Philadelphia Phillies,Pennsylvania,146117500,137617500.0,26896.0,45667.69,164.0,213.7,0.0,26,34.0,26,34.0,161.0,162.0,A.J. Burnett,49,324.0,7,18.0,8500000,15000000.0,0.0,9.0,7.0,230.0,230.0,17,14.0,0.1614906832298136,0.2098765432098765,SP,SP,0.6024844720496895,0.4506172839506173,0,0.0,0,0.0,UFA,0.0,0.0,20449.0,36100.0,143.0,190.0,0.2608390584968649,0.432632690481169,8500000,11250000.0,0.2787341334508919,0.2971887550200803,8500000,7500000.0,0.086,0.064,0.256598807460044,0.4323866697452474,8500000,11250000.0,4590.0625,150.7984,67.75,12.28,8500000,8500000,11250000.0,50000000,59875000.0,8500000,22500000.0,8500000,97,73.0,6.969600000000001,1.9034085123166853,2.64,1.3796407185628747,1.8496000000000004,1.9881,1.36,1.41,0.0,5.0,2.0,2401,9216.0,49,96.0,81,64.0,9,8.0,15.955576721460544,15.955576721460544,15.955576721460544,0,-0.147024143686276,-0.1510053242841696,-0.0171974374851975,4.726755722990118,-0.0349337296321019,-0.0349337296321019,147.68780487804878,207.01970443349757,12.15268714639066,14.388179330043728,33.57377049180328,-155.04166666666666,30.86238532110092,-138.15116279069767,5.555392454282678,11.753772279174788,5.794287746721186,12.451572859147824,-1.8777346709212368,-0.6881393111861862,-1.3703045905641698,-0.8295416271569415,0.1594103212373586,-0.377315499705093,0.3992622211496583,-0.6142601238116414,-0.4958838571617424,-0.5341170506301478,-0.7041902137645357,-0.7308331209175921,-1.5850156739811914,-3.206712328767123,-1.2589740561191844,-1.7907295521007978,125.8586803930744,236.98853139595224,11.218675518664154,15.394431830891072,2.7222222222222223,-23.142857142857142,1.649915822768611,-4.810702354423639,-0.0,-0.0,-0.0,-0.0,107.62631578947368,-176.09756097560975,10.374310376573169,13.270175619621986,4.585263157894738,0.7209880728472292,2.1413227589260657,0.8491101653185111,1.1632704402515726,1.3166225165562913,1.078550156576676,1.1474417268673347,25.010416666666668,-129.80281690140845,5.001041558182322,11.39310391866099,-6.75,-4.923076923076923,2.598076211353316,2.2188007849009166,-164.6041004903224,9.401344455408642,229.53881677254074,-164.60410049032248,-119.87352738013057,-164.60410049032268,-119.87352738013013,9.401344455411314,229.5388167725401
PHI,ATL,6.7,6.7,2016,2015.0,2015,2015,2015,1,1.0,1,1.0,1,35721,46225.0,189,215.0,0,0.0,0.0,8,5.0,2.0,1.0,10000,7744.0,8649,6561.0,93,81.0,100,88.0,4.484429065743945,5.142035310454276,2.117647058823529,2.267605633802817,0.0876132513274198,0.1207758114871908,0.2959953569355774,0.3475281448849731,0.392895410797011,0.6210334873159044,0.6268136970400464,0.7880567792462065,23.6196,12.7449,4.86,3.57,36,35.0,37,ATL,Philadelphia Phillies,Atlanta Braves,Pennsylvania,62650000,57650000.0,29687.290000000005,41738.490000000005,172.3,204.3,0.0,29,33.0,29,33.0,161.0,162.0,Aaron Harang,225,144.0,15,12.0,5000000,1000000.0,0.0,7.0,18.0,260.0,260.0,14,23.0,0.1801242236024844,0.2037037037037037,SP,SP,0.3850931677018633,0.4876543209876543,0,0.0,0,0.0,UFA,0.0,0.0,11664.0,25921.0,108.0,161.0,0.1533646163798051,0.0383604923409644,5000000,1000000.0,0.1613187598266184,0.036144578313253,5000000,1000000.0,0.035,0.009,0.148507830311125,0.0379435080427922,5000000,1000000.0,551.3104000000001,4716.942400000001,23.48,68.68,5000000,5000000,1000000.0,13800000,47350000.0,5000000,1000000.0,5000000,62,79.0,0.1680999999999999,4.9729,0.41,2.23,1.9321,1.96,1.39,1.4,0.0,2.0,3.0,2601,5041.0,51,71.0,36,144.0,6,12.0,15.424948470398377,15.424948470398377,15.424948470398377,1,0.0,0.0,0.0,0.0,0.0,0.0,166.14418604651163,225.4878048780488,12.889693015991948,15.016251359045931,107.52688172043013,63.47540983606557,100.56976744186046,60.19266055045872,10.028447907919771,7.758392910291326,10.369516947304252,7.967145651741631,-0.0137559173795826,-0.8293605339442379,-0.1172856230728329,-0.910692337699312,-0.1767726188547354,-0.1928099561956225,0.4204433598651968,-0.4391013051627409,-0.3365804019161061,-0.41469010282062,-0.5801554980486751,-0.6439643645580242,-2.6244,-1.9517457886676877,-1.62,1.3970489571477755,145.31223690651004,195.313476836687,12.054552538626645,13.975459807701748,18.75,8.0,4.330127018922194,2.8284271247461903,-0.0,-0.0,-0.0,-0.0,55.80861244019139,-136.42631578947368,7.470516209753606,11.680167626771189,-0.0514067278287461,-1.757208480565371,0.2267305180798257,-1.3255974051594137,1.2880666666666665,1.289473684210526,1.1349302474895393,1.1355499479153377,36.63380281690141,-52.51041666666666,6.052586456788652,7.246407155733569,2.571428571428572,-14.4,1.6035674514745464,3.794733192202055,-164.346553526364,11.277036209463851,267.87714747076546,-164.34655352636418,-221.97301152322245,-164.34655352636426,-221.9730115232222,11.277036209467001,267.8771474707656
NYY,COL,6.5,6.5,2022,2019.0,2019,2019,2019,3,3.0,0,2.0,1,2209,1681.0,47,41.0,1000000,0.0,0.0,5,5.0,2.0,1.0,289,625.0,196,441.0,14,21.0,17,25.0,4.840000000000001,9.679012345679013,2.2,3.111111111111111,0.3639929112380537,0.2146658517314887,0.603318250377074,0.4633204633204633,1.7617256903921794,2.07775342910478,1.3273001508295623,1.4414414414414414,3.61,5.9049000000000005,1.9,2.43,33,30.0,33,COL,New York Yankees,Colorado Rockies,New York,22310996,14310996.0,4395.69,6037.290000000001,66.3,77.7,0.0,0,0.0,73,75.0,162.0,163.0,Adam Ottavino,25,16.0,5,4.0,8000000,7000000.0,0.0,40.0,1.0,246.0,246.0,55,5.0,0.4506172839506173,0.4601226993865031,RP,RP,0.6358024691358025,0.558282208588957,4,36.0,2,6.0,UFA,0.0,0.0,7744.0,12544.0,88.0,112.0,0.2397224530910933,0.1967871517556169,9000000,7000000.0,0.216141675134272,0.1975423826015205,8000000,7000000.0,0.04,0.049,0.2177762458799803,0.1844525898059214,9000000,7000000.0,3210.3555999999994,8317.44,56.66,91.2,27000000,9000000,3466667.0,124555000,122500000.0,27000000,10400000.0,9000000,103,91.0,5.1529,5.9536,2.27,2.44,1.7161000000000002,0.9801,1.31,0.99,0.0,27.0,0.0,1600,1296.0,40,36.0,36,36.0,6,6.0,16.012735135300492,15.89495209964411,16.012735135300492,2,-0.1499314849350701,-0.1490803158572507,-0.1866942509677842,0.862591143456183,-0.0741307581045056,-0.0741307581045056,-10.77560975609756,-8.801047120418849,-3.2826223901170173,-2.966655881698929,-3.36046511627907,-6.868131868131868,-2.419753086419753,-5.011363636363637,-1.5555555555555556,-2.238607521733909,-1.833157144458453,-2.620712091804796,-0.7126380368098161,-1.750459679537694,-0.8441789127962247,-1.3230493866585986,-0.3639929112380537,0.3558086492449425,-0.603318250377074,0.5964969817567751,1.065587480693522,1.2819738657576494,1.0322729681114011,1.1322428475188746,-0.8298850574712644,-0.7408908406524468,0.91098027282223,-0.8607501615756147,-20.007692307692302,-29.991505216095383,-4.472995898465849,-5.476450056021271,-1.9230769230769231,-1.2307692307692308,-1.386750490563073,-1.1094003924504583,-0.1111111111111111,-1.0,-0.3333333333333333,-1.0,-23.754601226993863,-77.91304347826087,-4.87386922547106,-8.826836549877926,-0.776039156626506,-1.4884,-0.8809308466766878,1.22,-1.2346043165467628,-0.5385164835164835,-1.111127497880762,-0.7338368234944901,-20.512820512820515,-17.05263157894737,-4.529108136578382,-4.129483209670111,-1.8,-3.0,-1.3416407864998738,-1.7320508075688774,-163.42289527520174,10.584357013011077,-27.91796934615114,-163.42289527520168,54.021774055511344,-163.4228952752016,54.021774055511365,10.584357013010749,-27.917969346151104
NYM,BOS,6.5,6.5,2023,2022.0,2019,2020,2022,1,3.0,0,2.0,2,2304,3025.0,48,55.0,0,75044.0,0.0,6,6.0,2.0,1.0,225,961.0,225,841.0,15,29.0,15,31.0,24.37890625,4.115102040816326,4.9375,2.0285714285714285,0.0593074465595889,0.3186784599375651,0.243531202435312,0.5645161290322581,1.4458506796031037,1.311394380853278,1.2024353120243532,1.1451612903225807,4.2436,17.7241,2.06,4.21,36,33.0,36,BOS,New York Mets,Boston Red Sox,New York,42273958,34273958.0,4316.490000000001,3844.0,65.7,62.0,0.0,0,0.0,67,69.0,162.0,162.0,Adam Ottavino,9,9.0,3,3.0,5000000,7225044.0,0.0,5.0,14.0,246.0,246.0,10,25.0,0.4135802469135802,0.4259259259259259,RP,RP,0.6234567901234568,0.5679012345679012,9,121.0,3,11.0,UFA,0.0,0.0,6241.0,5041.0,79.0,71.0,0.1153846162721893,0.1943958009471228,5000000,7225044.0,0.0774042226536686,0.1857068262323769,4000000,7150000.0,0.019,0.039,0.1008600477002349,0.181837185298668,5000000,7225044.0,4954.7521,137.82760000000002,70.39,11.74,4000000,4000000,9000000.0,259270000,31850000.0,4000000,27000000.0,4000000,101,92.0,4.5796,0.6561000000000001,2.14,0.81,0.9604,2.1025,0.98,1.45,0.0,2.0,9.0,256,1225.0,16,35.0,25,49.0,5,7.0,15.424948470398377,15.201804919084164,15.424948470398377,2,-0.1499314849350701,-0.1490803158572507,-0.1866942509677842,0.862591143456183,-0.0741307581045056,-0.0741307581045056,-11.636363636363637,-22.08029197080292,-3.411211461689767,-4.698967117442185,-1.973684210526316,-11.44047619047619,-2.102803738317757,-10.645569620253164,-1.4501047335684951,-3.2627549126854696,-1.404878717372541,-3.382377298657882,-0.0747819210122699,-0.5708812079745192,-0.2734628329632199,0.7555668123829417,0.0983065856608943,-0.2799817898022893,0.3135388104539761,-0.5291330549136856,-0.5060477378610863,0.9312800675624728,-0.7113703239952355,0.9650285319939887,-0.6866666666666666,-2.298845654993515,0.8286535263104037,-1.5161944647681296,-24.020534223706186,-24.17610062893082,-4.901074802908662,-4.916919831452494,-0.75,-0.8181818181818182,-0.8660254037844387,-0.9045340337332908,-0.5,-9.307692307692308,0.7071067811865476,-3.05085107923876,-26.444915254237287,-29.13872832369942,-5.142461983742543,-5.398030041014909,-1.1115533980582524,-0.1249714285714286,-1.0543023276357937,-0.3535129821823077,0.5928395061728394,-1.020631067961165,0.7699607172920184,-1.0102628707228456,-4.413793103448276,-22.272727272727277,2.1009029257555607,-4.719399037242694,-1.3888888888888888,-4.454545454545454,-1.1785113019775793,-2.1105794120443453,-164.57585824825708,11.22669414652954,-29.574139550007125,-164.57585824825702,39.54191604207419,-164.57585824825702,39.541916042074185,11.226694146529214,-29.574139550007054
STL,STL,6.7,6.7,2021,2020.0,2020,2020,2020,1,1.0,0,0.0,1,2916,32761.0,54,181.0,0,0.0,0.0,2,1.0,2.0,2.0,625,6889.0,529,6400.0,23,80.0,25,83.0,12.96,5.715087890625,3.6,2.390625,0.0521256854527637,0.1389374608432785,0.228310502283105,0.3727431566686081,0.6755488834678175,0.794039800019606,0.821917808219178,0.8910891089108911,9.9225,17.556100000000004,3.15,4.19,38,37.0,38,STL,St. Louis Cardinals,St. Louis Cardinals,Missouri,148996592,146033629.0,4316.490000000001,29480.89,65.7,171.7,0.0,10,32.0,10,32.0,58.0,162.0,Adam Wainwright,9,100.0,3,10.0,2962963,10000000.0,0.0,23.0,23.0,230.0,230.0,30,29.0,0.1724137931034483,0.1975308641975308,SP,SP,0.5172413793103449,0.5617283950617284,0,0.0,0,0.0,UFA,0.0,0.0,2916.0,23409.0,54.0,153.0,0.1096366488207806,0.2663936531505382,2962963,10000000.0,0.138441596484397,0.0419509362752213,5000000,2000000.0,0.041,0.058,0.1693218229130623,0.2435638416028909,6111111,10000000.0,7347.9184,4515.84,85.72,67.2,5000000,5000000,2000000.0,7000000,25000000.0,5000000,2000000.0,5000000,30,91.0,0.25,2.7889,0.5,1.67,1.1025,2.0449,1.05,1.43,0.0,11.0,11.0,225,4096.0,15,64.0,25,196.0,5,14.0,14.901700339133829,15.424948470398377,15.625619147678709,3,0.1328325483113824,0.0390823804826362,0.0858506804767015,0.3143687557372896,0.1265753334897024,0.0339219974474778,16.11049723756906,-161.38423645320196,4.013788389734699,-12.703709554819095,7.530120481927711,-68.20792079207921,6.6125,-65.3061224489796,2.571478174124758,-8.081220356417687,2.7441064997422586,-8.258808678742911,-2.3040000000000003,-0.75640869140625,-1.5178932768808222,-0.8697175929037253,0.1120702237234419,-0.2940842921182728,0.3347689109272872,-0.5422953919389992,-0.5509476449615313,-0.6838223352407652,-0.7422584758435105,-0.8269355085136719,-1.9229651162790693,-2.4692123769338963,1.3867101774628576,-1.571372768293347,22.48171875,-142.9030053320407,4.741489085719802,-11.954204504359154,0.9,-8.333333333333334,0.9486832980505138,-2.886751345948129,-0.0,-0.0,-0.0,-0.0,19.058823529411764,-134.5344827586207,4.365641250653994,-11.598900066757222,0.1096491228070175,-0.7725484764542936,0.3311330892662609,-0.8789473684210526,0.765625,-1.2942405063291136,0.8750000000000001,-1.137646916371294,3.515625,-74.47272727272727,1.875,-8.6297582395295,1.7857142857142858,-11.529411764705882,1.336306209562122,-3.395498750508662,-164.534602975371,8.982729567834223,39.329553555823416,-164.53460297537106,267.6885327940571,-164.53460297537092,267.6885327940572,8.98272956783471,39.32955355582332
STL,STL,6.7,6.7,0,2021.0,2020,2021,2021,1,1.0,0,0.0,2,28224,2916.0,168,54.0,0,0.0,0.0,2,2.0,2.0,2.0,5184,625.0,4900,529.0,70,23.0,72,25.0,12.1104,12.96,3.48,3.6,0.0587410293637007,0.0521256854527637,0.2423654871546291,0.228310502283105,0.7113773620061611,0.6755488834678175,0.8434318952981095,0.821917808219178,9.302499999999998,9.9225,3.05,3.15,39,38.0,39,STL,St. Louis Cardinals,St. Louis Cardinals,Missouri,156996592,148996592.0,42559.69,4316.490000000001,206.3,65.7,0.0,32,10.0,34,10.0,161.0,58.0,Adam Wainwright,49,9.0,7,3.0,8000000,2962963.0,0.0,23.0,23.0,230.0,230.0,31,30.0,0.2111801242236025,0.1724137931034483,SP,SP,0.5527950310559007,0.5172413793103449,0,0.0,0,0.0,UFA,0.0,0.0,30276.0,2916.0,174.0,54.0,0.2152466348408373,0.1096366488207806,8000000,2962963.0,0.209698132911839,0.138441596484397,8000000,5000000.0,0.053,0.041,0.2030130641823773,0.1693218229130623,8000000,6111111.0,8397.8896,7347.9184,91.64,85.72,8000000,8000000,5000000.0,17000000,7000000.0,8000000,5000000.0,8000000,89,30.0,13.0321,0.25,3.61,0.5,1.1236000000000002,1.1025,1.06,1.05,0.0,11.0,11.0,2500,225.0,50,15.0,289,25.0,17,5.0,15.89495209964411,15.89495209964411,15.89495209964411,3,0.1328325483113824,0.0390823804826362,0.0858506804767015,0.3143687557372896,0.1265753334897024,0.0339219974474778,-155.93370165745856,14.364532019704434,-12.487341656952395,3.790056994255421,-62.45783132530121,6.188118811881188,-61.25,5.3979591836734695,-7.826237921249263,2.3233508524700848,-7.903026719257705,2.487592975524973,-2.15296,-1.715294117647059,-1.467296834318128,-1.3096923751961982,-0.1262932131319565,-0.1103327008750164,-0.3553775641932908,-0.3321636657959694,-0.5801677596805803,-0.5817786653148219,-0.7616874422494966,-0.7627441676701449,-1.8028100775193796,-1.3955696202531644,-1.3426876321465764,-1.1813422959723252,-221.6650520833333,20.923364032961707,-14.888420066727477,4.574206382856124,-4.9,-0.75,-2.213594362117865,0.8660254037844387,-0.0,-0.0,-0.0,-0.0,-197.8823529411765,16.75862068965517,-14.067066252107312,4.093729435326078,-5.715833333333333,0.0692520775623268,-2.390780904502404,0.2631578947368421,-0.780277777777778,-0.6977848101265822,-0.8833333333333334,-0.8353351483845165,-39.0625,4.090909090909091,-6.25,2.0225995873897262,-20.642857142857142,1.4705882352941178,-4.543441112511214,1.212678125181665,-163.35755264146016,9.157636693635059,-335.7258345888544,-163.35755264146016,-40.17667527379718,-163.35755264146016,-40.17667527379718,9.15763669363096,-335.72583458885396
SD,SEA,6.1,6.1,2021,2019.0,2019,2019,2019,1,1.0,0,0.0,1,784,2304.0,28,48.0,0,0.0,0.0,4,3.0,5.0,1.0,324,324.0,289,324.0,17,18.0,18,18.0,4.340277777777779,6.760000000000001,2.083333333333333,2.6,0.1748230523619323,0.1496507525562219,0.4181184668989547,0.3868471953578336,0.7587806092097756,1.0116390872800602,0.8710801393728224,1.0058027079303675,28.5156,9.8596,5.34,3.14,31,30.0,31,SEA,San Diego Padres,Seattle Mariners,California,12059802,9559802.0,823.6899999999999,2672.8900000000003,28.7,51.7,0.0,0,0.0,25,47.0,162.0,162.0,Adam Warren,1,4.0,1,2.0,2000000,1105026.0,0.0,2.0,0.0,224.0,224.0,5,4.0,0.1543209876543209,0.2901234567901234,RP,RP,0.4320987654320987,0.5493827160493827,0,0.0,0,0.0,UFA,0.0,0.0,625.0,2704.0,25.0,52.0,0.05302405267498,0.0310649884508431,2000000,1105026.0,0.0419509362752213,0.084892618025772,2000000,3315000.0,0.019,0.007,0.0372630758196058,0.0792673604724355,2000000,3315000.0,0.0,0.0,0.0,0.0,2500000,2500000,3315000.0,326000000,17750000.0,2500000,3315000.0,2500000,70,89.0,1.3834999818255351,0.3480999999999999,1.1762227602905562,0.59,1.9321,1.7424000000000002,1.39,1.32,0.0,0.0,0.0,144,400.0,12,20.0,16,9.0,4,3.0,14.50865773852422,14.50865773852422,14.50865773852422,4,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,-9.6,-1.8708286933869709,-3.0983866769659336,-3.4105263157894736,-2.8421052631578947,-3.567901234567901,-3.085714285714286,-1.8888888888888888,-1.7566201313073595,-1.8467610337532776,-1.6858544608470492,-0.8918378995433792,-1.305909090909091,-0.944371695649218,-1.1427637948889924,-0.3234226468695747,-0.2169935912065217,0.5687025996683809,-0.4658257090441893,-0.5058537394731838,-0.6523327907633492,-0.7112339555119566,-0.807671214519466,-5.0292063492063495,-1.18647412755716,-2.242589206521415,1.0892539316234575,-3.628590308370044,-13.212506178942164,-1.9048859042919195,-3.634901123681656,-0.0909090909090909,-0.2666666666666666,-0.3015113445777636,-0.5163977794943222,-0.0,-0.0,-0.0,-0.0,-3.4722222222222223,-12.51851851851852,-1.8633899812498247,-3.5381518506868126,-0.374932244397164,-0.1318560606060606,-0.6123171109785877,-0.3631198983890315,-0.96605,-0.941837837837838,-0.982878425849301,0.9704833011638264,-2.618181818181818,-4.938271604938271,-1.618079669911781,-2.2222222222222223,-1.1428571428571428,-0.6,-1.0690449676496976,-0.7745966692414834,-163.80496364478256,10.40300523333262,-3.6898088752753244,-163.8049636447825,13.014098735878651,-163.80496364478248,13.014098735878642,10.403005233332506,-3.6898088752753693
