Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,At-bats_2_t_cum,At-bats_t_cum,At_bats_2_t_cum,At_bats_2_t_1,At_bats_t_cum,At_bats_t_1,Bateos_2_t_cum,Bateos_2_t_1,Bateos_promedio_2_t_cum,Bateos_promedio_2_t_1,Bateos_promedio_t_cum,Bateos_promedio_t_1,Bateos_t_cum,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad de equipos_t,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t_cum,Dobles_2_t_1,Dobles_t_cum,Dobles_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home-runs_2_t,Home-runs_t_cum,Home_runs_2_t_cum,Home_runs_2_t_1,Home_runs_t_cum,Home_runs_t_1,Juegos totales_t_cum,Juegos_iniciados_2_t_cum,Juegos_iniciados_2_t_1,Juegos_iniciados_t_cum,Juegos_iniciados_t_1,Juegos_t_cum,Juegos_t_1,Juegos_totales_t_cum,Juegos_totales_t_1,Jugador,Pago_efectivo_t,Pago_efectivo_t_1,Pennants won_t,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_On-base-plus-slugging_2_t_cum,Porcentaje_On-base-plus-slugging_t_cum,Porcentaje_On_base_plus_slugging_2_t_cum,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t_cum,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t_cum,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t_cum,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t_cum,Porcentaje_juegos_t_1,Porcentaje_on-base_2_t_cum,Porcentaje_on-base_t_cum,Porcentaje_on_base_2_t_cum,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t_cum,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t_cum,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t_cum,Porcentaje_slugging_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Runs-batted-in_2_t_cum,Runs-batted-in_t_cum,Runs_batted_in_2_t_cum,Runs_batted_in_2_t_1,Runs_batted_in_t_cum,Runs_batted_in_t_1,Status_agente_libre,Sueldo_ajustado_norm_t,Sueldo_ajustado_norm_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_norm_t,Sueldo_base_norm_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_norm_t,Sueldo_regular_norm_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Triples_2_t_cum,Triples_2_t_1,Triples_t_cum,Triples_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t_cum,WAR_2_t_1,WAR_t_cum,WAR_t_1,WS ganadas_t,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t,id,Y_Sueldo_ajustado_norm_t,Y_Sueldo_regular_norm_t,Y_Sueldo_base_norm_t,Y_TVS_t,Y_ln_Sueldo_ajustado_t,Y_ln_Sueldo_regular_t,X_At_bats_2_t_1_cum,X_At_bats_t_1_cum,X_Bateos_2_t_1_cum,X_Bateos_promedio_2_t_1_cum,X_Bateos_promedio_t_1_cum,X_Bateos_t_1_cum,X_Dobles_2_t_1_cum,X_Dobles_t_1_cum,X_Home_runs_2_t_1_cum,X_Home_runs_t_1_cum,X_Juegos_iniciados_2_t_1_cum,X_Juegos_iniciados_t_1_cum,X_Porcentaje_On_base_plus_slugging_2_t_1_cum,X_Porcentaje_On_base_plus_slugging_t_1_cum,X_Porcentaje_on_base_2_t_1_cum,X_Porcentaje_on_base_t_1_cum,X_Porcentaje_slugging_2_t_1_cum,X_Porcentaje_slugging_t_1_cum,X_Runs_batted_in_2_t_1_cum,X_Runs_batted_in_t_1_cum,X_Triples_2_t_1_cum,X_Triples_t_1_cum,X_WAR_2_t_1_cum,X_WAR_t_1_cum,At-bats_2_t_ya,At-bats_t_ya,At_bats_2_t_ya,At_bats_t_ya,Bateos_2_t_ya,Bateos_promedio_2_t_ya,Bateos_promedio_t_ya,Bateos_t_ya,Dobles_2_t_ya,Dobles_t_ya,Home-runs_t_ya,Home_runs_2_t_ya,Home_runs_t_ya,Juegos totales_t_ya,Juegos_iniciados_2_t_ya,Juegos_iniciados_t_ya,Juegos_t_ya,Juegos_totales_t_ya,Porcentaje_On-base-plus-slugging_2_t_ya,Porcentaje_On-base-plus-slugging_t_ya,Porcentaje_On_base_plus_slugging_2_t_ya,Porcentaje_On_base_plus_slugging_t_ya,Porcentaje_juegos_iniciados_2_t_ya,Porcentaje_juegos_iniciados_t_ya,Porcentaje_juegos_t_ya,Porcentaje_on-base_2_t_ya,Porcentaje_on-base_t_ya,Porcentaje_on_base_2_t_ya,Porcentaje_on_base_t_ya,Porcentaje_slugging_2_t_ya,Porcentaje_slugging_t_ya,Runs-batted-in_2_t_ya,Runs-batted-in_t_ya,Runs_batted_in_2_t_ya,Runs_batted_in_t_ya,Triples_2_t_ya,Triples_t_ya,WAR_2_t_ya,WAR_t_ya,X_At_bats_2_t_1_ya,X_At_bats_t_1_ya,X_Bateos_2_t_1_ya,X_Bateos_promedio_2_t_1_ya,X_Bateos_promedio_t_1_ya,X_Bateos_t_1_ya,X_Dobles_2_t_1_ya,X_Dobles_t_1_ya,X_Home_runs_2_t_1_ya,X_Home_runs_t_1_ya,X_Juegos_iniciados_2_t_1_ya,X_Juegos_iniciados_t_1_ya,X_Porcentaje_On_base_plus_slugging_2_t_1_ya,X_Porcentaje_On_base_plus_slugging_t_1_ya,X_Porcentaje_on_base_2_t_1_ya,X_Porcentaje_on_base_t_1_ya,X_Porcentaje_slugging_2_t_1_ya,X_Porcentaje_slugging_t_1_ya,X_Runs_batted_in_2_t_1_ya,X_Runs_batted_in_t_1_ya,X_Triples_2_t_1_ya,X_Triples_t_1_ya,X_WAR_2_t_1_ya,X_WAR_t_1_ya,pca1_t_1,pca2_t_1,pca1_t,pca2_t
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.0355870234211,132.33915186529876,129684.12366346303,31833.923420547653
ARI,SEA,5.719234543670264,5.721339712918669,2018.0,2017.0,2017.0,1.0,1.0,1.0,1.0,0.0,0.0,73984.0,87025.0,272.0,295.0,4761.0,3844.0,0.064516,0.0440999999999999,0.254,0.21,69.0,62.0,0.0,0.0,0.0,5.0,8.0,1.0,1.0,361.0,196.0,19.0,14.0,33.0,32.0,34.0,SEA,Arizona Diamondbacks,Seattle Mariners,Arizona,31524000.0,30024000.0,0.0,0.0,289.0,49.0,17.0,7.0,0.0,4900.0,7569.0,70.0,87.0,89.0,94.0,162.0,161.0,Chris Iannetta,1500000.0,4550000.0,0.0,1.0,0.0,230.0,230.0,6.0,4.0,0.0,0.0,0.748225,0.398161,0.865,0.631,0.1866239999999999,0.288369,0.432,0.537,0.549,0.58,0.0,0.0,0.1253159999999999,0.091809,0.354,0.303,0.261121,0.108241,0.511,0.329,C,C,0.5740740740740741,0.5341614906832298,0.0,0.0,1849.0,576.0,43.0,24.0,UFA,0.0419324944178105,0.1315419127530417,1500000.0,4550000.0,0.0439045118601368,0.118837818528221,1500000.0,4250000.0,0.015,0.031,0.0407259117142193,0.1186739239232774,1500000.0,4550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,4250000.0,9750000.0,35100000.0,1500000.0,4250000.0,1500000.0,93.0,86.0,3.2761,0.04,1.81,0.2,0.0,1.0,0.0,14.22097566607244,14.22097566607244,14.22097566607244,67.0,0.1133527991794745,0.0938324273001975,0.0888273949183333,4.84045452411238,0.1143434243938323,0.1143434243938323,-150.04310344827587,12.249208278426645,-23.58282208588957,0.1569395017793594,0.3961559058998861,-4.856214789925335,-5.6,-2.3664319132398464,-3.0625,-1.75,-52.5625,7.25,0.471196449704142,0.6864375060441715,0.2638189655172414,0.5136331039927639,-0.2182278225806451,0.4671486086682108,-9.142857142857142,-3.0237157840738176,-0.0,-0.0,-0.0045045045045045,-0.0671156055214024,0.0,0.0,87025.0,295.0,3844.0,0.0440999999999999,0.21,62.0,196.0,14.0,0.0,49.0,7.0,0.0,7569.0,87.0,94.0,161.0,0.0,0.0,0.398161,0.631,0.288369,0.537,0.58,0.0,0.0,0.091809,0.303,0.108241,0.329,0.0,0.0,576.0,24.0,0.0,0.0,0.04,0.2,-120.6916802610114,-10.985976527419464,-14.23157894736842,-0.1161815286624203,0.3408541163935392,-3.772476500572061,-2.4390243902439024,-1.5617376188860608,-2.5,-1.5811388300841895,-41.00625,-6.403612261840967,-0.4139887063655031,0.6434195414855716,0.2303107049608355,0.4799069753200463,-0.1842645161290322,0.4292604292606439,-10.703703703703704,-3.2716515254078797,-0.0,-0.0,-0.0803770739064856,-0.2835085076439253,99.00130872905564,-334.68286990468886,31667.594571143705,139111.6127945179
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.7376821124974,-247.84977872623526,54640.30107141562,113966.3378445259
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-493.12671520232044,-26.01486154983375,361579.7749193722,-46016.03617105425
COL,ARI,5.858590733590735,5.719234543670264,2021.0,2018.0,2018.0,2.0,1.0,1.0,1.0,0.0,0.0,89401.0,73984.0,299.0,272.0,4489.0,4761.0,0.050176,0.064516,0.224,0.254,67.0,69.0,150000.0,0.0,0.0,5.0,5.0,1.0,1.0,169.0,361.0,13.0,19.0,34.0,33.0,35.0,ARI,Colorado Rockies,Arizona Diamondbacks,Colorado,35274000.0,31524000.0,0.0,0.0,121.0,289.0,11.0,17.0,0.0,7056.0,4900.0,84.0,70.0,110.0,89.0,163.0,162.0,Chris Iannetta,3750000.0,1500000.0,0.0,1.0,1.0,230.0,230.0,5.0,6.0,0.0,0.0,0.5328999999999999,0.748225,0.73,0.865,0.265225,0.1866239999999999,0.515,0.432,0.675,0.549,0.0,0.0,0.1190249999999999,0.1253159999999999,0.345,0.354,0.148225,0.261121,0.385,0.511,C,C,0.558282208588957,0.5740740740740741,0.0,0.0,1296.0,1849.0,36.0,43.0,UFA,0.1012048209028887,0.0419324944178105,3600000.0,1500000.0,0.0890195429152499,0.0439045118601368,3450000.0,1500000.0,0.025,0.015,0.0874024460518231,0.0407259117142193,3600000.0,1500000.0,548.9649,0.0,23.43,0.0,1.0,0.0,1.0,0.0,8500000.0,4250000.0,1500000.0,122500000.0,9750000.0,8500000.0,1500000.0,4250000.0,91.0,93.0,2.770003521471547,3.2761,1.6643327556325829,1.81,0.0,0.0,1.0,15.096444403426338,15.053884789007542,15.096444403426338,67.0,0.1133527991794745,0.0938324273001975,0.0888273949183333,4.84045452411238,0.1143434243938323,0.1143434243938323,-118.3744,-10.88,-26.747191011235955,0.2157725752508361,0.4645132670342539,-5.171768654071443,-10.02777777777778,3.1666666666666665,-11.56,3.4,-31.61290322580645,-5.622535302317492,0.865,0.9300537618869136,0.354,0.5949789912257407,0.511,0.7148426400264606,-21.5,-4.636809247747852,-0.0,-0.0,1.482398190045249,1.2175377571333257,0.0,0.0,87025.0,295.0,3844.0,0.0440999999999999,0.21,62.0,196.0,14.0,0.0,49.0,7.0,0.0,7569.0,87.0,94.0,161.0,0.0,0.0,0.398161,0.631,0.288369,0.537,0.58,0.0,0.0,0.091809,0.303,0.108241,0.329,0.0,0.0,576.0,24.0,0.0,0.0,0.04,0.2,-120.6916802610114,-10.985976527419464,-14.23157894736842,-0.1161815286624203,0.3408541163935392,-3.772476500572061,-2.4390243902439024,-1.5617376188860608,-2.5,-1.5811388300841895,-41.00625,-6.403612261840967,-0.4139887063655031,0.6434195414855716,0.2303107049608355,0.4799069753200463,-0.1842645161290322,0.4292604292606439,-10.703703703703704,-3.2716515254078797,-0.0,-0.0,-0.0803770739064856,-0.2835085076439253,125.72302590920187,704.2306415391799,343073.5136624514,-25770.528127002483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0895885536234,600.9207776696009,246812.0505355505,79604.50032587964
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-341.3900943472224,153.84906096090845,285178.332712231,37603.411488620884
OAK,ARI,6.2,6.2,2014.0,2014.0,2013.0,5.0,5.0,4.0,3.0,0.0,0.0,112225.0,961.0,335.0,31.0,4489.0,16.0,0.04,0.016641,0.2,0.129,67.0,4.0,200000.0,200000.0,0.0,3.0,4.0,5.0,1.0,324.0,4.0,18.0,2.0,25.0,25.0,29.0,NYM,Oakland Athletics,Arizona Diamondbacks,California,27286000.0,18586000.0,0.0,0.0,144.0,0.0,12.0,0.0,0.0,6724.0,400.0,82.0,20.0,106.0,20.0,162.0,162.0,Chris Young,8700000.0,7200000.0,0.0,15.0,1.0,200.0,200.0,25.0,5.0,0.0,0.0,0.431649,0.1224999999999999,0.657,0.35,0.256036,0.0153759999999999,0.506,0.124,0.654,0.124,0.0,0.0,0.077284,0.024336,0.278,0.156,0.143641,0.037636,0.379,0.194,RF,RF,0.5925925925925926,0.5,0.0,0.0,1600.0,4.0,40.0,2.0,UFA,0.2996805094186072,0.2244517358490117,8700000.0,7200000.0,0.296028880866426,0.2235399145292149,8500000.0,7000000.0,0.13,0.087,0.288218793828892,0.222802206075938,8700000.0,7200000.0,360.6200999999999,0.0,18.99,0.0,9.0,0.0,3.0,0.0,2000000.0,5600000.0,5600000.0,3000000.0,17750000.0,28000000.0,28000000.0,2000000.0,96.0,81.0,3.8599097976128247,0.6400000000000001,1.9646653144016224,0.8,0.0,9.0,1.0,15.978833583624812,15.955576721460544,15.978833583624812,70.0,-0.4951573348387556,-0.400103486403867,-0.4173405116412426,2.8151138222715346,-0.6494125486887508,-0.374873042558983,-1.7504553734061932,-1.323047759306592,-0.1073825503355704,-0.0609560439560439,-0.2468927782581822,-0.3276927682076162,-0.125,-0.3535533905932737,-0.0,-0.0,-2.797202797202797,-1.6724840200141815,-0.1370246085011185,-0.3701683515660388,-0.0603870967741935,-0.2457378619061245,-0.0683049001814882,-0.2613520617509802,-0.0606060606060606,-0.2461829819586654,-0.0,-0.0,-0.3257552293047556,-0.5707497081074642,0.0,0.0,112225.0,335.0,4489.0,0.04,0.2,67.0,324.0,18.0,0.0,144.0,12.0,0.0,6724.0,82.0,106.0,162.0,0.0,0.0,0.431649,0.657,0.256036,0.506,0.654,0.0,0.0,0.077284,0.278,0.143641,0.379,0.0,0.0,1600.0,40.0,9.0,3.0,3.85329732893367,1.9629817444219064,-192.3952641165756,13.870661992730398,-37.75167785234899,0.1954615384615384,0.4421103238576752,6.144239403892804,18.0,4.242640687119285,14.0,3.741657386773941,-51.72027972027972,7.19168128606098,0.6208333333333333,0.7879297769048542,0.2400024813895781,0.4899004811077226,0.3418439201451905,0.5846741999996156,-25.46969696969697,5.046751130152642,-0.0,-0.0,1.8779593903384144,1.3703865842667953,-10.853499345558406,543.5001369071845,242700.8802322184,84092.40541341604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-186.8849157169569,1.368410463272783,18353.873648644047,-30540.334574005912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-228.36209666762636,-46.52542188010464,-16877.050313499883,8027.950492682693
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-227.9103028937923,-47.10905851971796,-18775.23050421284,10104.064426546589
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-377.2662994489417,-16.043274603635112,18051.2197764589,-30507.359551218407
NYY,OAK,6.2,6.2,2015.0,2014.0,2014.0,1.0,5.0,0.0,4.0,0.0,0.0,105625.0,112225.0,325.0,335.0,5184.0,4489.0,0.049284,0.04,0.222,0.2,72.0,67.0,0.0,200000.0,0.0,9.0,3.0,2.0,5.0,625.0,324.0,25.0,18.0,30.0,25.0,30.0,OAK,New York Yankees,Oakland Athletics,New York,35609770.0,27286000.0,0.0,0.0,121.0,144.0,11.0,12.0,0.0,6724.0,6724.0,82.0,82.0,111.0,106.0,162.0,162.0,Chris Young,73770.0,8700000.0,0.0,40.0,15.0,200.0,200.0,50.0,25.0,0.0,0.0,0.5041,0.431649,0.71,0.657,0.256036,0.256036,0.506,0.506,0.685,0.654,0.0,0.0,0.092416,0.077284,0.304,0.278,0.164836,0.143641,0.406,0.379,RF,RF,0.5185185185185185,0.5925925925925926,0.0,0.0,1444.0,1600.0,38.0,40.0,UFA,0.0027325178938033,0.2996805094186072,73770.0,8700000.0,0.0160642570281124,0.296028880866426,500000.0,8500000.0,0.0,0.13,0.0187023782036481,0.288218793828892,500000.0,8700000.0,2647.1025000000004,360.6200999999999,51.45,18.99,1.0,9.0,1.0,3.0,7250000.0,500000.0,5600000.0,311500000.0,3000000.0,500000.0,28000000.0,7250000.0,84.0,96.0,0.0121,3.8599097976128247,0.11,1.9646653144016224,0.0,27.0,9.0,11.208707423878348,13.122363377404328,13.122363377404328,70.0,0.2244884239247545,0.1302639401680644,0.1515546932100015,-7.172865536171719,0.4902620987665624,0.2157225926367947,-178.4181240063593,13.357324732384074,-25.219101123595507,-0.1098901098901099,0.3314967720658979,-5.021862316272271,-10.125,3.181980515339464,-6.0,-2.4494897427831783,-44.52980132450331,-6.673065361923507,-0.426952522255193,0.6534160407085159,-0.1801491841491842,0.4244398475039592,-0.2434593220338983,0.4934159726173224,-19.047619047619047,-4.364357804719848,-1.125,-1.0606601717798212,-0.6701232287522265,-0.8186105476673426,0.0,0.0,112225.0,335.0,4489.0,0.04,0.2,67.0,324.0,18.0,0.0,144.0,12.0,0.0,6724.0,82.0,106.0,162.0,0.0,0.0,0.431649,0.657,0.256036,0.506,0.654,0.0,0.0,0.077284,0.278,0.143641,0.379,0.0,0.0,1600.0,40.0,9.0,3.0,3.85329732893367,1.9629817444219064,-192.3952641165756,13.870661992730398,-37.75167785234899,0.1954615384615384,0.4421103238576752,6.144239403892804,18.0,4.242640687119285,14.0,3.741657386773941,-51.72027972027972,7.19168128606098,0.6208333333333333,0.7879297769048542,0.2400024813895781,0.4899004811077226,0.3418439201451905,0.5846741999996156,-25.46969696969697,5.046751130152642,-0.0,-0.0,1.8779593903384144,1.3703865842667953,-394.18650889767036,-32.94442316353214,-69057.21009116557,64834.5757844796
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-247.99942557768404,139.14343230682599,-47003.92404072694,40695.67919717375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.45630160961997,10.502522313812682,-166834.8671521863,-22169.59528708215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.14998303952727,6.295480874552054,-168486.85953579395,-20360.965119644585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.68708555554069,9.099081158162413,-169128.04945074458,-19658.86543149418
NYY,NYY,6.2,6.2,2016.0,2015.0,2015.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,4.0,1.0,4.0,0.0,0.25,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,7.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,31.0,30.0,31.0,SEA,New York Yankees,New York Yankees,New York,38109770.0,35609770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,841.0,18.0,29.0,33.0,30.0,161.0,162.0,Chris Young,2500000.0,73770.0,0.0,40.0,40.0,200.0,200.0,51.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,0.012321,0.032041,0.111,0.179,0.204,0.185,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.5,0.0,RF,RF,0.5403726708074534,0.5185185185185185,0.0,0.0,9.0,0.0,3.0,0.0,UFA,0.0765971577247623,0.0027325178938033,2500000.0,73770.0,0.0774506358092802,0.0160642570281124,2500000.0,500000.0,0.011,0.0,0.0712999894904687,0.0187023782036481,2500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675000.0,2500000.0,500000.0,101500000.0,311500000.0,2500000.0,500000.0,675000.0,87.0,84.0,7.182400000000001,3.1684,2.68,1.78,0.0,27.0,27.0,14.73180128983843,14.73180128983843,14.73180128983843,70.0,0.1567717016962197,0.15240668601856,0.1579153129311007,0.0,0.1225183668091691,0.1225183668091691,-0.0015898251192368,-0.039872611141445,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.569536423841059,-2.3599865304363625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5500694444444445,-0.7416666666666667,0.0,0.0,112225.0,335.0,4489.0,0.04,0.2,67.0,324.0,18.0,0.0,144.0,12.0,0.0,6724.0,82.0,106.0,162.0,0.0,0.0,0.431649,0.657,0.256036,0.506,0.654,0.0,0.0,0.077284,0.278,0.143641,0.379,0.0,0.0,1600.0,40.0,9.0,3.0,3.85329732893367,1.9629817444219064,-192.3952641165756,13.870661992730398,-37.75167785234899,0.1954615384615384,0.4421103238576752,6.144239403892804,18.0,4.242640687119285,14.0,3.741657386773941,-51.72027972027972,7.19168128606098,0.6208333333333333,0.7879297769048542,0.2400024813895781,0.4899004811077226,0.3418439201451905,0.5846741999996156,-25.46969696969697,5.046751130152642,-0.0,-0.0,1.8779593903384144,1.3703865842667953,-74.67056958847537,10.640907143184126,-170151.782535952,-22020.624705989718
