Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status_agente_libre,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
NYM,LAD,6.3,6.3,2025,2022,2022,3,3,7,0,6,11664,14161,108,119,0,7142857,6,7,2,5,1521,2809,1369,2401,37,49,39,53,51.96006944444444,42.9753086419753,7.208333333333333,6.555555555555555,0.02728294545921318,0.040312935382035044,0.16517549896765313,0.20078081427774677,1.4176237407097065,1.732460840306963,1.1906400550584995,1.3162297824874511,5.2441,6.0516,2.29,2.46,37,30,37,LAD,New York Mets,Los Angeles Dodgers,New York,197908333,139575000,21112.090000000004,32148.490000000005,145.3,179.3,22,30,23,30,162,162,Max Scherzer,25,16,5,4,43333333,0,5,25,208.0,208.0,10,35,0.1419753086419753,0.18518518518518517,SP,SP,0.6234567901234568,0.654320987654321,0,0,0,0,UFA,29929,55696,173,236,43333333,0,43333333,27360623,0.162,0.0,43333333,34603480,3209.2225,4391.7128999999995,56.65,66.27,130000000,43333333,30000000,259270000,160320500,130000000,210000000,43333333,101,106,27.5625,10.497600000000002,5.25,3.24,0.8281000000000001,0.7395999999999999,0.91,0.86,2,7,576,1296,24,36,121,225,11,15,17.58443271205944,17.58443271205944,17.58443271205944
SEA,TOR,6.2,6.2,2027,2022,2022,5,5,1,0,0,26569,22500,163,150,0,0,2,6,1,1,6400,3844,6084,3721,78,61,80,62,11.691987513007284,22.745562130177515,3.4193548387096775,4.769230769230769,0.10761176898743036,0.07236740159010237,0.328042328042328,0.26901189860320746,1.2581954592536602,1.6460372290671803,1.1216931216931216,1.2829798241076047,13.7641,8.0656,3.71,2.84,30,29,30,TOR,Seattle Mariners,Toronto Blue Jays,Washington,44458723,23458723,35721.0,37364.89000000001,189.0,193.3,32,32,32,32,162,163,Robbie Ray,144,49,12,7,21000000,8000000,0,2,215.0,215.0,5,8,0.19753086419753085,0.19631901840490798,SP,SP,0.5555555555555556,0.5644171779141104,0,0,0,0,UFA,44944,61504,212,248,21000000,8000000,21000000,8000000,0.181,0.053,21000000,8000000,1006.1583999999999,8928.3601,31.72,94.49,115000000,23000000,8000000,115700000,186250000,115000000,8000000,23000000,90,92,4.0804,43.4281,2.02,6.59,1.4161,1.0816000000000001,1.19,1.04,0,2,3844,2704,62,52,144,169,12,13,16.860032995687696,16.860032995687696,16.860032995687696
TOR,SF,6.3,6.3,2027,2022,2022,5,5,1,1,1,35344,22500,188,150,0,0,6,8,1,5,5184,4356,4225,3600,65,60,72,66,53.60331632653061,20.6116,7.321428571428571,4.54,0.025687997643519405,0.06781684027777779,0.1602747567258157,0.2604166666666667,1.3769618634807437,1.3978135850694446,1.1734401831711507,1.1822916666666667,11.2225,7.896100000000001,3.35,2.81,30,29,31,SF,Toronto Blue Jays,San Francisco Giants,Toronto,63094346,42094346,30520.089999999997,36864.0,174.7,192.0,31,33,31,34,162,163,Kevin Gausman,100,36,10,6,21000000,18900000,2,23,190.0,190.0,9,27,0.19135802469135801,0.2085889570552147,SP,SP,0.5679012345679012,0.6625766871165644,0,0,0,0,UFA,42025,51529,205,227,21000000,18900000,21000000,18900000,0.119,0.11,21000000,18900000,2165.9716,7546.396900000001,46.54,86.87,110000000,22000000,18900000,157000000,36200000,110000000,18900000,22000000,92,108,9.302499999999998,26.1121,3.05,5.11,1.5376,1.0816000000000001,1.24,1.04,2,8,784,2500,28,50,144,196,12,14,16.860032995687696,16.860032995687696,16.860032995687696
DET,BOS,6.2,6.2,2027,2022,2022,5,5,1,1,1,7569,29584,87,172,0,0,4,6,1,1,2401,7569,1681,6889,41,83,49,87,4.484429065743945,15.493435943866002,2.1176470588235294,3.9361702127659575,0.13959666706919455,0.08882440954285387,0.37362637362637363,0.29803424223208624,0.6260113512860765,1.3761952995039266,0.7912087912087912,1.173113506658212,16.483599999999996,22.4676,4.06,4.74,28,27,29,BOS,Detroit Tigers,Boston Red Sox,Michigan,33436088,19436088,8281.0,24869.289999999997,91.0,157.7,17,31,17,32,162,162,Eduardo Rodriguez,25,64,5,8,14000000,8300000,11,14,231.0,231.0,16,25,0.10493827160493827,0.19753086419753085,SP,SP,0.4074074074074074,0.5679012345679012,0,0,0,0,UFA,5184,34225,72,185,14000000,8300000,14000000,8300000,0.103,0.044,14000000,8300000,371.3329,1729.7281000000003,19.27,41.59,77000000,15400000,8300000,235500000,31850000,77000000,8300000,15400000,66,92,0.016900000000000002,3.0625,0.13,1.75,1.7689000000000001,1.9320999999999997,1.33,1.39,4,9,1156,2209,34,47,25,169,5,13,16.454567887579532,16.454567887579532,16.454567887579532
CHC,NYM,5.7,5.7,2025,2022,2022,3,3,1,1,1,15129,25921,123,161,0,0,11,9,2,2,3721,4900,2916,3600,54,60,61,70,10.926697530864196,12.894628099173554,3.3055555555555554,3.590909090909091,0.06736775569208156,0.060422583564807585,0.2595529920692142,0.24581005586592178,0.7361070897805299,0.77912674385943,0.8579668348954579,0.88268156424581,12.320099999999998,9.1204,3.51,3.02,30,29,31,NYM,Chicago Cubs,New York Mets,Illinois,65463544,40463544,19237.689999999995,32041.0,138.7,179.0,25,33,25,33,162,162,Marcus Stroman,49,169,7,13,25000000,18900000,17,5,180.0,180.0,21,9,0.15432098765432098,0.2037037037037037,SP,SP,0.4567901234567901,0.4753086419753086,0,0,0,0,UFA,14161,24964,119,158,25000000,18900000,25000000,18900000,0.166,0.094,25000000,18900000,807.1281,4489.0,28.41,67.0,71000000,23666667,18900000,109707000,94150000,71000000,18900000,23666667,74,77,6.5024999999999995,11.289599999999998,2.55,3.36,1.3224999999999998,1.2995999999999999,1.15,1.14,3,2,1296,1936,36,44,49,100,7,10,17.034386382832476,17.034386382832476,17.034386382832476
ATL,LAA,6.2,6.2,2026,2022,2022,4,4,3,1,3,2116,2809,46,53,0,0,6,6,1,5,400,625,289,400,17,20,20,25,31.04081632653061,73.67361111111111,5.571428571428571,8.583333333333334,0.0509885535900104,0.02938775510204082,0.22580645161290322,0.17142857142857143,1.582726326742976,2.165102040816327,1.2580645161290323,1.4714285714285715,6.100900000000001,6.604899999999999,2.47,2.57,31,28,32,LAA,Atlanta Braves,Los Angeles Angels,Georgia,45458323,35458333,3844.0,4900.0,62.0,70.0,0,0,67,65,162,162,Raisel Iglesias,36,25,6,5,3516480,9125000,18,1,190.0,190.0,28,10,0.41358024691358025,0.4012345679012346,RP/CL,RP/CL,0.6234567901234568,0.4753086419753086,289,1156,17,34,UFA,6084,10609,78,103,3516480,9125000,10000000,9125000,0.019,0.051,10000000,9125000,214.6225,8851.0464,14.65,94.08,58000000,14500000,8041667,61250000,12625000,58000000,24125000,14500000,101,77,0.016900000000000002,7.7841000000000005,0.13,2.79,0.9409,0.8649000000000001,0.97,0.93,4,1,196,144,14,12,4,49,2,7,15.072971047240696,16.11809565095832,16.11809565095832
TEX,COL,6.4,6.4,2026,2022,2022,4,4,1,0,0,11025,19600,105,140,0,0,8,1,2,1,3721,6889,3136,5776,56,76,61,83,11.805391190006572,7.327288941736028,3.4358974358974357,2.706896551724138,0.09385824011788743,0.15152470609432006,0.3063629222309505,0.38926174496644295,1.1080332409972298,1.1102653033647132,1.0526315789473684,1.0536912751677852,15.6816,21.068099999999998,3.96,4.59,30,29,30,COL,Texas Rangers,Colorado Rockies,Texas,32530988,17530988,16205.289999999999,22201.0,127.3,149.0,24,29,24,31,162,161,Jon Gray,49,144,7,12,15000000,6000000,2,1,225.0,225.0,8,5,0.14814814814814814,0.19254658385093168,SP,SP,0.419753086419753,0.4596273291925465,0,0,0,0,UFA,17956,24649,134,157,15000000,6000000,15000000,6000000,0.1,0.052,15000000,6000000,1349.8276,1648.3600000000001,36.74,40.6,56000000,14000000,6000000,580700000,0,56000000,6000000,14000000,68,74,1.7689000000000001,2.1904,1.33,1.48,1.2768999999999997,1.7689000000000001,1.13,1.33,0,0,1521,3364,39,58,49,64,7,8,16.523560759066484,16.523560759066484,16.523560759066484
SF,CHW,6.3,6.3,2023,2022,2022,2,2,1,0,0,17161,8281,131,91,0,0,7,2,5,2,3481,1521,3249,1225,57,35,59,39,20.77255917159763,26.408179012345684,4.5576923076923075,5.138888888888889,0.0853427597525565,0.07359751585668702,0.29213483146067415,0.2712886209495102,1.772787526827421,1.9435763736073406,1.3314606741573034,1.3941220798794274,8.2944,5.6169,2.88,2.37,29,28,29,CHW,San Francisco Giants,Chicago White Sox,California,40811276,19311276,31684.0,17609.289999999997,178.0,132.7,31,24,31,24,162,162,Carlos Rodon,64,25,8,5,21500000,3000000,23,6,245.0,245.0,27,11,0.19135802469135801,0.14814814814814814,SP,SP,0.5,0.5740740740740741,0,0,0,0,UFA,56169,34225,237,185,21500000,3000000,21500000,3000000,0.133,0.021,21500000,3000000,6565.860900000001,9615.7636,81.03,98.06,44000000,22000000,3000000,140700000,57000000,44000000,3000000,22000000,81,93,28.196099999999994,25.704900000000002,5.31,5.07,1.0609,0.9216,1.03,0.96,8,3,2704,1296,52,36,196,169,14,13,16.883563493097892,16.883563493097892,16.883563493097892
STL,TOR,6.2,6.2,2026,2022,2022,4,4,1,1,1,2500,24964,50,158,500000,0,4,6,2,1,784,4900,784,4096,28,64,28,70,29.160000000000004,11.214710654407789,5.4,3.3488372093023258,0.04340277777777778,0.08141612092033243,0.20833333333333334,0.28533510285335106,1.265625,0.9130582387258049,1.125,0.9555408095554082,27.5625,14.5924,5.25,3.82,30,29,31,TOR,St. Louis Cardinals,Toronto Blue Jays,Missouri,22538438,12538438,2304.0,22710.489999999998,48.0,150.7,10,29,15,29,162,163,Steven Matz,9,49,3,7,10000000,5200000,23,2,201.0,201.0,32,8,0.09259259259259259,0.17791411042944785,RP,SP,0.5740740740740741,0.5644171779141104,0,0,0,0,UFA,2916,20736,54,144,8500000,5200000,8000000,5200000,0.054,0.035,8500000,5200000,0.0,4070.4399999999996,0.0,63.8,44000000,11000000,5200000,52700000,186250000,44000000,5200000,11000000,93,92,1.583696402499998,4.2848999999999995,1.2584499999999992,2.07,1.5625,1.7689000000000001,1.25,1.33,11,2,100,1849,10,43,25,196,5,14,15.955576721460545,15.89495209964411,15.955576721460545
TOR,SEA,6.0,6.0,2025,2026,2022,3,3,3,1,3,8649,21025,93,145,0,1500000,6,4,1,1,4489,6724,3364,5929,58,77,67,82,4.5707491082045175,6.911810613943808,2.1379310344827585,2.629032258064516,0.33173939326403357,0.155949531421153,0.5759682224428997,0.39490445859872614,1.5162975359178896,1.0778936265162886,1.2313803376365442,1.0382165605095541,26.936100000000003,19.4481,5.19,4.41,30,27,31,SEA,Toronto Blue Jays,Seattle Mariners,Toronto,63185185,34185185,10140.49,24649.0,100.7,157.0,20,29,32,29,162,162,Yusei Kikuchi,49,81,7,9,16000000,15000000,2,0,194.0,194.0,9,4,0.19753086419753085,0.17901234567901234,RP,SP,0.5679012345679012,0.5555555555555556,1,0,1,0,UFA,15376,26569,124,163,16000000,16500000,16000000,15000000,0.09,0.197,16000000,16500000,0.0,672.3649,0.0,25.93,36000000,12000000,14333333,157000000,16300000,36000000,43000000,12000000,92,90,1.583696402499998,2.9929,1.2584499999999992,1.73,2.25,1.7424000000000002,1.5,1.32,2,0,3364,3844,58,62,36,49,6,7,16.588099280204055,16.588099280204055,16.588099280204055
