Jugador,Anio,Status,Equipo_anterior,Anios_contrato,Valor_contrato,Valor_promedio_contrato,Equipo,Cantidad_agentes_libres,Valor_contrato_total,Acronimo,Victorias,Juegos totales,Playoffs,Pennants won,WS ganadas,Promedio_victorias,Posicion,Juegos,Juegos_iniciados,Inning_pitched,Bateos_pitcher,Carreras,Carreras_ganadas,Walks,Strike-outs,Wins,Losses,Saves,WHIP,ERA,WAR,TVS,Edad,Peso,Altura,Sueldo_base,Sueldo,Sueldo_regular,Dominio,Control,Comando,Juegos_2,Juegos_iniciados_2,Inning_pitched_2,Bateos_pitcher_2,Carreras_2,Carreras_ganadas_2,Walks_2,Strike-outs_2,Wins_2,Losses_2,Saves_2,WHIP_2,ERA_2,WAR_2,TVS_2,Dominio_2,Control_2,Comando_2
Hiroki Kuroda,2013,UFA,NYY,1,15000000,15000000,New York Yankees,8,64000000,NYY,85,162,50,40,27,0.5246913580246914,SP,32,32,201.3,191,79,74,43,150,11,13,0,1.16,3.31,3.96,52.5,38,0,0.0,15000000,15000000,15000000,0.08279516476237787,0.023734613898548324,3.488372093023256,1024,1024,40521.69,36481,6241,5476,1849,22500,121,169,0,1.3456,10.956100000000001,15.6816,2756.25,0.0068550393080292985,0.0005633318969131632,12.16873985938345
Hisashi Iwakuma,2013,UFA,SEA,2,14000000,7000000,Seattle Mariners,10,28400000,SEA,71,162,4,0,0,0.4382716049382716,SP,33,33,219.7,179,69,65,42,185,14,6,0,1.01,2.66,7.22,90.46,32,210,6.3,6500000,6550000,6550000,0.09356192788145451,0.021241086329843728,4.404761904761905,1089,1089,48268.09,32041,4761,4225,1764,34225,196,36,0,1.0201,7.0756000000000006,52.1284,8183.011599999999,0.008753834348894495,0.00045118374847187407,19.401927437641728
Dan Haren,2013,UFA,LAA,1,13000000,13000000,Washington Nationals,11,67000000,WSH,86,162,2,1,0,0.5308641975308642,SP,31,30,169.7,179,92,88,31,151,10,14,1,1.24,4.67,0.05,11.67,32,215,6.5,13000000,13000000,13000000,0.0988672821318667,0.020297256596608394,4.870967741935484,961,900,28798.089999999997,32041,8464,7744,961,22801,100,196,1,1.5376,21.808899999999998,0.0025000000000000005,136.1889,0.009774739476142128,0.000411978625348563,23.726326742976067
Mike Adams,2013,UFA,TEX,2,12000000,6000000,Philadelphia Phillies,6,16350000,PHI,73,162,14,7,2,0.4506172839506173,RP,28,0,25.0,23,11,11,11,23,1,4,0,1.36,3.96,0.3,0.0,34,194,6.5,5000000,5000000,5000000,0.10222222222222223,0.04888888888888889,2.090909090909091,784,0,625.0,529,121,121,121,529,1,16,0,1.8496000000000004,15.6816,0.09,0.0,0.010449382716049383,0.0023901234567901236,4.37190082644628
Kevin Correia,2013,UFA,PIT,2,10000000,5000000,Minnesota Twins,7,15515000,MIN,66,162,14,6,3,0.4074074074074074,SP,32,31,185.3,218,89,86,45,101,9,13,0,1.42,4.18,2.07,40.26,32,200,6.3,4500000,4500000,4500000,0.06056245128020627,0.02698327037236913,2.2444444444444445,1024,961,34336.090000000004,47524,7921,7396,2025,10201,81,169,0,2.0164,17.472399999999997,4.2848999999999995,1620.8675999999998,0.0036678105050673582,0.0007280968799883736,5.037530864197531
Carlos Villanueva,2013,UFA,TOR,2,10000000,5000000,Chicago Cubs,10,73850000,CHC,66,162,16,17,2,0.4074074074074074,RP,47,15,128.7,117,58,58,40,103,7,8,0,1.22,4.06,1.44,0.0,29,215,6.2,5000000,5000000,5000000,0.08892342225675559,0.0345333678667012,2.575,2209,225,16563.69,13689,3364,3364,1600,10609,49,64,0,1.4884,16.483599999999996,2.0736,0.0,0.007907375025853255,0.001192553496216911,6.630625000000001
Joakim Soria,2013,UFA,KC,2,8000000,4000000,Texas Rangers,12,33750000,TEX,91,162,6,2,0,0.5617283950617284,RP/CL,26,0,23.7,18,10,10,14,28,1,0,0,1.35,3.8,0.18,0.0,29,205,6.3,2000000,2000000,2000000,0.13127051101734646,0.06563525550867323,2.0,676,0,561.6899999999999,324,100,100,196,784,1,0,0,1.8225000000000002,14.44,0.0324,0.0,0.01723194706275528,0.00430798676568882,4.0
Sean Burnett,2013,UFA,WSH,2,8000000,4000000,Los Angeles Angels,8,153500000,LAA,78,162,10,1,1,0.4814814814814814,RP,13,0,9.7,9,1,1,4,7,0,0,0,1.35,0.93,0.6,0.0,30,180,6.1,3500000,3625000,3625000,0.08018327605956473,0.04581901489117984,1.75,169,0,94.08999999999999,81,1,1,16,49,0,0,0,1.8225000000000002,0.8649000000000001,0.36,0.0,0.006429357759644366,0.0020993821255981602,3.0625
Randy Choate,2013,UFA,LAD,3,7500000,2500000,St. Louis Cardinals,6,13650000,STL,97,162,27,23,11,0.5987654320987654,RP,64,0,35.3,26,9,9,11,28,2,1,0,1.05,2.29,1.19,60.23,37,205,6.1,1500000,1500000,1500000,0.0881334592382751,0.03462385898646522,2.5454545454545454,4096,0,1246.0899999999997,676,81,81,121,784,4,1,0,1.1025,5.2441,1.4161,3627.6528999999996,0.0077675066373047,0.0011988116111146285,6.479338842975206
Jason Grilli,2013,UFA,PIT,2,6750000,3375000,Pittsburgh Pirates,8,28875000,PIT,94,162,15,9,5,0.5802469135802469,RP,54,0,50.0,40,15,15,13,74,0,2,33,1.06,2.7,0.86,70.17,36,235,6.5,2250000,2500000,2500000,0.16444444444444445,0.028888888888888888,5.6923076923076925,2916,0,2500.0,1600,225,225,169,5476,0,4,1089,1.1236000000000002,7.290000000000001,0.7395999999999999,4923.8289,0.027041975308641976,0.0008345679012345678,32.40236686390533
Joe Saunders,2013,UFA,BAL,1,6500000,6500000,Seattle Mariners,10,28400000,SEA,71,162,4,0,0,0.4382716049382716,SP,33,32,183.0,232,117,107,61,107,11,16,0,1.6,5.26,-0.23,12.78,31,215,6.3,6500000,6500000,6500000,0.0649666059502125,0.037037037037037035,1.7540983606557377,1089,1024,33489.0,53824,13689,11449,3721,11449,121,256,0,2.5600000000000005,27.667599999999997,0.0529,163.3284,0.004220659888690186,0.0013717421124828531,3.076861058855146
Scott Feldman,2013,UFA,TEX,1,6000000,6000000,Baltimore Orioles,4,2000000,BAL,85,162,12,7,3,0.5246913580246914,SP,31,30,181.7,159,87,78,56,132,12,12,0,1.18,3.86,0.65,42.8,30,225,6.6,6000000,6000000,2983606,0.08071913410383416,0.034244481134959946,2.357142857142857,961,900,33014.89,25281,7569,6084,3136,17424,144,144,0,1.3923999999999999,14.8996,0.42250000000000004,1831.8399999999997,0.006515578610472763,0.0011726844882026276,5.556122448979592
Tom Gorzelanny,2013,UFA,WSH,2,5700000,2850000,Milwaukee Brewers,7,43300000,MIL,74,162,4,1,0,0.4567901234567901,RP,43,10,85.3,77,41,37,31,83,3,6,0,1.27,3.9,0.28,0.0,30,210,6.2,2600000,2750000,2750000,0.10811514914680215,0.0403803569102514,2.6774193548387095,1849,100,7276.089999999999,5929,1681,1369,961,6889,9,36,0,1.6129,15.209999999999999,0.07840000000000001,0.0,0.011688885475035273,0.001630573224199288,7.168574401664931
Scott Baker,2013,UFA,MIN,1,5500000,5500000,Chicago Cubs,10,73850000,CHC,66,162,16,17,2,0.4074074074074074,SP,3,3,15.0,9,6,6,4,6,0,0,0,0.87,3.6,0.23,0.0,31,215,6.4,5500000,5500000,5500000,0.044444444444444446,0.02962962962962963,1.5,9,9,225.0,81,36,36,16,36,0,0,0,0.7569,12.96,0.0529,0.0,0.0019753086419753087,0.0008779149519890262,2.25
Koji Uehara,2013,UFA,TEX,1,4250000,4250000,Boston Red Sox,10,130700000,BOS,97,162,21,13,8,0.5987654320987654,RP,73,0,74.3,33,10,9,9,101,4,1,21,0.56,1.09,3.62,96.47,38,195,6.2,4250000,4750000,4750000,0.15103933004336775,0.013458950201884255,11.222222222222221,5329,0,5520.49,1089,100,81,81,10201,16,1,441,0.31360000000000005,1.1881000000000002,13.1044,9306.4609,0.022812879219949372,0.0001811433405368002,125.93827160493825
Mike Pelfrey,2013,UFA,NYM,1,4000000,4000000,Minnesota Twins,7,15515000,MIN,66,162,14,6,3,0.4074074074074074,RP,29,29,152.7,184,92,88,53,101,5,13,0,1.55,5.19,0.02,0.0,29,240,6.7,4000000,4000000,4000000,0.0734919595430401,0.03856508768100124,1.9056603773584906,841,841,23317.289999999997,33856,8464,7744,2809,10201,25,169,0,2.4025000000000003,26.936100000000003,0.0004,0.0,0.005401068117475842,0.0014872659878433136,3.6315414738341047
Roberto Hernandez,2013,UFA,CLE,1,3250000,3250000,Tampa Bay Rays,10,19090000,TB,91,162,4,1,0,0.5617283950617284,RP,32,24,151.0,164,87,82,38,113,6,13,1,1.34,4.89,,0.0,32,230,6.4,3250000,3250000,3250000,0.08314937454010302,0.027961736571008096,2.973684210526316,1024,576,22801.0,26896,7569,6724,1444,12769,36,169,1,1.7956000000000003,23.912099999999995,,0.0,0.006913818486410332,0.0007818587120664516,8.842797783933518
Jason Marquis,2013,UFA,SD,1,3000000,3000000,San Diego Padres,3,3550000,SD,76,162,5,2,0,0.4691358024691358,SP,21,20,117.7,111,61,53,68,72,9,5,0,1.52,4.05,-0.15,11.89,34,210,6.1,3000000,3000000,3000000,0.06796941376380629,0.0641933352213726,1.0588235294117647,441,400,13853.29,12321,3721,2809,4624,5184,81,25,0,2.3104,16.4025,0.0225,141.37210000000002,0.0046198412073955,0.0041207842868435166,1.1211072664359862
J.P. Howell,2013,UFA,TB,1,2850000,2850000,Los Angeles Dodgers,7,150850000,LAD,92,162,27,25,6,0.5679012345679012,RP,67,0,62.0,42,14,14,23,54,4,1,0,1.05,2.03,1.65,64.65,30,180,6.0,2850000,2850000,2850000,0.0967741935483871,0.04121863799283154,2.347826086956522,4489,0,3844.0,1764,196,196,529,2916,16,1,0,1.1025,4.120899999999999,2.7224999999999997,4179.6225,0.009365244536940686,0.0016989761179840958,5.512287334593574
Matt Lindstrom,2013,UFA,ARI,1,2800000,2800000,Chicago White Sox,5,14800000,CHW,63,162,9,6,3,0.3888888888888889,RP,76,0,60.7,64,23,21,23,46,2,4,0,1.43,3.12,1.35,48.6,33,215,6.3,2300000,2300000,2300000,0.08420281896393922,0.04210140948196961,2.0,5776,0,3684.4900000000002,4096,529,441,529,2116,4,16,0,2.0448999999999997,9.7344,1.8225000000000002,2361.96,0.007090114721473922,0.0017725286803684805,4.0
John Lannan,2013,UFA,WSH,1,2500000,2500000,Philadelphia Phillies,6,16350000,PHI,73,162,14,7,2,0.4506172839506173,RP,14,14,74.3,86,48,44,27,38,3,6,0,1.52,5.33,-0.35,0.0,28,235,6.4,2500000,2500000,2500000,0.056826678630177964,0.04037685060565276,1.4074074074074074,196,196,5520.49,7396,2304,1936,729,1444,9,36,0,2.3104,28.4089,0.12249999999999998,0.0,0.003229271404137525,0.001630290064831202,1.9807956104252402
Jose Veras,2013,UFA,MIL,1,1850000,1850000,Detroit Tigers,4,107775000,DET,93,162,15,11,4,0.5740740740740741,RP,67,0,62.7,44,23,21,22,60,0,5,21,1.05,3.02,0.28,38.59,32,242,6.6,1850000,1850000,646994,0.10632642211589578,0.03898635477582846,2.727272727272727,4489,0,3931.2900000000004,1936,529,441,484,3600,0,25,441,1.1025,9.1204,0.07840000000000001,1489.1881000000003,0.011305308039967652,0.0015199358587067624,7.438016528925619
Jeff Francis,2013,UFA,COL,1,1500000,1500000,Colorado Rockies,7,5800000,COL,74,162,3,1,0,0.4567901234567901,SP,23,12,70.3,89,54,49,24,63,3,5,0,1.61,6.27,-0.7,4.78,32,200,6.5,1500000,1500000,1500000,0.09957325746799432,0.03793266951161688,2.625,529,144,4942.089999999999,7921,2916,2401,576,3969,9,25,0,2.5921000000000003,39.31289999999999,0.48999999999999994,22.8484,0.009914833602787486,0.001438887416277549,6.890625
Mark Lowe,2013,UFA,LAD,1,1500000,1500000,Los Angeles Angels,8,153500000,LAA,78,162,10,1,1,0.4814814814814814,RP,11,0,11.7,11,12,12,11,7,1,0,0,1.89,9.26,-0.61,0.0,30,210,6.4,490000,490000,160655,0.06647673314339982,0.10446343779677113,0.6363636363636364,121,0,136.89,121,144,144,121,49,1,0,0,3.5721,85.74759999999999,0.3721,0.0,0.004419156049418792,0.010912609836319871,0.4049586776859504
Kyle Farnsworth,2013,UFA,TB,1,1250000,1250000,Pittsburgh Pirates,8,28875000,PIT,94,162,15,9,5,0.5802469135802469,RP,48,0,38.3,43,20,20,10,28,3,1,2,1.38,4.7,0.32,0.0,37,0,0.0,490000,490000,80327,0.08123005512039455,0.02901073397156948,2.8,2304,0,1466.8899999999999,1849,400,400,100,784,9,1,4,1.9043999999999996,22.090000000000003,0.1024,0.0,0.006598321854862337,0.0008416226855691755,7.839999999999999
Erik Bedard,2013,UFA,PIT,1,1150000,1150000,Houston Astros,5,5900000,HOU,51,162,9,1,0,0.3148148148148148,SP,32,26,151.0,149,83,77,75,138,4,12,1,1.48,4.59,0.96,16.69,34,0,0.0,1150000,1150000,1150000,0.10154525386313466,0.05518763796909492,1.84,1024,676,22801.0,22201,6889,5929,5625,19044,16,144,1,2.1904,21.068099999999998,0.9216,278.5561,0.010311438582128464,0.003045675384607887,3.3856
Chad Qualls,2013,UFA,PIT,1,1150000,1150000,Miami Marlins,12,7675000,MIA,62,162,2,2,2,0.382716049382716,RP,66,0,62.0,57,18,18,19,49,5,2,0,1.23,2.61,1.77,72.93,34,245,6.4,1150000,1150000,1150000,0.08781362007168458,0.034050179211469536,2.5789473684210527,4356,0,3844.0,3249,324,324,361,2401,25,4,0,1.5129,6.812099999999999,3.1329000000000002,5318.784900000001,0.007711231870094166,0.0011594147043331921,6.650969529085873
Brian Wilson,2013,UFA,SF,1,1000000,1000000,Los Angeles Dodgers,7,150850000,LAD,92,162,27,25,6,0.5679012345679012,RP,18,0,13.7,8,1,1,4,13,2,1,0,0.88,0.66,0.64,0.0,31,0,0.0,1000000,1000000,1000000,0.10543390105433902,0.032441200324412,3.25,324,0,187.68999999999997,64,1,1,16,169,4,1,0,0.7744,0.43560000000000004,0.4096,0.0,0.01111630749153615,0.0010524314784886293,10.5625
Manny Parra,2013,UFA,MIL,1,1000000,1000000,Cincinnati Reds,12,41800000,CIN,90,162,15,10,5,0.5555555555555556,RP,57,0,46.0,40,18,17,15,56,2,3,0,1.2,3.33,0.54,30.37,30,215,6.3,1000000,1000000,1000000,0.13526570048309178,0.036231884057971016,3.7333333333333334,3249,0,2116.0,1600,324,289,225,3136,4,9,0,1.44,11.0889,0.2916,922.3369,0.018296809727181496,0.0013127494223902543,13.937777777777779
LaTroy Hawkins,2013,UFA,LAA,1,1000000,1000000,New York Mets,10,7150000,NYM,74,162,8,5,2,0.4567901234567901,RP/CL,72,0,70.7,71,27,23,10,55,3,2,13,1.15,2.93,0.64,68.52,40,195,6.5,1000000,1000000,1000000,0.08643721515008643,0.015715857300015713,5.5,5184,0,4998.490000000001,5041,729,529,100,3025,9,4,169,1.3224999999999998,8.584900000000001,0.4096,4694.9904,0.007471392162902331,0.00024698817067445717,30.25
Jamey Wright,2013,UFA,LAD,1,900000,900000,Tampa Bay Rays,10,19090000,TB,91,162,4,1,0,0.5617283950617284,RP,66,1,70.0,61,25,24,23,65,2,2,0,1.2,3.09,0.94,57.21,38,240,6.6,900000,900000,900000,0.10317460317460317,0.03650793650793651,2.8260869565217392,4356,1,4900.0,3721,625,576,529,4225,4,4,0,1.44,9.5481,0.8835999999999999,3272.9841,0.010644998740236835,0.0013328294280675235,7.986767485822307
Kevin Slowey,2013,UFA,CLE,1,750000,750000,Miami Marlins,12,7675000,MIA,62,162,2,2,2,0.382716049382716,RP,20,14,92.0,106,44,42,18,76,3,6,0,1.35,4.11,,0.0,29,0,0.0,750000,750000,750000,0.09178743961352658,0.021739130434782608,4.222222222222222,400,196,8464.0,11236,1936,1764,324,5776,9,36,0,1.8225000000000002,16.892100000000003,,0.0,0.008424934070806788,0.00047258979206049145,17.82716049382716
Scott Atchison,2013,UFA,BOS,1,700000,700000,New York Mets,10,7150000,NYM,74,162,8,5,2,0.4567901234567901,RP,51,0,45.3,45,27,22,12,28,3,3,0,1.26,4.37,-0.67,23.96,37,200,6.2,700000,700000,700000,0.06867794947265146,0.029433406916850625,2.3333333333333335,2601,0,2052.0899999999997,2025,729,484,144,784,9,9,0,1.5876000000000001,19.0969,0.4489000000000001,574.0816000000001,0.004716660743768067,0.0008663254427329103,5.4444444444444455
Zach Duke,2013,UFA,WSH,1,0,0,Cincinnati Reds,12,41800000,CIN,90,162,15,10,5,0.5555555555555556,RP,26,1,31.3,39,23,21,10,18,1,2,0,1.56,6.03,0.57,0.0,30,210,6.2,490000,490000,83005,0.06389776357827476,0.03549875754348598,1.8,676,1,979.69,1521,529,441,100,324,1,4,0,2.4336,36.3609,0.32489999999999997,0.0,0.004082924190305096,0.0012601617871312025,3.24
Francisco Rodriguez,2013,UFA,MIL,1,0,0,Baltimore Orioles,4,2000000,BAL,85,162,12,7,3,0.5246913580246914,RP,48,0,46.7,42,14,14,14,54,3,2,10,1.2,2.7,0.02,0.0,31,180,6.0,2000000,2000000,1256831,0.1284796573875803,0.033309540804187486,3.857142857142857,2304,0,2180.8900000000003,1764,196,196,196,2916,9,4,100,1.44,7.290000000000001,0.0004,0.0,0.016507022362430016,0.001109525508585831,14.877551020408164
Ross Ohlendorf,2013,UFA,SD,1,0,0,Washington Nationals,11,67000000,WSH,86,162,2,1,0,0.5308641975308642,RP,16,7,60.3,56,22,22,14,45,4,1,0,1.16,3.28,0.99,0.0,30,240,6.4,490000,490000,297213,0.08291873963515756,0.025796941219826796,3.2142857142857144,256,49,3636.0899999999997,3136,484,484,196,2025,16,1,0,1.3456,10.758399999999998,0.9801,0.0,0.006875517382683049,0.0006654821762991988,10.331632653061225
Peter Moylan,2013,UFA,ATL,1,0,0,Los Angeles Dodgers,7,150850000,LAD,92,162,27,25,6,0.5679012345679012,RP,14,0,15.3,23,11,11,7,6,1,0,0,1.96,6.46,-0.38,0.0,34,220,6.2,490000,490000,329344,0.04357298474945533,0.05083514887436456,0.8571428571428571,196,0,234.09000000000003,529,121,121,49,36,1,0,0,3.8415999999999997,41.7316,0.1444,0.0,0.001898604999976267,0.002584212361078808,0.7346938775510203
Fernando Abad,2013,UFA,HOU,1,0,0,Washington Nationals,11,67000000,WSH,86,162,2,1,0,0.5308641975308642,RP,39,0,37.7,42,14,14,10,32,0,3,0,1.38,3.35,0.45,0.0,27,220,6.1,490000,490000,356120,0.09431181844974948,0.029472443265546714,3.2,1521,0,1421.2900000000002,1764,196,196,100,1024,0,9,0,1.9043999999999996,11.2225,0.2025,0.0,0.008894719099298506,0.0008686249120408698,10.240000000000002
