Acronimo,Altura,Anio_x,Anio_y,Anios_contrato,At-bats,At-bats_2,Bateos,Bateos_2,Cantidad de equipos,Cantidad_agentes_libres,Edad,Equipo,Equipo_anterior,Estado,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Status,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_total,Valor_promedio_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
MIA,6.1,2013,3,1,74,5476,15,225,2,12,34,Miami Marlins,SEA,Florida,4,16,33,162,1089,Miguel Olivo,0.642,0.41216400000000003,2,207,2,0.203,0.041209,0.204,0.04161599999999999,C,0.382716049382716,9,81,UFA,800000,800000,800000,0.0,0.0,0,7675000,0,62,-0.06,0.0036,2,13.592367006650065,13.592367006650065,13.592367006650065
BOS,6.1,2013,3,1,498,248004,129,16641,1,10,31,Boston Red Sox,TEX,Massachusetts,23,529,139,162,19321,Mike Napoli,0.842,0.7089639999999999,13,225,21,0.259,0.067081,0.858,0.7361639999999999,1B,0.5987654320987654,92,8464,UFA,13000000,5000000,13000000,87.65,7682.522500000001,5000000,130700000,5000000,97,4.01,16.080099999999998,8,16.38045991542581,15.424948470398375,16.38045991542581
MIN,6.7,2013,3,1,1,1,0,0,1,7,29,Minnesota Twins,NYM,Minnesota,0,0,29,162,841,Mike Pelfrey,0.0,0.0,6,240,14,0.0,0.0,0.179,0.032041,RP,0.4074074074074074,0,0,UFA,4000000,4000000,4000000,0.0,0.0,4000000,15515000,4000000,66,0.02,0.0004,3,15.201804919084164,15.201804919084164,15.201804919084164
CHC,6.2,2013,3,1,461,212521,116,13456,2,10,29,Chicago Cubs,PHI,Illinois,21,441,137,162,18769,Nate Schierholtz,0.772,0.5959840000000001,17,215,16,0.252,0.063504,0.846,0.7157159999999999,RF,0.4074074074074074,68,4624,UFA,2250000,2250000,2250000,56.85,3231.9225,2250000,73850000,2250000,66,1.69,2.8560999999999996,2,14.626440774180603,14.626440774180603,14.626440774180603
SEA,6.2,2013,3,1,453,205209,110,12100,1,10,41,Seattle Mariners,NYY,Washington,29,841,123,162,15129,Raul Ibanez,0.795,0.6320250000000001,0,225,4,0.243,0.059049,0.759,0.5760810000000001,DH,0.4382716049382716,65,4225,UFA,2750000,2750000,2750000,55.4,3069.16,2750000,28400000,2750000,71,0.46,0.2116,0,14.827111469642754,14.827111469642754,14.827111469642754
PIT,6.0,2013,3,1,76,5776,14,196,2,8,29,Pittsburgh Pirates,SEA,Pennsylvania,0,0,28,162,784,Robert Andino,0.49,0.24009999999999998,9,195,15,0.184,0.033856,0.173,0.029928999999999997,CF,0.5802469135802469,4,16,UFA,1600000,1600000,542076,0.0,0.0,1600000,28875000,1600000,94,-0.4,0.16000000000000003,5,14.28551418721001,14.28551418721001,13.203161491993896
TB,6.4,2013,3,1,4,16,0,0,2,10,32,Tampa Bay Rays,CLE,Florida,0,0,32,162,1024,Roberto Hernandez,0.0,0.0,1,230,4,0.0,0.0,0.196,0.038416000000000006,RP,0.5617283950617284,0,0,UFA,3250000,3250000,3250000,0.0,0.0,3250000,19090000,3250000,91,,,0,14.994165554305921,14.994165554305921,14.994165554305921
SD,6.0,2013,3,1,264,69696,64,4096,5,3,30,San Diego Padres,NYM,California,3,9,89,162,7921,Ronny Cedeno,0.617,0.380689,2,195,5,0.242,0.058564,0.549,0.30140100000000003,SS,0.4691358024691358,21,441,UFA,490000,490000,147267,0.0,0.0,1150000,3550000,1150000,76,-0.64,0.4096,0,13.102160670086809,13.102160670086809,11.900002544765115
WSH,6.4,2013,3,1,15,225,0,0,1,11,30,Washington Nationals,SD,Washington DC,0,0,16,162,256,Ross Ohlendorf,0.063,0.003969,1,240,2,0.0,0.0,0.099,0.009801,RP,0.5308641975308642,1,1,UFA,490000,490000,297213,0.0,0.0,0,67000000,0,86,0.99,0.9801,0,13.102160670086809,13.102160670086809,12.602204332457262
CIN,6.2,2013,3,2,129,16641,31,961,2,12,34,Cincinnati Reds,CIN,Ohio,2,4,38,162,1444,Ryan Ludwick,0.618,0.381924,10,214,15,0.24,0.0576,0.235,0.055224999999999996,LF,0.5555555555555556,12,144,UFA,2000000,1000000,2000000,0.0,0.0,15000000,41800000,7500000,90,-0.91,0.8281000000000001,5,14.508657738524219,13.815510557964274,14.508657738524219
CHC,6.4,2013,3,1,3,9,0,0,2,10,31,Chicago Cubs,MIN,Illinois,0,0,3,162,9,Scott Baker,0.0,0.0,17,215,16,0.0,0.0,0.019,0.000361,SP,0.4074074074074074,0,0,UFA,5500000,5500000,5500000,0.0,0.0,5500000,73850000,5500000,66,0.23,0.0529,2,15.520258650202699,15.520258650202699,15.520258650202699
BAL,6.6,2013,3,1,37,1369,6,36,1,4,30,Baltimore Orioles,TEX,Maryland,1,1,31,162,961,Scott Feldman,0.459,0.210681,7,225,12,0.162,0.026244,0.191,0.036481,SP,0.5246913580246914,8,64,UFA,6000000,6000000,2983606,42.8,1831.8399999999997,6000000,2000000,6000000,85,0.65,0.42250000000000004,3,15.60727002719233,15.60727002719233,14.908643194054553
WSH,6.0,2013,3,2,157,24649,30,900,1,11,33,Washington Nationals,NYM,Washington DC,10,100,85,162,7225,Scott Hairston,0.651,0.42380100000000004,1,204,2,0.191,0.036481,0.525,0.275625,RF,0.5308641975308642,26,676,UFA,2500000,2500000,1161202,0.0,0.0,5000000,67000000,2500000,86,,,0,14.73180128983843,14.73180128983843,13.964966233487312
BOS,5.9,2013,3,3,477,227529,139,19321,1,10,32,Boston Red Sox,LAD,Massachusetts,15,225,122,162,14884,Shane Victorino,0.795,0.6320250000000001,13,160,21,0.291,0.08468099999999999,0.753,0.567009,RF,0.5987654320987654,61,3721,UFA,13000000,13000000,13000000,80.81,6530.2561000000005,39000000,130700000,13000000,97,6.09,37.0881,8,16.38045991542581,16.38045991542581,16.38045991542581
BOS,6.0,2013,3,1,441,194481,112,12544,1,10,30,Boston Red Sox,OAK,Massachusetts,13,169,124,162,15376,Stephen Drew,0.778,0.605284,13,200,21,0.254,0.064516,0.765,0.585225,2B,0.5987654320987654,67,4489,UFA,10000000,9500000,10000000,57.35,3289.0225,9500000,130700000,9500000,97,2.65,7.0225,8,16.11809565095832,16.06680235657077,16.11809565095832
MIL,6.2,2013,3,2,17,289,1,1,1,7,30,Milwaukee Brewers,WSH,Wisconsin,0,0,43,162,1849,Tom Gorzelanny,0.118,0.013923999999999999,1,210,4,0.059,0.0034809999999999997,0.265,0.07022500000000001,RP,0.4567901234567901,0,0,UFA,2750000,2600000,2750000,0.0,0.0,5700000,43300000,2850000,74,0.28,0.07840000000000001,0,14.827111469642754,14.77102200299171,14.827111469642754
DET,6.2,2013,3,2,606,367236,184,33856,1,4,37,Detroit Tigers,LAA,Michigan,17,289,144,162,20736,Torii Hunter,0.8,0.6400000000000001,11,205,15,0.304,0.092416,0.889,0.790321,RF,0.5740740740740741,84,7056,UFA,12000000,12000000,12000000,45.26,2048.4676,26000000,107775000,13000000,93,2.22,4.928400000000001,4,16.300417207752275,16.300417207752275,16.300417207752275
CIN,6.2,2013,3,1,2,4,2,4,2,12,30,Cincinnati Reds,WSH,Ohio,0,0,26,162,676,Zach Duke,2.0,4.0,10,210,15,1.0,1.0,0.161,0.025921000000000003,RP,0.5555555555555556,0,0,UFA,490000,490000,83005,0.0,0.0,0,41800000,0,90,0.57,0.32489999999999997,5,13.102160670086809,13.102160670086809,11.326656125928176
LAD,6.2,2013,3,6,58,3364,19,361,5,7,29,Los Angeles Dodgers,LAA,California,0,0,29,162,841,Zack Greinke,0.788,0.620944,25,200,27,0.328,0.10758400000000001,0.179,0.032041,SP,0.5679012345679012,4,16,UFA,19000000,17000000,19000000,59.84,3580.8256000000006,147000000,150850000,24500000,92,4.21,17.7241,6,16.759949537130716,16.64872390202049,16.759949537130716
