Acronimo_t,Acronimo_t_1,Agente libre,Altura_t,Altura_t_1,Anio,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anios_de_contrato_t,Anios_de_contrato_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
ARI,ARI,No,6.1,6.1,2021,0,0,2018,2018,5,5,271441,32761,521,181,25600,2704,160,52,0,0,5,4,1,1,24,24,27,26,Arizona Diamondbacks,Arizona Diamondbacks,Arizona,13812140,7812140,256,4,16,2,18225,2025,135,45,163,60,Ketel Marte,0.719104,0.535824,0.848,0.732,1,1,165,165,6,6,0.094249,0.08236899999999998,0.307,0.287,0.369664,0.5625,0.608,0.75,CF,2B,0.3251533742331288,0.4166666666666667,4489,289,67,17,6000000,1481481,6000000,4000000,6000000,4000000,2924.6463999999996,2924.6463999999996,54.08,54.08,8500000,24650000,24000000,24000000,53,25,9.610000000000001,1.6641000000000001,3.1,1.29,1,1,15.60727002719233,15.60727002719233,15.60727002719233
SEA,SEA,No,6.0,6.0,2021,2022,2022,2015,2015,7,7,649636,41209,806,203,31329,2401,177,49,500000,500000,4,4,1,1,27,27,33,32,Seattle Mariners,Seattle Mariners,Washington,104385300,84385300,1936,81,44,9,47961,3600,219,60,162,61,Kyle Seager,0.549081,0.620944,0.741,0.788,0,0,210,210,4,4,0.0484,0.058080999999999994,0.22,0.241,0.974169,1.0,0.987,1.0,3B,3B,0.5555555555555556,0.4426229508196721,19881,1600,141,40,18500000,7537037,18000000,19000000,18500000,19500000,7857.0496,3131.5216,88.64,55.96,16300000,6550000,100000000,100000000,90,27,7.182400000000001,0.4096,2.68,0.64,0,0,16.733281290048552,16.70588231586044,16.733281290048552
CHW,CHW,No,5.8,5.8,2021,2022,2022,2020,2020,1,1,224676,3481,474,59,16129,256,127,16,0,0,2,5,2,2,28,28,30,29,Chicago White Sox,Chicago White Sox,Illinois,8990659,5490659,64,9,8,3,20164,256,142,16,162,60,Leury Garcia,0.5140889999999999,0.574564,0.717,0.758,6,6,190,190,11,10,0.07182400000000001,0.073441,0.268,0.271,0.4096,0.071289,0.64,0.267,OF,OF,0.5740740740740741,0.5833333333333334,3844,64,62,8,3500000,1203704,3500000,3250000,3500000,3250000,1582.4484,0.0,39.78,0.0,57000000,151500000,3500000,3500000,93,35,6.708099999999999,0.36,2.59,0.6,3,3,15.068273526459642,15.068273526459642,15.068273526459642
MIL,MIL,No,6.2,6.2,2021,2023,2023,2018,2018,5,5,75625,324,275,18,5184,36,72,6,0,0,4,9,1,1,31,31,35,34,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,70830580,54830580,64,0,8,0,6889,25,83,5,162,60,Lorenzo Cain,0.541696,0.6674889999999999,0.736,0.817,1,1,214,214,8,7,0.06864400000000001,0.11088900000000002,0.262,0.333,0.139876,0.006889000000000001,0.374,0.083,CF,CF,0.5864197530864198,0.4833333333333333,1444,4,38,2,16000000,5555556,17000000,16000000,16000000,15000000,0.0,0.0,0.0,0.0,45400000,49875000,80000000,80000000,95,29,6.0516,0.0529,2.46,0.23,0,0,16.588099280204055,16.64872390202049,16.588099280204055
TOR,TOR,No,6.4,6.4,2021,2025,2025,2017,2017,7,7,501264,43264,708,208,40804,4096,202,64,428571,428571,6,3,1,1,23,23,27,26,Toronto Blue Jays,Toronto Blue Jays,Toronto,6925926,3425926,1024,121,32,11,39204,3249,198,57,163,61,Lourdes Gurriel Jr.,0.6609689999999999,0.7779240000000001,0.813,0.882,2,2,215,215,8,8,0.08122499999999999,0.094864,0.285,0.308,0.795664,0.9025,0.892,0.95,LF,LF,0.5644171779141104,0.5245901639344263,13689,1089,117,33,3928571,1354497,3500000,2500000,3928571,2928571,19743.0601,6318.660099999999,140.51,79.49,186250000,108000000,22000000,22000000,92,32,14.5161,0.9409,3.81,0.97,2,2,15.183786304490571,15.068273526459642,15.183786304490571
CHW,CHW,No,6.2,6.2,2021,2028,2028,2020,2020,6,6,227529,40804,477,202,19600,2209,140,47,0,0,2,5,2,2,22,22,23,22,Chicago White Sox,Chicago White Sox,Illinois,30055556,26555556,576,121,24,11,15376,3136,124,56,162,60,Luis Robert,0.734449,0.544644,0.857,0.738,6,6,220,220,11,10,0.08643599999999999,0.054289000000000004,0.294,0.233,0.31248100000000006,0.8704890000000001,0.559,0.933,CF,CF,0.5740740740740741,0.5833333333333334,5476,961,74,31,3500000,555556,3500000,1500000,3500000,1500000,5045.2609,5045.2609,71.03,71.03,57000000,151500000,50000000,50000000,93,35,26.625600000000002,2.4964000000000004,5.16,1.58,3,3,15.068273526459642,15.068273526459642,15.068273526459642
SD,SD,No,6.3,6.3,2021,2029,2029,2019,2019,10,10,620944,50176,788,224,50625,4624,225,68,2000000,2000000,4,2,5,5,26,26,28,27,San Diego Padres,San Diego Padres,California,110560896,80560896,1936,256,44,16,45369,3600,213,60,162,61,Manny Machado,0.755161,0.9025,0.869,0.95,2,2,218,218,6,6,0.08179599999999998,0.092416,0.286,0.304,0.9216,1.0,0.96,1.0,3B,3B,0.4876543209876543,0.6229508196721312,23409,2209,153,47,32000000,13111111,30000000,30000000,32000000,32000000,18964.044100000003,7108.176100000001,137.71,84.31,25200000,43000000,300000000,300000000,79,38,61.9369,7.952399999999999,7.87,2.82,0,0,17.281246460764002,17.216707939626428,17.281246460764002
HOU,HOU,No,6.0,6.0,2021,2022,2022,2020,2020,2,2,258064,18225,508,135,8649,841,93,29,0,0,5,3,2,2,33,33,34,33,Houston Astros,Houston Astros,Texas,16460356,12960356,324,36,18,6,29584,2209,172,47,162,60,Martin Maldonado,0.378225,0.5285289999999999,0.615,0.727,4,3,230,230,15,14,0.033489,0.046224999999999995,0.183,0.215,0.6006250000000001,0.613089,0.775,0.783,C,C,0.5864197530864198,0.4833333333333333,3600,576,60,24,3500000,1296296,3500000,3500000,3500000,3500000,3643.3296,2806.8803999999996,60.36,52.98,76100000,15650000,7000000,7000000,95,29,0.4489000000000001,0.5328999999999999,0.67,0.73,1,1,15.068273526459642,15.068273526459642,15.068273526459642
STL,STL,No,6.4,6.4,2021,2023,2023,2019,2019,2,2,120409,19600,347,140,3721,676,61,26,0,0,2,2,2,2,33,33,35,34,St. Louis Cardinals,St. Louis Cardinals,Missouri,78423996,57923996,49,16,7,4,32400,2500,180,50,161,58,Matt Carpenter,0.364816,0.4096,0.604,0.64,23,23,210,210,31,30,0.030975999999999997,0.034596,0.176,0.186,0.6691239999999999,0.7430439999999999,0.818,0.862,3B,3B,0.5527950310559007,0.5172413793103449,2025,576,45,24,18500000,6851852,18500000,18500000,18500000,18500000,62.7264,58.216899999999995,7.92,7.63,17000000,7000000,39000000,39000000,89,30,0.7921,0.0256,-0.89,0.16,11,11,16.733281290048552,16.733281290048552,16.733281290048552
MIN,MIN,No,6.4,6.4,2021,2025,2025,2019,2019,5,5,356409,29241,597,171,16641,1521,129,39,0,0,6,7,1,1,25,25,28,27,Minnesota Twins,Minnesota Twins,Minnesota,17174086,10674086,784,81,28,9,28561,2304,169,48,163,60,Max Kepler,0.534361,0.5776,0.731,0.76,6,6,220,220,17,17,0.046655999999999996,0.051984,0.216,0.228,0.579121,0.6400000000000001,0.761,0.8,RF,RF,0.4478527607361963,0.6,5929,529,77,23,6500000,2314815,6500000,6250000,6500000,6250000,11881.0,3574.8441,109.0,59.79,41750000,134000000,35000000,35000000,73,36,8.179599999999999,0.6241000000000001,2.86,0.79,3,3,15.687312734865866,15.687312734865866,15.687312734865866
LAD,LAD,No,6.0,6.0,2021,2024,2024,2020,2020,3,3,490000,41209,700,203,26569,1521,163,39,1500000,1500000,7,4,5,5,29,29,30,29,Los Angeles Dodgers,Los Angeles Dodgers,California,14049043,6549043,2304,144,48,12,40804,3364,202,58,162,59,Max Muncy,0.712336,0.5184,0.844,0.72,25,25,215,215,35,34,0.054289000000000004,0.036864,0.233,0.192,0.8281000000000001,0.935089,0.91,0.967,1B,1B,0.654320987654321,0.711864406779661,14641,729,121,27,9000000,1870370,7500000,1000000,9000000,2500000,18986.084099999996,1962.4899999999998,137.79,44.3,160320500,15813500,26000000,26000000,106,42,26.009999999999998,0.0256,5.1,0.16,7,7,16.012735135300492,15.830413578506539,16.012735135300492
DET,DET,No,6.4,6.4,2021,2024,2024,2016,2016,8,8,456976,41616,676,204,29584,2601,172,51,0,0,5,5,1,1,32,32,38,37,Detroit Tigers,Detroit Tigers,Michigan,321188684,291188684,625,100,25,10,34969,3249,187,57,162,57,Miguel Cabrera,0.5112249999999999,0.556516,0.715,0.746,11,11,249,249,16,16,0.064516,0.0625,0.254,0.25,0.7224999999999999,0.966289,0.85,0.983,DH,DH,0.4753086419753086,0.4035087719298245,12100,1225,110,35,30000000,11111111,30000000,30000000,30000000,30000000,54.908100000000005,36.9664,7.41,6.08,21500000,19350000,248000000,248000000,77,23,0.16809999999999997,0.010000000000000002,-0.41,0.1,4,4,17.216707939626428,17.216707939626428,17.216707939626428
MIA,MIA,No,6.0,6.0,2021,2023,2023,2020,2020,2,2,384400,15625,620,125,28561,1444,169,38,0,0,2,6,2,2,30,30,32,31,Miami Marlins,Miami Marlins,Florida,15722502,10722502,169,16,13,4,29584,1600,172,40,162,60,Miguel Rojas,0.561001,0.788544,0.749,0.888,2,2,188,188,3,3,0.07452900000000001,0.092416,0.273,0.304,0.6006250000000001,0.44488900000000003,0.775,0.667,SS,SS,0.4135802469135802,0.5166666666666667,4624,400,68,20,5000000,4750000,5000000,4750000,5000000,4750000,17394.972099999995,7383.964900000001,131.89,85.93,10000000,25350000,10250000,10250000,67,31,16.080099999999998,2.25,4.01,1.5,2,2,15.424948470398375,15.424948470398375,15.424948470398375
MIN,MIN,No,6.4,6.4,2021,2024,2024,2020,2020,3,3,430336,34596,656,186,20449,1444,143,38,0,0,6,7,1,1,26,26,28,27,Minnesota Twins,Minnesota Twins,Minnesota,19757744,8757744,1849,169,43,13,35344,2809,188,53,163,60,Miguel Sano,0.5959840000000001,0.573049,0.772,0.757,6,6,272,272,17,17,0.047524,0.04161599999999999,0.218,0.204,0.717409,0.779689,0.847,0.883,1B,1B,0.4478527607361963,0.6,10000,625,100,25,11000000,1111111,11000000,7000000,11000000,7000000,5230.182399999999,1001.7224999999999,72.32,31.65,41750000,134000000,30000000,30000000,73,36,0.5041,0.0484,0.71,-0.22,3,3,16.213405830762646,16.213405830762646,16.213405830762646
CIN,CIN,No,6.0,6.0,2021,2025,2025,2020,2020,4,4,103684,19321,322,139,4900,1024,70,32,0,0,1,4,2,2,31,31,32,31,Cincinnati Reds,Cincinnati Reds,Ohio,60006308,46006308,196,64,14,8,11236,1936,106,44,163,59,Mike Moustakas,0.5140889999999999,0.6384010000000001,0.717,0.799,10,10,225,225,16,16,0.047089,0.0529,0.217,0.23,0.228484,0.537289,0.478,0.733,3B,2B,0.50920245398773,0.5254237288135594,2401,729,49,27,14000000,4444444,14000000,12000000,14000000,12000000,927.8116,927.8116,30.46,30.46,1500000,144825000,64000000,64000000,83,31,0.7569,0.0144,-0.87,0.12,5,5,16.454567887579532,16.454567887579532,16.454567887579532
ARI,ARI,No,6.2,6.2,2021,2024,2024,2020,2020,4,4,400689,39601,633,199,22201,2809,149,53,375000,375000,5,4,1,1,29,29,31,30,Arizona Diamondbacks,Arizona Diamondbacks,Arizona,18073695,10323695,100,25,10,5,34596,3249,186,57,163,60,Nick Ahmed,0.42771600000000004,0.5314409999999999,0.654,0.729,1,1,201,201,6,6,0.055224999999999996,0.07075600000000001,0.235,0.266,0.702244,0.9025,0.838,0.95,SS,SS,0.3251533742331288,0.4166666666666667,4489,841,67,29,8125000,2597222,7500000,6000000,8125000,6375000,3738.0996,2684.2761,61.14,51.81,8500000,24650000,32500000,32500000,53,25,5.289999999999999,2.6569,2.3,1.63,1,1,15.910456286180075,15.830413578506539,15.910456286180075
CIN,CIN,No,6.4,6.4,2021,2025,2025,2020,2020,4,4,561001,47524,749,218,45369,2401,213,49,0,0,1,4,2,2,27,27,29,28,Cincinnati Reds,Cincinnati Reds,Ohio,43942249,30017753,2304,196,48,14,39204,3600,198,60,163,59,Nick Castellanos,0.7992360000000001,0.6146560000000001,0.894,0.784,10,10,203,203,16,16,0.08065599999999999,0.050625,0.284,0.225,0.795664,1.0,0.892,1.0,RF,RF,0.50920245398773,0.5254237288135594,17956,1156,134,34,13849496,5925926,14000000,16000000,14075000,16000000,12292.156900000002,787.3635999999999,110.87,28.06,1500000,144825000,64000000,64000000,83,31,10.6276,0.0004,3.26,0.02,5,5,16.443759400043795,16.454567887579532,16.45991073199003
ATL,ATL,No,5.8,5.8,2021,2028,2028,2019,2019,7,7,558009,13924,747,118,38025,1024,195,32,0,0,6,7,1,1,21,21,24,23,Atlanta Braves,Atlanta Braves,Georgia,5456596,2456596,1296,36,36,6,34596,841,186,29,161,60,Ozzie Albies,0.6320250000000001,0.597529,0.795,0.773,18,18,165,165,27,26,0.068121,0.073441,0.261,0.271,0.7089639999999999,0.233289,0.842,0.483,2B,2B,0.546583850931677,0.5833333333333334,15625,361,125,19,3000000,370370,3000000,1000000,3000000,1000000,7069.4464,0.0,84.08,0.0,94240000,95750000,35000000,35000000,88,35,17.0569,0.5041,4.13,0.71,4,3,14.914122846632385,14.914122846632385,14.914122846632385
STL,STL,No,6.0,6.0,2021,2026,2026,2018,2018,6,6,258064,23104,508,152,11664,1444,108,38,166666,166666,2,2,2,2,24,24,27,26,St. Louis Cardinals,St. Louis Cardinals,Missouri,8790556,4790556,484,9,22,3,24964,2025,158,45,161,58,Paul DeJong,0.4529290000000001,0.45024100000000006,0.673,0.671,23,23,205,205,31,30,0.045369,0.0625,0.213,0.25,0.515524,0.602176,0.718,0.776,SS,SS,0.5527950310559007,0.5172413793103449,4900,625,70,25,4166666,722222,4000000,1500000,4166666,1666666,3725.8815999999997,935.7481,61.04,30.59,17000000,7000000,26000000,26000000,89,30,4.120899999999999,0.17639999999999997,2.03,0.42,11,11,15.242626753604407,15.201804919084164,15.242626753604407
STL,STL,No,6.3,6.3,2021,2025,2025,2020,2020,5,5,630436,36481,794,191,55225,3364,235,58,4000000,4000000,2,2,2,2,32,32,33,32,St. Louis Cardinals,St. Louis Cardinals,Missouri,84139148,58139148,1369,36,37,6,46656,3364,216,58,161,58,Paul Goldschmidt,0.776161,0.779689,0.881,0.883,23,23,220,220,31,30,0.08761599999999999,0.092416,0.296,0.304,0.964324,1.0,0.982,1.0,1B,1B,0.5527950310559007,0.5172413793103449,14400,441,120,21,26000000,12148148,22000000,22000000,26000000,26000000,16765.070399999997,2661.5281000000004,129.48,51.59,17000000,7000000,130000000,130000000,89,30,61.7796,2.9240999999999997,7.86,1.71,11,11,17.073607095985757,16.90655301132259,17.073607095985757
TOR,TOR,No,6.2,6.2,2021,2024,2024,2019,2019,5,5,528529,46656,727,216,33124,3481,182,59,1000000,1000000,6,3,1,1,27,27,29,28,Toronto Blue Jays,Toronto Blue Jays,Toronto,31555991,22222658,1156,144,34,12,41616,3025,204,55,163,61,Randal Grichuk,0.5328999999999999,0.6288490000000001,0.73,0.793,2,2,216,216,8,8,0.0625,0.07452900000000001,0.25,0.273,0.8445610000000001,0.8408890000000001,0.919,0.917,RF,CF,0.5644171779141104,0.5245901639344263,13456,1225,116,35,10333333,5444444,9333333,12000000,10333333,13000000,3723.4404000000004,2033.1081000000004,61.02,45.09,186250000,108000000,52000000,52000000,92,32,0.81,0.016900000000000002,0.9,0.13,2,2,16.150885441523247,16.049102743757082,16.150885441523247
ATL,ATL,No,6.0,6.0,2021,2029,2029,2019,2019,8,8,208849,25600,457,160,15376,1600,124,40,0,0,6,7,1,1,21,21,23,22,Atlanta Braves,Atlanta Braves,Georgia,6936240,1936240,1444,196,38,14,16384,2116,128,46,161,60,Ronald Acuna Jr.,0.978121,0.974169,0.989,0.987,18,18,205,205,27,26,0.073441,0.0625,0.271,0.25,0.33524099999999996,0.5882890000000001,0.579,0.767,RF,RF,0.546583850931677,0.5833333333333334,6561,841,81,29,5000000,370370,5000000,1000000,5000000,1000000,9725.904400000001,9725.904400000001,98.62,98.62,94240000,95750000,100000000,100000000,88,35,34.339600000000004,5.2441,5.86,2.29,4,3,15.424948470398375,15.424948470398375,15.424948470398375
CIN,CIN,No,6.0,6.0,2021,2023,2023,2020,2020,3,3,100489,24025,317,155,5041,1444,71,38,0,0,1,4,2,2,31,31,33,32,Cincinnati Reds,Cincinnati Reds,Ohio,9222222,2222222,0,0,0,0,20164,2916,142,54,163,59,Shogo Akiyama,0.352836,0.42771600000000004,0.594,0.654,10,10,190,190,16,16,0.050176000000000005,0.060024999999999995,0.224,0.245,0.4096,0.81,0.64,0.9,CF,CF,0.50920245398773,0.5254237288135594,441,81,21,9,7000000,2222222,7000000,6000000,7000000,6000000,683.8224999999999,683.8224999999999,26.15,26.15,1500000,144825000,21000000,21000000,83,31,0.1024,0.5929,-0.32,0.77,5,5,15.761420707019587,15.761420707019587,15.761420707019587
OAK,OAK,No,6.4,6.4,2021,2024,2024,2017,2017,6,6,110224,25281,332,159,5476,1296,74,36,333333,333333,5,2,5,5,25,25,30,29,Oakland Athletics,Oakland Athletics,California,22996257,15746257,100,25,10,5,13689,2025,117,45,162,60,Stephen Piscotty,0.399424,0.395641,0.632,0.629,15,15,211,211,29,29,0.049729,0.051076,0.223,0.226,0.277729,0.5625,0.527,0.75,RF,RF,0.5308641975308642,0.6,2025,841,45,29,7583333,2925926,7250000,7000000,7583333,7333333,501.31210000000004,501.31210000000004,22.39,22.39,21300000,7500000,33500000,33500000,86,36,0.6723999999999999,0.028900000000000006,-0.82,-0.17,9,9,15.84146337073708,15.796512026830857,15.84146337073708
ATL,ARI,No,6.0,6.0,2021,2022,2022,2020,2020,1,1,79524,5184,282,72,2809,144,53,12,0,0,6,4,1,1,35,35,36,35,Atlanta Braves,Arizona Diamondbacks,Georgia,12962499,9462499,64,1,8,1,10816,676,104,26,161,60,Stephen Vogt,0.351649,0.275625,0.593,0.525,18,1,225,225,27,6,0.035344,0.027889000000000004,0.188,0.167,0.22184099999999998,0.187489,0.471,0.433,C,C,0.546583850931677,0.4166666666666667,1024,49,32,7,1467726,925926,3500000,2500000,3500000,2500000,0.0,0.0,0.0,0.0,94240000,24650000,3000000,3000000,88,25,0.0256,0.0121,0.16,-0.11,4,1,14.199224822234235,15.068273526459642,15.068273526459642
CHW,CHW,No,6.1,6.1,2021,2025,2025,2017,2017,6,6,540225,43264,735,208,52900,4489,230,67,0,0,2,5,2,2,23,23,28,27,Chicago White Sox,Chicago White Sox,Illinois,14464376,7214376,729,100,27,10,29584,2401,172,49,162,60,Tim Anderson,0.6872409999999999,0.784996,0.829,0.886,6,6,185,185,11,10,0.097969,0.10368400000000001,0.313,0.322,0.6006250000000001,0.6674889999999999,0.775,0.817,SS,SS,0.5740740740740741,0.5833333333333334,6724,441,82,21,7250000,1481481,7250000,4000000,7250000,4000000,33033.0625,8985.144100000001,181.75,94.79,57000000,151500000,25000000,25000000,93,35,50.9796,5.4289000000000005,7.14,2.33,3,3,15.796512026830857,15.796512026830857,15.796512026830857
ATL,ATL,No,6.2,6.2,2021,0,0,2020,2020,2,2,139876,27225,374,165,9801,2809,99,53,0,0,6,7,1,1,30,30,32,31,Atlanta Braves,Atlanta Braves,Georgia,20078070,12078070,256,81,16,9,10816,1936,104,44,161,60,Travis d'Arnaud,0.6099610000000001,0.8445610000000001,0.781,0.919,18,18,210,210,27,26,0.07022500000000001,0.10304100000000001,0.265,0.321,0.22184099999999998,0.537289,0.471,0.733,C,C,0.546583850931677,0.5833333333333334,3600,1156,60,34,8000000,2962963,8000000,8000000,8000000,8000000,5893.6329,5893.6329,76.77,76.77,94240000,95750000,16000000,16000000,88,35,1.0404,0.7055999999999999,1.02,0.84,4,3,15.89495209964411,15.89495209964411,15.89495209964411
KC,KC,No,6.1,6.1,2021,2025,2025,2019,2019,4,4,831744,61504,912,248,64516,4900,254,70,0,0,5,3,2,2,29,29,32,31,Kansas City Royals,Kansas City Royals,Missouri,11792402,4342402,361,81,19,9,49284,3600,222,60,163,59,Whit Merrifield,0.5285289999999999,0.583696,0.727,0.764,4,4,195,195,9,9,0.07784100000000002,0.07952399999999998,0.279,0.282,1.0,1.0,1.0,1.0,RF,CF,0.4601226993865031,0.423728813559322,10816,900,104,30,7450000,1851852,6750000,5000000,7450000,5000000,19215.5044,4483.641599999999,138.62,66.96,41500000,7550000,16250000,16250000,75,25,16.160399999999996,0.27040000000000003,4.02,0.52,2,2,15.823724590355742,15.725053062848712,15.823724590355742
SD,SD,No,6.3,6.3,2021,2024,2024,2017,2017,6,6,409600,39204,640,198,28900,3249,170,57,2500000,2500000,4,2,5,5,26,26,30,29,San Diego Padres,San Diego Padres,California,53233776,33233776,1024,225,32,15,40401,3025,201,55,162,61,Wil Myers,0.6839289999999999,0.919681,0.827,0.959,2,2,207,207,6,6,0.07075600000000001,0.08294399999999999,0.266,0.288,0.819025,0.8408890000000001,0.905,0.917,LF,LF,0.4876543209876543,0.6229508196721312,10609,1600,103,40,22500000,9907407,20000000,20000000,22500000,22500000,11920.272400000002,7515.156099999999,109.18,86.69,25200000,43000000,83000000,83000000,79,38,5.6644,2.3716,2.38,1.54,0,0,16.929025867174648,16.811242831518264,16.929025867174648
SF,SF,No,6.3,6.3,2021,0,0,2020,2020,2,2,344569,39204,587,198,24025,2809,155,53,0,0,8,3,5,5,28,28,29,28,San Francisco Giants,San Francisco Giants,California,16225803,13225803,900,144,30,12,37636,3025,194,55,163,60,Wilmer Flores,0.636804,0.6889,0.798,0.83,23,23,205,205,27,26,0.06969600000000001,0.07182400000000001,0.264,0.268,0.763876,0.8408890000000001,0.874,0.917,2B,2B,0.6625766871165644,0.4833333333333333,7225,1024,85,32,3000000,1111111,3000000,3000000,3000000,3000000,13586.233600000001,5496.7396,116.56,74.14,36200000,18250000,6250000,6250000,108,29,8.584900000000001,1.5876000000000001,2.93,1.26,8,8,14.914122846632385,14.914122846632385,14.914122846632385
BOS,BOS,No,6.2,6.2,2021,2027,2027,2019,2019,6,6,535824,41209,732,203,47089,3721,217,61,0,0,6,8,1,1,26,26,28,27,Boston Red Sox,Boston Red Sox,Massachusetts,53190366,33190366,1156,121,34,11,40000,3136,200,56,162,60,Xander Bogaerts,0.7464959999999999,0.7516889999999999,0.864,0.867,14,14,218,218,25,24,0.08761599999999999,0.09060099999999999,0.296,0.301,0.811801,0.8704890000000001,0.901,0.933,SS,SS,0.5679012345679012,0.4,11449,784,107,28,20000000,7407407,20000000,20000000,20000000,20000000,18292.5625,4062.7876,135.25,63.74,31850000,19100000,120000000,120000000,92,24,41.344899999999996,2.4025000000000003,6.43,1.55,9,9,16.811242831518264,16.811242831518264,16.811242831518264
OAK,WSH,No,6.2,6.2,2021,2022,2022,2020,2020,2,2,209764,11881,458,109,14161,961,119,31,0,0,5,10,5,1,32,32,33,32,Oakland Athletics,Washington Nationals,California,31242053,25242053,324,16,18,4,17689,900,133,30,162,62,Yan Gomes,0.544644,0.6193690000000001,0.738,0.787,15,1,215,215,29,6,0.06760000000000001,0.08065599999999999,0.26,0.284,0.358801,0.25,0.599,0.5,C,C,0.5308641975308642,0.4193548387096774,4225,169,65,13,2096770,1481481,6000000,4000000,6000000,4000000,1316.9641,0.0,36.29,0.0,21300000,316750000,10000000,10000000,86,26,7.2360999999999995,0.4096,2.69,0.64,9,1,14.555908623372765,15.60727002719233,15.60727002719233
CHW,CHW,No,6.2,6.2,2021,2024,2024,2020,2020,4,4,193600,25921,440,161,10816,1369,104,37,0,0,2,5,2,2,31,31,32,31,Chicago White Sox,Chicago White Sox,Illinois,65718259,47468259,961,64,31,8,19321,2116,139,46,162,60,Yasmani Grandal,0.7744,0.597529,0.88,0.773,6,6,225,225,11,10,0.055695999999999996,0.0529,0.236,0.23,0.391876,0.5882890000000001,0.626,0.767,C,C,0.5740740740740741,0.5833333333333334,7921,729,89,27,18250000,6759259,18250000,18250000,18250000,18250000,1487.6449,1487.6449,38.57,38.57,57000000,151500000,73000000,73000000,93,35,18.6624,0.36,4.32,0.6,3,3,16.719675637992776,16.719675637992776,16.719675637992776
CHW,CHW,No,6.2,6.2,2021,2026,2026,2020,2020,5,5,518400,40000,720,200,33124,2025,182,45,800000,800000,2,5,2,2,24,24,26,25,Chicago White Sox,Chicago White Sox,Illinois,41300012,34300012,400,36,20,6,38416,2704,196,52,162,60,Yoan Moncada,0.583696,0.49702499999999994,0.764,0.705,6,6,225,225,11,10,0.064009,0.050625,0.253,0.225,0.779689,0.7516889999999999,0.883,0.867,3B,3B,0.5740740740740741,0.5833333333333334,7225,576,85,24,6800000,1170370,6000000,1000000,6800000,1800000,8215.6096,924.7681,90.64,30.41,57000000,151500000,70000000,70000000,93,35,20.25,0.2304,4.5,0.48,3,3,15.732433170146335,15.60727002719233,15.732433170146335
