Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_promedio_2_t,Bateos_promedio_2_t_1,Bateos_promedio_t,Bateos_promedio_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t,Dobles_2_t_1,Dobles_t,Dobles_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_On_base_plus_slugging_2_t,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Porcentaje_on_base_2_t,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t,Porcentaje_slugging_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Runs_batted_in_2_t,Runs_batted_in_2_t_1,Runs_batted_in_t,Runs_batted_in_t_1,Status_agente_libre,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Triples_2_t,Triples_2_t_1,Triples_t,Triples_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
TOR,TOR,6.0,6.0,2018,2017,2017,1,1,5,0,5,344569,178929,587,423,14400,9801,0.04161599999999999,0.054756000000000006,0.204,0.234,120,99,0,0,6,13,1,1,729,576,27,24,36,30,36,TOR,Toronto Blue Jays,Toronto Blue Jays,Toronto,104040500,86040500,529,484,23,22,24025,13456,155,116,157,116,162,161,Jose Bautista,18000000,14000000,2,2,205.0,205.0,7,7,0.45832900000000004,0.6674889999999999,0.677,0.817,0.9158489999999999,0.512656,0.957,0.716,0.969,0.716,0.095481,0.133956,0.309,0.366,0.135424,0.204304,0.368,0.452,RF,RF,0.4691358024691358,0.546583850931677,4225,4761,65,69,UFA,18000000,14000000,18000000,14000000,0.103,0.092,18000000,14000000,24.900100000000002,3462.1456000000003,4.99,58.84,0,1,0,1,18500000,18500000,13000000,70000000,65800000,18500000,65000000,18500000,76,88,3.009561375376984,1.44,1.7348087431693973,1.2,2,2,16.70588231586044,16.70588231586044,16.70588231586044
KC,CHC,6.6,6.6,2020,2017,2017,2,2,2,0,1,64,4225,8,65,0,256,0.0,0.060516,0.0,0.246,0,16,0,0,4,15,2,2,0,9,0,3,34,32,34,CHC,Kansas City Royals,Chicago Cubs,Missouri,49306500,44306500,0,0,0,0,1024,900,32,30,32,35,162,160,Jason Hammel,5000000,9000000,4,17,225.0,225.0,9,18,0.0,0.30250000000000005,0.0,0.55,0.039204,0.034225,0.198,0.185,0.198,0.216,0.0,0.066564,0.0,0.258,0.0,0.08526399999999999,0.0,0.292,SP,SP,0.4938271604938271,0.6375,0,49,0,7,UFA,5000000,9000000,5000000,9000000,0.034,0.049,5000000,9000000,1036.1961,2226.8961,32.19,47.19,0,0,0,0,16000000,8000000,10000000,43800000,291277500,16000000,20000000,8000000,80,102,2.6895999999999995,1.8225000000000002,1.64,1.35,2,3,15.424948470398375,15.424948470398375,15.424948470398375
HOU,TEX,6.1,6.1,2018,2017,2017,1,1,3,1,3,218089,304704,467,552,11664,26569,0.053361000000000006,0.08702499999999999,0.231,0.295,108,163,0,0,3,10,2,2,841,1089,29,33,39,36,40,TEX,Houston Astros,Texas Rangers,Texas,245732138,226589281,196,841,14,29,13924,19600,118,140,129,151,162,161,Carlos Beltran,16000000,2500000,2,2,213.0,213.0,11,8,0.44355600000000006,0.7224999999999999,0.666,0.85,0.529984,0.7464959999999999,0.728,0.864,0.796,0.932,0.08008899999999998,0.11356900000000002,0.283,0.337,0.146689,0.263169,0.383,0.513,DH,DH,0.6234567901234568,0.5900621118012422,2601,8649,51,93,UFA,16000000,2500000,16000000,15000000,0.116,0.015,16000000,15000000,17.222500000000004,2031.3049,4.15,45.07,0,0,0,0,16000000,16000000,15000000,82000000,20165000,16000000,45000000,16000000,101,95,3.009561375376984,3.7636,1.7348087431693973,1.94,1,0,16.588099280204055,16.588099280204055,16.588099280204055
HOU,PHI,6.5,6.5,2019,2017,2017,2,2,3,0,2,9,36,3,6,0,1,0.0,0.027889000000000004,0.0,0.167,0,1,0,0,3,6,2,2,0,0,0,0,33,30,33,PHI,Houston Astros,Philadelphia Phillies,Texas,36223008,26348008,0,0,0,0,625,16,25,4,25,4,162,161,Charlie Morton,8875000,8000000,2,7,215.0,215.0,11,14,0.0,0.11088900000000002,0.0,0.333,0.023716,0.0006250000000000001,0.154,0.025,0.154,0.025,0.0,0.027889000000000004,0.0,0.167,0.0,0.027889000000000004,0.0,0.167,SP,SP,0.6234567901234568,0.4347826086956521,0,0,0,0,UFA,8875000,8000000,7000000,8000000,0.064,0.077,8875000,8000000,5173.924900000001,0.0,71.93,0.0,0,0,0,0,14000000,7000000,7000000,82000000,8750000,14000000,21000000,7000000,101,70,3.7636,0.09,1.94,0.3,1,2,15.998748893325754,15.761420707019587,15.998748893325754
NYY,STL,6.4,6.4,2018,2017,2017,1,1,7,1,7,139129,145924,373,382,7396,8836,0.053361000000000006,0.060516,0.231,0.246,86,94,0,0,3,5,2,2,324,400,18,20,36,29,37,STL,New York Yankees,St. Louis Cardinals,New York,163533500,150533500,361,400,19,20,9216,9801,96,99,105,110,162,161,Matt Holliday,13000000,17000000,40,23,250.0,250.0,53,28,0.559504,0.6115240000000001,0.748,0.782,0.351649,0.37332099999999996,0.593,0.611,0.648,0.679,0.099856,0.10368400000000001,0.316,0.322,0.18662399999999998,0.21252100000000002,0.432,0.461,DH,DH,0.5617283950617284,0.5279503105590062,4096,3844,64,62,UFA,13000000,17000000,13000000,17000000,0.062,0.114,13000000,17000000,443.52359999999993,418.2025,21.06,20.45,0,1,0,1,13000000,13000000,17142857,102500000,94000000,13000000,120000000,13000000,91,85,3.009561375376984,0.27040000000000003,1.7348087431693973,0.52,27,11,16.38045991542581,16.38045991542581,16.38045991542581
TB,WSH,6.1,6.1,2019,2017,2017,2,2,1,0,0,43264,232324,208,482,2916,21904,0.06760000000000001,0.094249,0.26,0.307,54,148,0,0,5,11,2,1,36,625,6,25,29,28,29,WSH,Tampa Bay Rays,Washington Nationals,Florida,16829500,12829500,121,484,11,22,3249,14884,57,122,64,131,162,161,Wilson Ramos,4000000,5350000,1,1,245.0,245.0,4,4,0.543169,0.7224999999999999,0.737,0.85,0.12390399999999999,0.567009,0.352,0.753,0.395,0.809,0.0841,0.12531599999999998,0.29,0.354,0.19980900000000001,0.24601599999999998,0.447,0.496,C,C,0.4938271604938271,0.5838509316770186,1225,6400,35,80,UFA,4000000,5350000,4000000,5350000,0.051,0.038,4000000,5350000,0.0,5542.802500000001,0.0,74.45,0,0,0,0,12500000,6250000,5350000,21700000,68750000,12500000,5350000,6250000,80,94,0.019600000000000003,9.1809,0.14,3.03,0,0,15.201804919084164,15.201804919084164,15.201804919084164
KC,STL,6.1,6.1,2020,2017,2017,2,2,1,0,0,131044,170569,362,413,5625,8649,0.042849,0.050625,0.207,0.225,75,93,0,0,4,5,2,2,196,400,14,20,33,32,33,STL,Kansas City Royals,St. Louis Cardinals,Missouri,27170500,23420500,484,784,22,28,9604,10201,98,101,118,128,162,161,Brandon Moss,3750000,8250000,4,23,210.0,210.0,9,28,0.49984899999999993,0.617796,0.707,0.786,0.366025,0.389376,0.605,0.624,0.728,0.79,0.07784100000000002,0.09,0.279,0.3,0.18318399999999999,0.237169,0.428,0.487,DH,DH,0.4938271604938271,0.5279503105590062,2500,4489,50,67,UFA,3750000,8250000,3750000,8250000,0.025,0.055,3750000,8250000,189.33759999999998,1821.5824,13.76,42.68,0,4,0,2,12000000,6000000,8250000,43800000,94000000,12000000,8250000,6000000,80,85,3.009561375376984,0.24009999999999998,1.7348087431693973,0.49,2,11,15.137266397946593,15.137266397946593,15.137266397946593
PIT,PIT,5.718369351669941,5.721339712918669,2019,2017,2017,2,2,1,1,1,17424,90000,132,300,484,6561,0.027889000000000004,0.0729,0.167,0.27,22,81,750000,0,2,10,2,2,4,256,2,16,31,30,32,PIT,Pittsburgh Pirates,Pittsburgh Pirates,Pennsylvania,16606900,9356900,25,324,5,18,1089,4096,33,64,54,140,162,160,Sean Rodriguez,2334699,2850000,9,9,200.0,200.0,17,17,0.3271839999999999,0.737881,0.572,0.859,0.04161599999999999,0.15602500000000002,0.204,0.395,0.333,0.864,0.07617600000000001,0.12180099999999998,0.276,0.349,0.08702499999999999,0.2601,0.295,0.51,2B,2B,0.4629629629629629,0.4875,64,3136,8,56,UFA,1584699,2850000,5000000,2500000,0.016,0.029,5750000,2850000,0.0,3294.7599999999998,0.0,57.4,0,1,0,1,11500000,5750000,2500000,37000000,25150000,11500000,2500000,5750000,75,78,3.009561375376984,3.0625,1.7348087431693973,1.75,5,5,14.275905041896435,15.424948470398375,15.564710412773533
TEX,TEX,6.3,6.3,2018,2017,2017,1,1,1,0,0,135424,168921,368,411,8836,9025,0.065025,0.053361000000000006,0.255,0.231,94,95,0,0,4,10,2,2,529,484,23,22,31,30,31,TEX,Texas Rangers,Texas Rangers,Texas,45810920,34310920,289,169,17,13,10201,12769,101,113,105,118,162,161,Carlos Gomez,11500000,110920,2,2,220.0,220.0,8,8,0.6464160000000001,0.4651240000000001,0.804,0.682,0.389376,0.4872039999999999,0.624,0.698,0.648,0.728,0.11696400000000001,0.088804,0.342,0.298,0.21344400000000002,0.147456,0.462,0.384,CF,CF,0.4814814814814814,0.5900621118012422,2601,2809,51,53,UFA,11500000,110920,11500000,507500,0.07,0.001,11500000,507500,2487.0168999999996,1046.5225,49.87,32.35,1,1,1,1,11500000,11500000,507500,36000000,20165000,11500000,507500,11500000,78,95,1.9043999999999996,3.0175853971921485,1.38,1.7371198568872985,0,0,16.25785759333348,16.25785759333348,16.25785759333348
OAK,PIT,6.2,6.2,2019,0,2017,2,2,1,0,0,219961,53361,469,231,12996,3136,0.059049,0.058564,0.243,0.242,114,56,0,0,5,10,5,2,1089,100,33,10,32,31,32,PIT,Oakland Athletics,Pittsburgh Pirates,California,18587756,13642400,625,169,25,13,15129,2304,123,48,141,140,162,160,Matt Joyce,4945356,1000000,15,9,194.0,194.0,26,17,0.6528640000000001,0.749956,0.808,0.866,0.5760810000000001,0.08761599999999999,0.759,0.296,0.87,0.864,0.11222500000000002,0.16240900000000003,0.335,0.403,0.22372899999999998,0.21436900000000003,0.473,0.463,RF,RF,0.4629629629629629,0.4875,4624,1764,68,42,UFA,5000000,1000000,5000000,1000000,0.068,0.01,5000000,1000000,3352.41,4072.9924,57.9,63.82,0,1,0,1,11000000,5500000,1000000,34500000,25150000,11000000,1000000,5500000,75,78,4.0804,3.0976,2.02,1.76,9,5,15.424948470398375,15.424948470398375,15.424948470398375
TEX,MIA,6.6,6.6,2018,2017,2017,1,1,1,0,0,25,1156,5,34,1,36,0.04000000000000001,0.031328999999999996,0.2,0.177,1,6,0,0,4,10,2,2,0,0,0,0,30,29,30,MIA,Texas Rangers,Miami Marlins,Texas,26954400,16954400,0,0,0,0,784,729,28,27,28,28,162,160,Andrew Cashner,10000000,303686,2,2,235.0,235.0,8,2,0.134689,0.17639999999999997,0.367,0.42,0.029928999999999997,0.027889000000000004,0.173,0.167,0.173,0.173,0.027889000000000004,0.059049,0.167,0.243,0.04000000000000001,0.030975999999999997,0.2,0.176,SP,SP,0.4814814814814814,0.49375,1,1,1,1,UFA,10000000,303686,10000000,7150000,0.061,0.004,10000000,7150000,6559.380099999999,33.872400000000006,80.99,5.82,0,0,0,0,10000000,10000000,7150000,36000000,84707500,10000000,7150000,10000000,78,79,20.884900000000002,3.0175853971921485,4.57,1.7371198568872985,0,2,16.11809565095832,16.11809565095832,16.11809565095832
ATL,TOR,6.3,6.3,2019,2017,2017,1,1,2,0,2,3721,1,61,1,81,0,0.021903999999999996,0.0,0.148,0.0,9,0,0,0,5,13,1,1,0,0,0,0,42,39,42,TOR,Atlanta Braves,Toronto Blue Jays,Georgia,57940000,50440000,0,0,0,0,961,841,31,29,31,31,162,161,R.A. Dickey,7500000,12000000,18,2,215.0,215.0,23,7,0.08702499999999999,0.0,0.295,0.0,0.036481,0.032041,0.191,0.179,0.191,0.191,0.021903999999999996,0.0,0.148,0.0,0.021903999999999996,0.0,0.148,0.0,SP,SP,0.4444444444444444,0.546583850931677,25,0,5,0,UFA,7500000,12000000,7500000,12000000,0.071,0.079,7500000,12000000,2705.0400999999997,229.2196,52.01,15.14,0,0,0,0,8000000,8000000,12500000,34525000,65800000,8000000,25000000,8000000,72,88,4.6225,0.1521,2.15,0.39,3,2,15.830413578506539,15.830413578506539,15.830413578506539
BOS,TEX,6.3,6.3,2018,2017,2017,1,1,1,0,0,258064,211600,508,460,15625,11449,0.060516,0.054289000000000004,0.246,0.233,125,107,0,0,1,10,1,2,1156,441,34,21,31,30,31,TEX,Boston Red Sox,Texas Rangers,Massachusetts,18679800,13179800,484,484,22,22,16129,15129,127,123,149,147,162,161,Mitch Moreland,5500000,5700000,13,2,245.0,245.0,23,8,0.591361,0.5184,0.769,0.72,0.6146560000000001,0.5760810000000001,0.784,0.759,0.92,0.907,0.10627600000000001,0.088804,0.326,0.298,0.196249,0.178084,0.443,0.422,1B,1B,0.5740740740740741,0.5900621118012422,6241,3600,79,60,UFA,5500000,5700000,5500000,5700000,0.026,0.035,5500000,5700000,2259.1009,560.2689,47.53,23.67,0,0,0,0,5500000,5500000,5700000,5500000,20165000,5500000,5700000,5500000,93,95,3.4596000000000005,0.9801,1.86,0.99,8,0,15.520258650202699,15.520258650202699,15.520258650202699
