Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,At-bats_2_t_cum,At-bats_t_cum,At_bats_2_t_cum,At_bats_2_t_1,At_bats_t_cum,At_bats_t_1,Bateos_2_t_cum,Bateos_2_t_1,Bateos_promedio_2_t_cum,Bateos_promedio_2_t_1,Bateos_promedio_t_cum,Bateos_promedio_t_1,Bateos_t_cum,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad de equipos_t,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t_cum,Dobles_2_t_1,Dobles_t_cum,Dobles_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home-runs_2_t,Home-runs_t_cum,Home_runs_2_t_cum,Home_runs_2_t_1,Home_runs_t_cum,Home_runs_t_1,Juegos totales_t_cum,Juegos_iniciados_2_t_cum,Juegos_iniciados_2_t_1,Juegos_iniciados_t_cum,Juegos_iniciados_t_1,Juegos_t_cum,Juegos_t_1,Juegos_totales_t_cum,Juegos_totales_t_1,Jugador,Pago_efectivo_t,Pago_efectivo_t_1,Pennants won_t,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_On-base-plus-slugging_2_t_cum,Porcentaje_On-base-plus-slugging_t_cum,Porcentaje_On_base_plus_slugging_2_t_cum,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t_cum,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t_cum,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t_cum,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t_cum,Porcentaje_juegos_t_1,Porcentaje_on-base_2_t_cum,Porcentaje_on-base_t_cum,Porcentaje_on_base_2_t_cum,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t_cum,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t_cum,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t_cum,Porcentaje_slugging_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Runs-batted-in_2_t_cum,Runs-batted-in_t_cum,Runs_batted_in_2_t_cum,Runs_batted_in_2_t_1,Runs_batted_in_t_cum,Runs_batted_in_t_1,Sueldo_ajustado_norm_t,Sueldo_ajustado_norm_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_norm_t,Sueldo_base_norm_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_norm_t,Sueldo_regular_norm_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Triples_2_t_cum,Triples_2_t_1,Triples_t_cum,Triples_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t_cum,WAR_2_t_1,WAR_t_cum,WAR_t_1,WS ganadas_t,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t,Anio,Status_agente_libre,Equipo_anterior,id,Y_Sueldo_ajustado_norm_t,Y_Sueldo_regular_norm_t,Y_Sueldo_base_norm_t,Y_TVS_t,Y_ln_Sueldo_ajustado_t,Y_ln_Sueldo_regular_t,X_At_bats_2_t_1_cum,X_At_bats_t_1_cum,X_Bateos_2_t_1_cum,X_Bateos_promedio_2_t_1_cum,X_Bateos_promedio_t_1_cum,X_Bateos_t_1_cum,X_Dobles_2_t_1_cum,X_Dobles_t_1_cum,X_Home_runs_2_t_1_cum,X_Home_runs_t_1_cum,X_Juegos_iniciados_2_t_1_cum,X_Juegos_iniciados_t_1_cum,X_Porcentaje_On_base_plus_slugging_2_t_1_cum,X_Porcentaje_On_base_plus_slugging_t_1_cum,X_Porcentaje_on_base_2_t_1_cum,X_Porcentaje_on_base_t_1_cum,X_Porcentaje_slugging_2_t_1_cum,X_Porcentaje_slugging_t_1_cum,X_Runs_batted_in_2_t_1_cum,X_Runs_batted_in_t_1_cum,X_Triples_2_t_1_cum,X_Triples_t_1_cum,X_WAR_2_t_1_cum,X_WAR_t_1_cum,At-bats_2_t_ya,At-bats_t_ya,At_bats_2_t_ya,At_bats_t_ya,Bateos_2_t_ya,Bateos_promedio_2_t_ya,Bateos_promedio_t_ya,Bateos_t_ya,Dobles_2_t_ya,Dobles_t_ya,Home-runs_t_ya,Home_runs_2_t_ya,Home_runs_t_ya,Juegos totales_t_ya,Juegos_iniciados_2_t_ya,Juegos_iniciados_t_ya,Juegos_t_ya,Juegos_totales_t_ya,Porcentaje_On-base-plus-slugging_2_t_ya,Porcentaje_On-base-plus-slugging_t_ya,Porcentaje_On_base_plus_slugging_2_t_ya,Porcentaje_On_base_plus_slugging_t_ya,Porcentaje_juegos_iniciados_2_t_ya,Porcentaje_juegos_iniciados_t_ya,Porcentaje_juegos_t_ya,Porcentaje_on-base_2_t_ya,Porcentaje_on-base_t_ya,Porcentaje_on_base_2_t_ya,Porcentaje_on_base_t_ya,Porcentaje_slugging_2_t_ya,Porcentaje_slugging_t_ya,Runs-batted-in_2_t_ya,Runs-batted-in_t_ya,Runs_batted_in_2_t_ya,Runs_batted_in_t_ya,Triples_2_t_ya,Triples_t_ya,WAR_2_t_ya,WAR_t_ya,X_At_bats_2_t_1_ya,X_At_bats_t_1_ya,X_Bateos_2_t_1_ya,X_Bateos_promedio_2_t_1_ya,X_Bateos_promedio_t_1_ya,X_Bateos_t_1_ya,X_Dobles_2_t_1_ya,X_Dobles_t_1_ya,X_Home_runs_2_t_1_ya,X_Home_runs_t_1_ya,X_Juegos_iniciados_2_t_1_ya,X_Juegos_iniciados_t_1_ya,X_Porcentaje_On_base_plus_slugging_2_t_1_ya,X_Porcentaje_On_base_plus_slugging_t_1_ya,X_Porcentaje_on_base_2_t_1_ya,X_Porcentaje_on_base_t_1_ya,X_Porcentaje_slugging_2_t_1_ya,X_Porcentaje_slugging_t_1_ya,X_Runs_batted_in_2_t_1_ya,X_Runs_batted_in_t_1_ya,X_Triples_2_t_1_ya,X_Triples_t_1_ya,X_WAR_2_t_1_ya,X_WAR_t_1_ya
PIT,PIT,No,6.5,6.5,0,0.0,2013,5,5.0,5,4.0,0.0,0.0,3481.0,3969.0,59.0,63.0,16,16.0,0.004624,0.004096,0.068,0.064,4,4.0,0,0.0,0.0,8,3.0,2.0,2.0,0,0.0,0,0.0,31,31.0,36,Pittsburgh Pirates,Pittsburgh Pirates,Pennsylvania,122617500,106117500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,961.0,30,31.0,30,31.0,162.0,162.0,A.J. Burnett,8000000,5000000.0,0.0,9.0,9.0,230.0,230.0,15,14.0,0.0,0.0,0.027556,0.0289,0.166,0.17,0.034225,0.036481,0.185,0.191,0.185,0.191,0.0,0.0,0.009604,0.011236,0.098,0.106,0.004624,0.003969,0.068,0.063,SP,SP,0.5802469135802469,0.4876543209876543,0.0,0.0,4.0,4.0,2.0,2.0,0.2755315614675246,0.1556530995130369,8000000,5000000.0,0.5848375451263538,0.5308886983614006,16500000,16500000.0,0.112,0.082,0.561711079943899,0.5142513787974612,16500000,16500000.0,1557.8809,2500.0,39.47,50.0,0,0.0,0,0.0,16500000,16500000.0,28875000,14500000.0,82500000,82500000.0,94,79.0,4.0,6.708099999999999,2.0,2.59,0.0,5.0,5.0,15.89495209964411,16.61887093887081,16.61887093887081,0,No,No,0,0.1328371934883129,-0.0919127158972556,-0.2195965063293203,-2.7782323262109823,0.0425295715466784,-0.0472479844884121,-8.116564417177914,-2.848958479370648,-0.1052631578947368,-0.0131704180064308,-0.1147624416193332,-0.3244428422615251,-0.0,-0.0,-0.0,-0.0,-7.566929133858268,-2.750805179189953,-0.0347355769230769,-0.1863748291027437,-0.0298037135278514,-0.1726375206258809,-0.0076918604651162,-0.0877032523063784,-0.0465116279069767,-0.2156655464068768,-0.0,-0.0,-1.3888405797101446,1.1784908059506212,0.0,0.0,3481.0,59.0,16,0.004624,0.068,4,0,0,0.0,0.0,0.0,0.0,900,30,30,162.0,0.0,0.0,0.027556,0.166,0.034225,0.185,0.185,0.0,0.0,0.009604,0.098,0.004624,0.068,0.0,0.0,4.0,2.0,0,0,4.0,2.0,-8.116564417177914,-2.848958479370648,-0.1052631578947368,-0.0131704180064308,-0.1147624416193332,-0.3244428422615251,-0.0,-0.0,-0.0,-0.0,-7.566929133858268,-2.750805179189953,-0.0347355769230769,-0.1863748291027437,-0.0298037135278514,-0.1726375206258809,-0.0076918604651162,-0.0877032523063784,-0.0465116279069767,-0.2156655464068768,-0.0,-0.0,-1.3888405797101446,1.1784908059506212
No,No,0,6.5,6.5,2015,0.0,0,2,5.0,1,5.0,0.0,0.0,3600.0,3481.0,60.0,59.0,64,16.0,0.017689,0.004624,0.133,0.068,8,4.0,3750000,0.0,0.0,7,8.0,2.0,2.0,4,0.0,2,0.0,36,31.0,37,No,No,No,137617500,122617500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156,900.0,34,30.0,34,30.0,162.0,162.0,A.J. Burnett,15000000,8000000.0,0.0,7.0,9.0,230.0,230.0,14,15.0,0.0,0.0,0.116281,0.027556,0.341,0.166,0.0440999999999999,0.034225,0.21,0.185,0.21,0.185,0.0,0.0,0.0306249999999999,0.009604,0.175,0.098,0.027889,0.004624,0.167,0.068,No,No,0.4506172839506173,0.5802469135802469,0.0,0.0,1.0,4.0,1.0,2.0,0.432632690481169,0.2755315614675246,11250000,8000000.0,0.2971887550200803,0.5848375451263538,7500000,16500000.0,0.064,0.112,0.4323866697452474,0.561711079943899,11250000,16500000.0,150.7984,1557.8809,12.28,39.47,0,0.0,0,0.0,11250000,16500000.0,59875000,28875000.0,22500000,82500000.0,73,94.0,3.778791104643598,4.0,1.94391129032258,2.0,0.0,2.0,5.0,16.235878686614704,15.83041357850654,16.235878686614704,1,Si,Si,0,0.1328371934883129,-0.0919127158972556,-0.2195965063293203,-2.7782323262109823,0.0425295715466784,-0.0472479844884121,-7.118609406952965,-2.668072226712194,-0.1052631578947368,-0.0148681672025723,-0.1219350942205415,-0.3244428422615251,-0.0,-0.0,-0.0,-0.0,-7.086614173228346,-2.6620695282483413,-0.0331201923076923,-0.1819895390062086,-0.0254748010610079,-0.1596082737861917,-0.0089612403100775,-0.0946638278862497,-0.0465116279069767,-0.2156655464068768,-0.0,-0.0,-0.8281573498964803,-0.91003151038658,0.0,0.0,3481.0,59.0,16,0.004624,0.068,4,0,0,0.0,0.0,0.0,0.0,900,30,30,162.0,0.0,0.0,0.027556,0.166,0.034225,0.185,0.185,0.0,0.0,0.009604,0.098,0.004624,0.068,0.0,0.0,4.0,2.0,0,0,4.0,2.0,-8.116564417177914,-2.848958479370648,-0.1052631578947368,-0.0131704180064308,-0.1147624416193332,-0.3244428422615251,-0.0,-0.0,-0.0,-0.0,-7.566929133858268,-2.750805179189953,-0.0347355769230769,-0.1863748291027437,-0.0298037135278514,-0.1726375206258809,-0.0076918604651162,-0.0877032523063784,-0.0465116279069767,-0.2156655464068768,-0.0,-0.0,-1.3888405797101446,1.1784908059506212
SD,MIA,No,6.2,6.2,0,0.0,2018,1,1.0,1,1.0,0.0,0.0,22801.0,20449.0,151.0,143.0,1681,900.0,0.073984,0.0440999999999999,0.272,0.21,41,30.0,0,0.0,0.0,3,6.0,5.0,2.0,64,25.0,8,5.0,36,35.0,37,San Diego Padres,Miami Marlins,California,19763500,18513500.0,0.0,0.0,1.0,36.0,1.0,6.0,0.0,1849,1296.0,43,36.0,66,51.0,162.0,162.0,A.J. Ellis,1250000,2500000.0,0.0,2.0,2.0,225.0,225.0,5,2.0,0.0,0.0,0.521284,0.447561,0.722,0.669,0.070225,0.049284,0.265,0.222,0.407,0.315,0.0,0.0,0.142884,0.088804,0.378,0.298,0.1183359999999999,0.1376409999999999,0.344,0.371,C,C,0.4074074074074074,0.4753086419753086,0.0,0.0,225.0,196.0,15.0,14.0,0.035140562813503,0.0700518766046149,1250000,2500000.0,0.0217659521237583,0.0742567495788626,1250000,2500000.0,0.012,0.023,0.0203236702217846,0.0688807072304443,1250000,2500000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1250000,2500000.0,149500000,57250000.0,1250000,2500000.0,66,77.0,0.1089,0.36,0.33,0.6,0.0,0.0,2.0,14.038654109278484,14.038654109278484,14.038654109278484,0,No,No,1,0.0772149876819595,0.1198902321142702,0.1249680317676256,0.0,0.0913836735137008,0.0913836735137008,-36.25709219858156,-6.021386235625611,-5.732484076433121,0.1536585365853658,0.3919930312969427,-2.3942606534028665,-0.8064516129032258,-0.8980265101338746,-1.2857142857142858,-1.1338934190276817,-8.816326530612244,-2.969229955832361,0.5259236192714454,0.7252059150830511,0.2559193083573487,0.5058846789114577,0.2662301740812379,0.5159749742780534,-1.849056603773585,-1.3598002073001698,-0.0,-0.0,-0.0714285714285714,-0.2672612419124243,0.0,0.0,22801.0,151.0,1681,0.073984,0.272,41,64,8,0.0,1.0,1.0,0.0,1849,43,66,162.0,0.0,0.0,0.521284,0.722,0.070225,0.265,0.407,0.0,0.0,0.142884,0.378,0.1183359999999999,0.344,0.0,0.0,225.0,15.0,0,0,0.1089,0.33,-36.25709219858156,-6.021386235625611,-5.732484076433121,0.1536585365853658,0.3919930312969427,-2.3942606534028665,-0.8064516129032258,-0.8980265101338746,-1.2857142857142858,-1.1338934190276817,-8.816326530612244,-2.969229955832361,0.5259236192714454,0.7252059150830511,0.2559193083573487,0.5058846789114577,0.2662301740812379,0.5159749742780534,-1.849056603773585,-1.3598002073001698,-0.0,-0.0,-0.0714285714285714,-0.2672612419124243
No,No,0,6.2,6.2,0,201.0,0,1,1.0,1,1.0,0.0,0.0,20449.0,29241.0,143.0,171.0,900,1369.0,0.0440999999999999,0.0466559999999999,0.21,0.216,30,37.0,0,0.0,0.0,6,6.0,2.0,2.0,25,64.0,5,8.0,35,34.0,36,No,No,No,18513500,16013500.0,0.0,0.0,36.0,4.0,6.0,2.0,0.0,1296,2500.0,36,50.0,51,64.0,162.0,161.0,A.J. Ellis,2500000,983606.0,0.0,2.0,7.0,225.0,225.0,2,14.0,0.0,0.0,0.447561,0.358801,0.669,0.599,0.049284,0.095481,0.222,0.309,0.315,0.395,0.0,0.0,0.088804,0.0906009999999999,0.298,0.301,0.1376409999999999,0.088804,0.371,0.298,No,No,0.4753086419753086,0.4347826086956521,0.0,0.0,196.0,484.0,14.0,22.0,0.0700518766046149,0.0283734788061612,2500000,983606.0,0.0742567495788626,0.1267762165594983,2500000,4500000.0,0.023,0.01,0.0688807072304443,0.1172060955506951,2500000,4500000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2500000,4500000.0,57250000,8750000.0,2500000,4500000.0,77,70.0,0.36,3.0175853971921485,0.6,1.7371198568872983,0.0,2.0,2.0,14.73180128983843,14.73180128983843,14.73180128983843,1,Si,Si,1,0.0772149876819595,0.1198902321142702,0.1249680317676256,0.0,0.0913836735137008,0.0913836735137008,-51.84574468085106,-7.200398925118737,-8.719745222929935,0.1625644599303136,0.403192832191141,-2.952921472530202,-2.064516129032258,-1.4368424162141993,-0.1428571428571428,-0.3779644730092272,-17.006802721088434,-4.123930494211613,-0.4216227967097532,0.6493248776304149,0.2610979827089337,0.5109774776924456,-0.1717678916827852,0.4144489011721291,-4.566037735849057,-2.136828897185981,-0.0,-0.0,-0.5987272613476485,-0.7737746838373872,0.0,0.0,22801.0,151.0,1681,0.073984,0.272,41,64,8,0.0,1.0,1.0,0.0,1849,43,66,162.0,0.0,0.0,0.521284,0.722,0.070225,0.265,0.407,0.0,0.0,0.142884,0.378,0.1183359999999999,0.344,0.0,0.0,225.0,15.0,0,0,0.1089,0.33,-36.25709219858156,-6.021386235625611,-5.732484076433121,0.1536585365853658,0.3919930312969427,-2.3942606534028665,-0.8064516129032258,-0.8980265101338746,-1.2857142857142858,-1.1338934190276817,-8.816326530612244,-2.969229955832361,0.5259236192714454,0.7252059150830511,0.2559193083573487,0.5058846789114577,0.2662301740812379,0.5159749742780534,-1.849056603773585,-1.3598002073001698,-0.0,-0.0,-0.0714285714285714,-0.2672612419124243
CHW,LAD,No,6.1,6.1,2023,2023.0,2022,5,5.0,3,2.0,0.0,0.0,239121.0,147456.0,489.0,384.0,14400,12996.0,0.0600249999999999,0.088209,0.245,0.297,120,114.0,3000000,3000000.0,0.0,5,7.0,2.0,5.0,676,729.0,26,27.0,31,31.0,34,Chicago White Sox,Los Angeles Dodgers,Illinois,71498337,53498337.0,0.0,0.0,196.0,441.0,14.0,21.0,0.0,15129,9604.0,123,98.0,138,117.0,162.0,162.0,A.J. Pollock,11500000,15000000.0,0.0,6.0,25.0,210.0,210.0,11,35.0,0.0,0.0,0.4637610000000001,0.795664,0.681,0.892,0.5760810000000001,0.366025,0.759,0.605,0.852,0.722,0.0,0.0,0.0852639999999999,0.126736,0.292,0.356,0.151321,0.287296,0.389,0.536,LF,LF,0.5,0.654320987654321,0.0,0.0,3136.0,4761.0,56.0,69.0,0.3346153871893491,0.4843049283918841,14500000,18000000.0,0.2533229105029156,0.4072735996838792,11500000,15000000.0,0.071,0.068,0.3236903856426145,0.4762657247683889,14500000,18000000.0,272.9104,5234.522499999999,16.52,72.35,1,1.0,1,1.0,12000000,12000000.0,63000000,160320500.0,60000000,60000000.0,81,106.0,0.7395999999999999,9.3636,0.86,3.06,0.0,3.0,7.0,16.489659207390805,16.25785759333348,16.489659207390805,0,No,No,2,-0.2523207930837236,-0.2708804554691836,-0.3896495182683204,-4.064480286580315,-0.1617969322038979,-0.1617969322038979,-237.0675241157556,15.396997243480808,-76.44705882352942,0.296003355704698,0.544061904294629,8.743400872860022,20.82857142857143,4.563832975533989,16.96153846153846,4.118438837901865,-61.17197452229299,7.821251467782697,0.8473525026624069,0.9205175189329136,0.3017523809523809,0.5493199258650472,0.536,0.732120208708925,63.48,7.967433714816835,-0.5,-0.7071067811865475,2.510348525469169,1.584407941620203,0.0,0.0,239121.0,489.0,14400,0.0600249999999999,0.245,120,676,26,0.0,196.0,14.0,0.0,15129,123,138,162.0,0.0,0.0,0.4637610000000001,0.681,0.5760810000000001,0.759,0.852,0.0,0.0,0.0852639999999999,0.292,0.151321,0.389,0.0,0.0,3136.0,56.0,1,1,0.7395999999999999,0.86,-237.0675241157556,15.396997243480808,-76.44705882352942,0.296003355704698,0.544061904294629,8.743400872860022,20.82857142857143,4.563832975533989,16.96153846153846,4.118438837901865,-61.17197452229299,7.821251467782697,0.8473525026624069,0.9205175189329136,0.3017523809523809,0.5493199258650472,0.536,0.732120208708925,63.48,7.967433714816835,-0.5,-0.7071067811865475,2.510348525469169,1.584407941620203
No,No,0,6.1,6.1,2023,2019.0,0,5,1.0,0,0.0,0.0,0.0,94864.0,170569.0,308.0,413.0,6724,11236.0,0.070756,0.066049,0.266,0.257,82,106.0,3000000,0.0,0.0,3,2.0,5.0,1.0,225,441.0,15,21.0,31,30.0,31,No,No,No,34053893,21053893.0,0.0,0.0,225.0,441.0,15.0,21.0,0.0,5929,11025.0,77,105.0,86,113.0,161.0,162.0,A.J. Pollock,13000000,7750000.0,0.0,25.0,1.0,210.0,210.0,33,6.0,0.0,0.0,0.6320250000000001,0.6400000000000001,0.795,0.8,0.225625,0.419904,0.475,0.648,0.531,0.698,0.0,0.0,0.107584,0.099856,0.328,0.316,0.219024,0.234256,0.468,0.484,No,No,0.6521739130434783,0.5061728395061729,0.0,0.0,2209.0,4225.0,47.0,65.0,0.1063664527938695,0.2178714894437187,4000000,7750000.0,0.0129191464653795,0.2204697430986199,1000000,7750000.0,0.019,0.054,0.0888382672654271,0.2058607097516783,4000000,7750000.0,0.0,4664.889999999999,0.0,68.3,1,25.0,1,5.0,12000000,7750000.0,85000000,15750000.0,60000000,7750000.0,105,82.0,0.0025,4.7961,0.05,2.19,0.0,6.0,1.0,15.201804919084164,13.815510557964274,15.201804919084164,1,Si,Si,2,-0.2523207930837236,-0.2708804554691836,-0.3896495182683204,-4.064480286580315,-0.1617969322038979,-0.1617969322038979,-274.2266881028939,16.559791306139516,-66.09411764705882,0.2216409395973154,0.4707875737498978,8.129828881782126,-12.6,3.5496478698597698,16.96153846153846,4.118438837901865,-70.22292993630573,8.379912286910033,0.6815761448349309,0.8255762501640481,0.2377523809523809,0.4875985858802105,0.4370447761194029,0.6610936212968651,56.333333333333336,7.505553499465134,12.5,3.5355339059327373,-1.2858176943699733,1.13393901704191,0.0,0.0,239121.0,489.0,14400,0.0600249999999999,0.245,120,676,26,0.0,196.0,14.0,0.0,15129,123,138,162.0,0.0,0.0,0.4637610000000001,0.681,0.5760810000000001,0.759,0.852,0.0,0.0,0.0852639999999999,0.292,0.151321,0.389,0.0,0.0,3136.0,56.0,1,1,0.7395999999999999,0.86,-237.0675241157556,15.396997243480808,-76.44705882352942,0.296003355704698,0.544061904294629,8.743400872860022,20.82857142857143,4.563832975533989,16.96153846153846,4.118438837901865,-61.17197452229299,7.821251467782697,0.8473525026624069,0.9205175189329136,0.3017523809523809,0.5493199258650472,0.536,0.732120208708925,63.48,7.967433714816835,-0.5,-0.7071067811865475,2.510348525469169,1.584407941620203
ATL,NYM,No,6.7,6.7,2015,2014.0,2014,1,2.0,1,2.0,0.0,0.0,3721.0,121.0,61.0,11.0,25,4.0,0.006724,0.033124,0.082,0.182,5,2.0,0,0.0,0.0,5,10.0,1.0,2.0,0,0.0,0,0.0,35,33.0,36,Atlanta Braves,New York Mets,Georgia,57650000,53650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089,676.0,33,26.0,33,26.0,162.0,162.0,Aaron Harang,1000000,5500000.0,0.0,18.0,5.0,260.0,260.0,23,8.0,0.0,0.0,0.032041,0.132496,0.179,0.364,0.0416159999999999,0.025921,0.204,0.161,0.204,0.161,0.0,0.0,0.009409,0.033124,0.097,0.182,0.006724,0.033124,0.082,0.182,SP,SP,0.4876543209876543,0.4567901234567901,0.0,0.0,1.0,0.0,1.0,0.0,0.0383604923409644,0.1892853187850871,1000000,5500000.0,0.036144578313253,0.187725631768953,1000000,5500000.0,0.009,0.054,0.0379435080427922,0.1760168302945301,1000000,5500000.0,4716.942400000001,64.32039999999999,68.68,8.02,0,0.0,0,0.0,1000000,6000000.0,47350000,7150000.0,1000000,12000000.0,79,74.0,4.9729,0.0529,2.23,0.23,0.0,3.0,2.0,13.815510557964274,13.815510557964274,13.815510557964274,0,No,No,3,0.1957595993164932,0.1905762028504724,0.2115277918192329,-3.4417231662059784,0.2105386283192363,0.2105386283192363,-0.2172351885098743,-0.4660849584677393,-0.0300751879699248,-0.0971378299120234,-0.3116694240890875,-0.173421993904824,-0.0,-0.0,-0.0,-0.0,-4.447368421052632,-2.108878474699913,-0.1202323049001814,-0.3467453026360724,-0.0716969696969696,-0.2677628982831073,-0.05175625,-0.2274999999999999,-0.0,-0.0,-0.0,-0.0,-0.016030303030303,-0.1266108329895315,0.0,0.0,3721.0,61.0,25,0.006724,0.082,5,0,0,0.0,0.0,0.0,0.0,1089,33,33,162.0,0.0,0.0,0.032041,0.179,0.0416159999999999,0.204,0.204,0.0,0.0,0.009409,0.097,0.006724,0.082,0.0,0.0,1.0,1.0,0,0,4.9729,2.23,-0.2172351885098743,-0.4660849584677393,-0.0300751879699248,-0.0971378299120234,-0.3116694240890875,-0.173421993904824,-0.0,-0.0,-0.0,-0.0,-4.447368421052632,-2.108878474699913,-0.1202323049001814,-0.3467453026360724,-0.0716969696969696,-0.2677628982831073,-0.05175625,-0.2274999999999999,-0.0,-0.0,-0.0,-0.0,-0.016030303030303,-0.1266108329895315
No,No,0,6.7,6.7,2016,2015.0,0,1,1.0,1,1.0,0.0,0.0,2304.0,3721.0,48.0,61.0,64,25.0,0.027889,0.006724,0.167,0.082,8,5.0,0,0.0,0.0,8,5.0,2.0,1.0,1,0.0,1,0.0,36,35.0,37,No,No,No,62650000,57650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,1089.0,29,33.0,29,33.0,161.0,162.0,Aaron Harang,5000000,1000000.0,0.0,7.0,18.0,260.0,260.0,14,23.0,0.0,0.0,0.1376409999999999,0.032041,0.371,0.179,0.032041,0.0416159999999999,0.179,0.204,0.179,0.204,0.0,0.0,0.033856,0.009409,0.184,0.097,0.035344,0.006724,0.188,0.082,No,No,0.3850931677018633,0.4876543209876543,0.0,0.0,0.0,1.0,0.0,1.0,0.1533646163798051,0.0383604923409644,5000000,1000000.0,0.1613187598266184,0.036144578313253,5000000,1000000.0,0.035,0.009,0.148507830311125,0.0379435080427922,5000000,1000000.0,551.3104000000001,4716.942400000001,23.48,68.68,0,0.0,0,0.0,5000000,1000000.0,13800000,47350000.0,5000000,1000000.0,62,79.0,0.1680999999999999,4.9729,0.41,2.23,0.0,2.0,3.0,15.424948470398377,15.424948470398377,15.424948470398377,1,Si,Si,3,0.1957595993164932,0.1905762028504724,0.2115277918192329,-3.4417231662059784,0.2105386283192363,0.2105386283192363,-6.6804308797127465,-2.5846529515029184,-0.18796992481203,-0.0197184750733137,-0.140422487776402,-0.4335549847620599,-0.0,-0.0,-0.0,-0.0,-7.164473684210527,-2.676653448657582,-0.0290753176043557,-0.1705148603622444,-0.0203658008658008,-0.1427087974366011,-0.01050625,-0.1025,-0.0088495575221238,-0.0940720868383597,-0.0,-0.0,-1.506939393939394,1.227574598115892,0.0,0.0,3721.0,61.0,25,0.006724,0.082,5,0,0,0.0,0.0,0.0,0.0,1089,33,33,162.0,0.0,0.0,0.032041,0.179,0.0416159999999999,0.204,0.204,0.0,0.0,0.009409,0.097,0.006724,0.082,0.0,0.0,1.0,1.0,0,0,4.9729,2.23,-0.2172351885098743,-0.4660849584677393,-0.0300751879699248,-0.0971378299120234,-0.3116694240890875,-0.173421993904824,-0.0,-0.0,-0.0,-0.0,-4.447368421052632,-2.108878474699913,-0.1202323049001814,-0.3467453026360724,-0.0716969696969696,-0.2677628982831073,-0.05175625,-0.2274999999999999,-0.0,-0.0,-0.0,-0.0,-0.016030303030303,-0.1266108329895315
